direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,r_value,win
short,2026-03-09 08:05:00+00:00,5113.89990234375,2026-03-09 08:18:00+00:00,5113.89990234375,stop_be,4.822004213496008,15.149007437290228,3.4509925627097737,7.714634486606883,True
long,2026-03-13 13:01:00+00:00,5125.7998046875,2026-03-13 13:10:00+00:00,5118.250034877232,stop_loss,4.947368067245275,-40.89916602826012,3.5476759538872145,7.549769810268117,False
short,2026-03-16 10:54:00+00:00,5000.89990234375,2026-03-16 11:10:00+00:00,5007.228445870535,stop_loss,5.837440835751948,-41.032028411742196,4.089529997651892,6.3285435267853245,False
short,2026-03-16 11:01:00+00:00,5004.2998046875,2026-03-16 11:10:00+00:00,5009.1787109375,stop_loss,7.567692798765398,-42.22658874170661,5.304525047730113,4.87890625,False
short,2026-03-17 10:32:00+00:00,5011.2998046875,2026-03-17 10:42:00+00:00,5000.970772879464,full_2r,6.991925848163511,49.26325077539841,4.901617588435312,5.164515904018117,True
long,2026-03-17 13:01:00+00:00,5019.7001953125,2026-03-17 13:40:00+00:00,5033.672154017857,full_2r,5.239429277195944,51.2179228750166,3.6858942504480936,6.9859793526784415,True
short,2026-03-18 14:10:00+00:00,4888.89990234375,2026-03-18 16:45:00+00:00,4888.89990234375,stop_be,2.315516218087615,16.973815223121502,1.5835467664084804,16.02870396205344,True
short,2026-03-19 14:03:00+00:00,4638.7998046875,2026-03-19 14:27:00+00:00,4600.513602120536,full_2r,1.9476709431330772,54.665728282776385,1.2609649141603876,19.143101283481883,True
long,2026-03-20 08:57:00+00:00,4696.60009765625,2026-03-20 09:34:00+00:00,4679.678815569197,stop_loss,2.2357123543885438,-39.29850579643331,1.467386382314364,16.92128208705344,False
short,2026-03-20 15:03:00+00:00,4570.39990234375,2026-03-20 15:31:00+00:00,4570.39990234375,stop_be,1.852721691641112,17.53490244738323,1.1841647306940704,20.207101004464675,True
short,2026-03-23 09:24:00+00:00,4290.2001953125,2026-03-23 09:39:00+00:00,4248.02880859375,full_2r,1.7838390580552073,55.352750752159196,1.0674743187834663,21.085693359375,True
long,2026-03-23 11:49:00+00:00,4395.2998046875,2026-03-23 12:01:00+00:00,4363.249895368303,stop_loss,1.1908617434149675,-38.89712641174168,0.7301155235916565,32.04990931919656,False
long,2026-03-23 13:31:00+00:00,4416.39990234375,2026-03-23 13:53:00+00:00,4463.456821986607,full_2r,1.6056316440069924,55.67033714087744,0.9967222951714756,23.52845982142844,True
long,2026-03-23 14:46:00+00:00,4480.2001953125,2026-03-23 14:50:00+00:00,4460.592843191965,stop_loss,1.9551208526159096,-39.558366159036616,1.2236231635952266,19.607352120535325,False
long,2026-03-24 12:26:00+00:00,4403.5,2026-03-24 12:33:00+00:00,4390.306989397322,stop_loss,2.8757014207317186,-39.70934476156455,1.7701854277135274,13.193010602678442,False
long,2026-03-25 07:59:00+00:00,4539.0,2026-03-25 08:08:00+00:00,4549.485142299107,full_2r,7.161002648372866,51.75862616949999,4.554472659853076,5.2425711495534415,True
long,2026-03-25 13:53:00+00:00,4547.60009765625,2026-03-25 14:00:00+00:00,4533.428466796875,stop_loss,2.685622602338154,-39.766827237492535,1.7071750895621598,14.171630859375,False
short,2026-03-26 11:43:00+00:00,4441.39990234375,2026-03-26 11:50:00+00:00,4418.885184151786,full_2r,3.3455434400238895,54.416684838546864,2.076290974786309,11.257359095981883,True
long,2026-03-27 11:02:00+00:00,4442.2001953125,2026-03-27 11:07:00+00:00,4434.664202008928,stop_loss,5.069822807012548,-41.356439794281776,3.1502890703408504,7.5359933035715585,False
long,2026-03-30 08:21:00+00:00,4560.5,2026-03-30 08:23:00+00:00,4556.08576311384,stop_loss,8.561522025355456,-43.25621581248399,5.463629486485878,4.4142368861603245,False
long,2026-03-30 09:18:00+00:00,4557.5,2026-03-30 10:26:00+00:00,4557.5,stop_be,3.795559554183493,16.256947709543976,2.423064374392653,9.843087332589675,True
long,2026-03-30 10:49:00+00:00,4560.7998046875,2026-03-30 11:02:00+00:00,4555.793073381697,stop_loss,7.494429269946086,-42.30524988049957,4.782656235530867,5.0067313058034415,False
long,2026-03-30 11:05:00+00:00,4558.0,2026-03-30 11:18:00+00:00,4571.342982700893,full_2r,5.560906729449695,52.09689046522877,3.5524212540167865,6.6714913504465585,True
