entry_ts,exit_ts,dir,entry,exit,pnl,win,exit_reason,qty
2012-07-27 16:35:00,2012-07-27 21:40:00,long,78.445,78.49621422396154,5.017235963727928,True,stop,97.96567390134763
2012-07-27 16:50:00,2012-07-27 21:40:00,long,78.545,78.49621422396154,-4.77933142640767,False,stop,97.96567390134763
2012-07-27 22:40:00,2012-07-30 04:10:00,long,78.551,78.36789232743335,-17.46378361674984,False,stop,95.3743956872873
2012-07-30 05:25:00,2012-07-30 09:55:00,long,78.374,78.25539290371661,-12.456331537779297,False,stop,105.02180668868087
2012-07-30 02:00:00,2012-07-30 16:35:00,short,78.495,78.28054664955776,21.44758336784765,True,stop,100.0104839752743
2012-07-30 10:35:00,2012-07-30 16:35:00,short,78.157,78.28279281677895,-12.32730928633461,False,stop,97.9969254365009
2012-07-30 20:10:00,2012-07-31 07:10:00,short,78.171,78.23575135361877,-7.281969125446158,False,stop,112.4604926148813
2012-07-30 16:55:00,2012-07-31 07:30:00,short,78.179,78.24869771571396,-7.164860384182921,False,stop,102.79907039691034
2012-07-31 12:35:00,2012-07-31 15:55:00,short,78.184,78.25745335329789,-9.49833076583272,False,stop,129.3110571455039
2012-07-31 13:35:00,2012-07-31 15:55:00,short,78.16,78.25745335329789,-12.60179613732493,False,stop,129.3110571455039
2012-07-31 16:25:00,2012-07-31 20:15:00,short,78.184,78.17816623952484,0.6999572505262425,True,stop,119.98388578124803
2012-07-31 18:00:00,2012-08-01 07:25:00,short,78.107,78.06716623952484,4.779409367089398,True,stop,119.98388578124803
2012-07-31 20:25:00,2012-08-01 07:25:00,short,78.153,78.05893074092153,12.063553848675026,True,stop,128.24119129726085
2012-08-01 08:30:00,2012-08-01 14:15:00,short,78.116,78.22031011490506,-12.353314438029404,False,stop,118.42873003517316
2012-08-01 10:25:00,2012-08-01 17:05:00,short,78.141,78.24331011490506,-12.116456977957927,False,stop,118.42873003517316
2012-08-01 14:35:00,2012-08-01 19:50:00,long,78.19,78.10951790041561,-9.79540796531377,False,stop,121.70915043093666
2012-08-01 18:20:00,2012-08-01 20:10:00,short,78.183,78.19132448630647,-1.003998441244134,False,stop,120.60785546185357
2012-08-01 20:30:00,2012-08-02 10:55:00,long,78.393,78.35639877853438,-3.558543615317604,False,stop,97.22472291424806
2012-08-01 22:00:00,2012-08-02 10:55:00,long,78.451,78.35639877853438,-9.197577544343284,False,stop,97.22472291424806
2012-08-02 11:15:00,2012-08-03 08:10:00,short,78.319,78.2204387210548,9.753492404996857,True,stop,98.95866317258339
2012-08-02 13:25:00,2012-08-03 08:10:00,short,78.184,78.21968689158084,-3.5488031578707067,False,stop,99.44276457454922
2012-08-03 08:30:00,2012-08-03 14:30:00,long,78.251,78.39557093789536,18.36994713433357,True,stop,127.06528297983826
2012-08-03 09:30:00,2012-08-03 14:30:00,long,78.233,78.39557093789536,20.657122227970746,True,stop,127.06528297983826
2012-08-03 14:30:00,2012-08-03 16:55:00,long,78.516,78.6015614795093,8.17450885578792,True,stop,95.53959214671957
2012-08-03 15:40:00,2012-08-03 17:20:00,long,78.659,78.5265614795093,-12.653122232197282,False,stop,95.53959214671957
2012-08-03 17:45:00,2012-08-03 22:55:00,long,78.615,78.4540732822414,-15.409836940612829,False,stop,95.75685849585659
2012-08-03 18:55:00,2012-08-03 22:55:00,long,78.606,78.4540732822414,-14.548025214150087,False,stop,95.75685849585659
2012-08-06 01:00:00,2012-08-06 03:30:00,long,78.6,78.47116882088353,-12.26913910410821,False,stop,95.2342374590642
2012-08-06 02:00:00,2012-08-06 04:00:00,long,78.521,78.38816882088354,-12.65007605394493,False,stop,95.2342374590642
2012-08-06 04:45:00,2012-08-06 10:35:00,long,78.414,78.30799964476573,-10.489267288338949,False,stop,98.95502015211693
2012-08-06 10:55:00,2012-08-06 12:05:00,long,78.366,78.2865996921303,-8.13609359931976,False,stop,102.46929536685231
2012-08-06 12:25:00,2012-08-07 04:40:00,short,78.304,78.27777360015374,2.828280603488648,True,stop,107.84097779594231
2012-08-06 03:50:00,2012-08-07 09:20:00,short,78.431,78.29783117911647,12.650625664347091,True,stop,94.99690378284389
2012-08-07 11:20:00,2012-08-07 12:50:00,short,78.358,78.36081838501647,-0.3438763070055256,False,stop,122.01182769431125
2012-08-07 12:00:00,2012-08-07 23:15:00,long,78.236,78.5755973996524,35.56908346576812,True,stop,104.73897474532008
2012-08-07 13:25:00,2012-08-07 23:15:00,long,78.364,78.5755973996524,22.16093781553795,True,stop,104.73161698557567
2012-08-07 23:25:00,2012-08-08 03:00:00,long,78.603,78.50523982462781,-10.855236389671182,False,stop,111.03945290956909
2012-08-08 00:25:00,2012-08-08 03:00:00,long,78.626,78.50731451467743,-13.378806246935582,False,stop,112.7248728905109
2012-08-08 04:55:00,2012-08-08 07:50:00,long,78.528,78.4468725793871,-9.071000225305466,False,stop,111.81176668475202
2012-08-08 04:00:00,2012-08-08 13:45:00,short,78.54,78.3771274206129,18.211070845775588,True,stop,111.81176668475202
2012-08-08 08:10:00,2012-08-08 13:45:00,short,78.352,78.37975043119785,-3.0389831895939845,False,stop,109.51120607560193
2012-08-08 14:05:00,2012-08-09 05:15:00,long,78.381,78.3928296262952,1.2174119939154717,True,stop,102.91212617679079
2012-08-08 15:20:00,2012-08-09 05:15:00,long,78.457,78.3928296262952,-6.60390959551995,False,stop,102.91212617679079
2012-08-09 06:20:00,2012-08-09 12:35:00,long,78.417,78.3800990253159,-3.9051823192234365,False,stop,105.82870378505056
2012-08-09 07:25:00,2012-08-09 12:35:00,long,78.509,78.3800990253159,-13.641423067447956,False,stop,105.82870378505056
2012-08-09 13:45:00,2012-08-09 17:50:00,long,78.392,78.6049668234595,19.83838216983544,True,stop,93.15245373703559
