direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,r_value,win
short,2026-03-09 08:05:00+00:00,5113.89990234375,2026-03-09 08:18:00+00:00,5113.89990234375,stop_be,6.48118845900001,20.361569136142776,4.638430863857222,7.714634486606883,True
long,2026-03-13 13:01:00+00:00,5125.7998046875,2026-03-13 13:10:00+00:00,5118.250034877232,stop_loss,6.636203368417856,-54.86051970928991,4.758711863609191,7.549769810268117,False
short,2026-03-16 10:54:00+00:00,5000.89990234375,2026-03-16 11:10:00+00:00,5007.228445870535,stop_loss,7.873455406641544,-55.34340390488698,5.515898657752718,6.3285435267853245,False
short,2026-03-16 11:01:00+00:00,5004.2998046875,2026-03-16 11:10:00+00:00,5009.1787109375,stop_loss,10.21001873530636,-56.97037044781162,7.156646227508327,4.87890625,False
long,2026-03-16 13:30:00+00:00,5028.7998046875,2026-03-16 13:41:00+00:00,5028.7998046875,stop_be,6.464447683432789,20.080066025211927,4.552902162473449,7.621058872768117,True
short,2026-03-16 15:40:00+00:00,5004.2998046875,2026-03-16 15:53:00+00:00,4992.013741629464,full_2r,8.03502844614836,68.41497558262313,5.624174039247093,6.143031529018117,True
short,2026-03-16 15:01:00+00:00,5000.10009765625,2026-03-16 17:00:00+00:00,5000.10009765625,stop_be,3.9448491688242227,21.923446474534295,2.759721878214111,12.514125279018117,True
short,2026-03-17 10:32:00+00:00,5011.2998046875,2026-03-17 10:42:00+00:00,5000.970772879464,full_2r,9.646214619461814,67.964663835312,6.76237938836192,5.164515904018117,True
long,2026-03-17 13:01:00+00:00,5019.7001953125,2026-03-17 13:40:00+00:00,5033.672154017857,full_2r,7.179788201883035,70.1858578344633,5.050920367975422,6.9859793526784415,True
short,2026-03-18 14:10:00+00:00,4888.89990234375,2026-03-18 16:45:00+00:00,4888.89990234375,stop_be,3.1511456911118088,23.09936949879894,2.155021213266798,16.02870396205344,True
short,2026-03-19 14:03:00+00:00,4638.7998046875,2026-03-19 14:27:00+00:00,4600.513602120536,full_2r,2.644518122845013,74.22429833541229,1.712119072025919,19.143101283481883,True
long,2026-03-20 08:57:00+00:00,4696.60009765625,2026-03-20 09:34:00+00:00,4679.678815569197,stop_loss,3.013684158265961,-52.973399789001476,1.9780000256989494,16.92128208705344,False
short,2026-03-20 15:03:00+00:00,4570.39990234375,2026-03-20 15:31:00+00:00,4570.39990234375,stop_be,2.5105299742476084,23.760664317946986,1.604602064231773,20.207101004464675,True
short,2026-03-23 09:24:00+00:00,4290.2001953125,2026-03-23 09:39:00+00:00,4248.02880859375,full_2r,2.411556272743524,74.8308950222835,1.4431091066373645,21.085693359375,True
long,2026-03-23 11:49:00+00:00,4395.2998046875,2026-03-23 12:01:00+00:00,4363.249895368303,stop_loss,1.5982413569693918,-52.20336990609774,0.9798793450390733,32.04990931919656,False
long,2026-03-23 13:31:00+00:00,4416.39990234375,2026-03-23 13:53:00+00:00,4463.456821986607,full_2r,2.1659927635855847,75.09913487541183,1.3445756918804408,23.52845982142844,True
long,2026-03-23 14:46:00+00:00,4480.2001953125,2026-03-23 14:50:00+00:00,4460.592843191965,stop_loss,2.6183020058143174,-52.97664813014533,1.6386787442400845,19.607352120535325,False
long,2026-03-24 12:26:00+00:00,4403.5,2026-03-24 12:33:00+00:00,4390.306989397322,stop_loss,3.8712230046177387,-53.45608129934114,2.382995154086622,13.193010602678442,False
long,2026-03-25 07:59:00+00:00,4539.0,2026-03-25 08:08:00+00:00,4549.485142299107,full_2r,9.691009294759008,70.0451252320866,6.163583376050129,5.2425711495534415,True
long,2026-03-25 13:53:00+00:00,4547.60009765625,2026-03-25 14:00:00+00:00,4533.428466796875,stop_loss,3.6097490735215456,-53.45064777621926,2.294616411301015,14.171630859375,False
short,2026-03-26 11:43:00+00:00,4441.39990234375,2026-03-26 11:50:00+00:00,4418.885184151786,full_2r,4.520489902840624,73.52768803293586,2.8054791561198815,11.257359095981883,True
long,2026-03-27 11:02:00+00:00,4442.2001953125,2026-03-27 11:07:00+00:00,4434.664202008928,stop_loss,6.801547520206753,-55.48276561821875,4.226349052016921,7.5359933035715585,False
long,2026-03-30 08:21:00+00:00,4560.5,2026-03-30 08:23:00+00:00,4556.08576311384,stop_loss,11.548769142395132,-58.34897684226408,7.369974104153352,4.4142368861603245,False
long,2026-03-30 09:18:00+00:00,4557.5,2026-03-30 10:26:00+00:00,4557.5,stop_be,5.149528409250007,22.056198271402852,3.2874306555468538,9.843087332589675,True
long,2026-03-30 10:49:00+00:00,4560.7998046875,2026-03-30 11:02:00+00:00,4555.793073381697,stop_loss,10.145848806860393,-57.27222895347775,6.4746901082213215,5.0067313058034415,False
long,2026-03-30 11:05:00+00:00,4558.0,2026-03-30 11:18:00+00:00,4571.342982700893,full_2r,7.5711973601087035,70.93013041764243,4.836636133091116,6.6714913504465585,True
long,2026-03-30 15:24:00+00:00,4560.10009765625,2026-03-30 15:37:00+00:00,4578.971749441964,full_2r,5.390712898918975,72.85189495853726,3.446847570328632,9.435825892856883,True
