entry_time_utc;exit_time_utc;ticket;symbol;direction;volume;entry_price;exit_price;stop_price;tp_price;initial_risk;exit_reason;gross_profit;commission;swap;net_profit;r_value;score;confidence_mult;regime;broker_exit_reason;entry_comment;session_mult;regime_mult;zone_price;zone_time_utc;exit_comment
2026.03.04 13:00:00;2026.03.05 03:57:15;224;US100.cash;long;0.51;24807.17;25009.67;25009.71;25255.04;344.52;close;104.46;0.00;-0.81;103.65;0.588;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=229.67786|REG=bull|CONF=1.5;1.00;1.00;24815.73;2026.02.26 22:00:00;sl 25009.71
2026.03.04 13:25:00;2026.03.05 05:28:42;225;US100.cash;long;0.34;24850.18;25007.88;25007.93;25302.37;347.84;close;54.41;0.00;-0.54;53.87;0.453;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=231.89500|REG=bull|CONF=1.0;1.00;1.00;24815.73;2026.02.26 22:00:00;sl 25007.93
2026.03.04 13:50:00;2026.03.05 05:28:42;226;US100.cash;long;0.34;24859.18;25007.88;25007.93;25311.37;347.84;close;50.91;0.00;-0.54;50.37;0.427;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=231.89500|REG=bull|CONF=1.0;1.00;1.00;24815.73;2026.02.26 22:00:00;sl 25007.93
2026.03.05 18:20:00;2026.03.05 22:23:30;232;US100.cash;short;0.18;24796.91;24924.93;24924.92;24366.24;331.29;stop;-22.30;0.00;0.00;-22.30;-0.386;8;1.00;bull;sl;P2_B|SHORT|S=8|ATR=220.85786|REG=bull|CONF=1.0;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24924.92
2026.03.05 17:30:00;2026.03.05 22:23:39;230;US100.cash;short;0.32;24831.50;24929.09;24929.02;24390.83;338.98;close;-30.20;0.00;0.00;-30.20;-0.288;8;1.50;bull;sl;P2_B|SHORT|S=8|ATR=225.98643|REG=bull|CONF=1.5;1.20;0.50;24812.23;2026.03.04 02:00:00;sl 24929.02
2026.03.05 17:55:00;2026.03.05 22:24:41;231;US100.cash;short;0.17;24769.41;24933.41;24933.35;24318.18;347.10;close;-27.26;0.00;0.00;-27.26;-0.472;8;1.00;bull;sl;P2_B|SHORT|S=8|ATR=231.40071|REG=bull|CONF=1.0;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24933.35
2026.03.06 12:55:00;2026.03.06 17:13:40;236;US100.cash;short;0.28;24800.13;24760.04;24759.93;24388.48;316.65;close;11.20;0.00;0.00;11.20;0.127;7;1.50;bull;sl;P2_B|SHORT|S=7|ATR=211.10000|REG=bull|CONF=1.5;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24759.93
2026.03.06 13:20:00;2026.03.06 17:13:40;237;US100.cash;short;0.18;24815.23;24760.04;24759.93;24403.58;316.65;close;10.62;0.00;0.00;10.62;0.174;7;1.00;bull;sl;P2_B|SHORT|S=7|ATR=211.10000|REG=bull|CONF=1.0;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24759.93
2026.03.09 17:40:00;2026.03.10 15:05:42;246;US100.cash;long;0.54;24717.29;24890.99;24891.08;25255.67;414.14;close;94.91;0.00;-0.86;94.05;0.419;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=276.09286|REG=bull|CONF=1.5;1.20;1.00;24741.03;2026.03.06 02:00:00;sl 24891.08
2026.03.09 20:15:00;2026.03.10 15:06:14;247;US100.cash;long;0.45;24767.34;24885.99;24886.06;25312.10;419.05;close;55.22;0.00;-0.72;54.50;0.283;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=279.36429|REG=bull|CONF=1.5;1.00;1.00;24741.03;2026.03.06 02:00:00;sl 24886.06
2026.03.13 14:40:00;2026.03.13 17:17:41;250;US100.cash;long;0.83;24755.64;24622.40;24622.56;25117.28;278.18;close;-107.39;0.00;0.00;-107.39;-0.479;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=185.45643|REG=bull|CONF=1.5;1.20;1.00;24741.03;2026.03.06 02:00:00;sl 24622.56
2026.03.16 13:05:00;2026.03.16 22:50:41;252;US100.cash;long;0.68;24637.25;24622.40;24622.41;24996.34;276.23;stop;-8.53;0.00;0.00;-8.53;-0.054;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=184.15214|REG=bull|CONF=1.5;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24622.41
2026.03.17 13:30:00;2026.03.17 18:36:19;259;US100.cash;long;0.50;24706.96;24747.97;24748.14;25030.87;249.16;close;21.66;0.00;0.00;21.66;0.165;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=166.10786|REG=bull|CONF=1.0;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24748.14
2026.03.17 13:55:00;2026.03.17 18:36:19;260;US100.cash;long;0.61;24707.16;24747.97;24748.14;25031.07;249.16;close;26.06;0.00;0.00;26.06;0.164;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=166.10786|REG=bull|CONF=1.0;1.20;1.00;24673.35;2026.03.12 10:00:00;sl 24748.14
2026.03.17 13:05:00;2026.03.17 18:36:28;258;US100.cash;long;0.77;24652.95;24741.66;24741.70;24968.68;242.87;close;69.92;0.00;0.00;69.92;0.365;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=161.91500|REG=bull|CONF=1.5;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24741.70
2026.03.18 13:00:00;2026.03.18 16:37:41;264;US100.cash;short;0.53;24844.12;24747.81;24747.81;24610.95;179.36;stop;52.81;0.00;0.00;52.81;0.537;5;1.50;bull;sl;P2_B|SHORT|S=5|ATR=119.57429|REG=bull|CONF=1.5;1.00;0.50;24882.03;2026.03.17 22:00:00;sl 24747.81
2026.03.18 13:25:00;2026.03.18 16:40:39;265;US100.cash;short;0.34;24789.47;24752.16;24752.00;24546.09;187.22;close;15.04;0.00;0.00;15.04;0.199;6;1.00;bull;sl;P2_B|SHORT|S=6|ATR=124.81000|REG=bull|CONF=1.0;1.00;0.50;24786.83;2026.03.15 22:00:00;sl 24752.00
2026.03.18 14:45:00;2026.03.18 18:08:13;268;US100.cash;short;0.37;24734.62;24703.76;24703.74;24466.48;206.26;close;13.27;0.00;0.00;13.27;0.150;5;1.00;bull;sl;P2_B|SHORT|S=5|ATR=137.50857|REG=bull|CONF=1.0;1.20;0.50;24786.83;2026.03.15 22:00:00;sl 24703.74
2026.03.23 14:00:00;2026.03.23 18:52:29;272;US100.cash;long;0.40;24373.01;24257.31;24257.43;24877.07;387.74;close;-45.98;0.00;0.00;-45.98;-0.298;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=258.49500|REG=bull|CONF=1.0;1.20;1.00;24336.56;2026.03.19 02:00:00;sl 24257.43
2026.03.23 13:05:00;2026.03.23 18:52:30;270;US100.cash;long;0.48;24268.49;24252.64;24252.81;24783.84;396.42;close;-6.63;0.00;0.00;-6.63;-0.040;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=264.28071|REG=bull|CONF=1.5;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24252.81
2026.03.23 13:30:00;2026.03.23 18:52:30;271;US100.cash;long;0.32;24272.89;24252.64;24252.81;24788.24;396.42;close;-5.80;0.00;0.00;-5.80;-0.051;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=264.28071|REG=bull|CONF=1.0;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24252.81
2026.03.23 18:55:00;2026.03.24 03:39:30;276;US100.cash;long;0.46;24256.02;24085.08;24085.32;24795.45;414.95;close;-77.72;0.00;-0.73;-78.45;-0.412;5;1.50;bull;sl;P2_B|LONG|S=5|ATR=276.63429|REG=bull|CONF=1.5;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24085.32
2026.03.23 19:20:00;2026.03.24 03:39:30;277;US100.cash;long;0.30;24241.27;24084.11;24084.47;24782.79;416.56;close;-46.55;0.00;-0.48;-47.03;-0.377;5;1.00;bull;sl;P2_B|LONG|S=5|ATR=277.70571|REG=bull|CONF=1.0;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24084.47
2026.03.23 19:45:00;2026.03.24 03:39:38;278;US100.cash;long;0.30;24310.28;24073.90;24073.92;24858.61;421.79;close;-70.31;0.00;-0.48;-70.79;-0.560;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=281.19500|REG=bull|CONF=1.0;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24073.92
2026.03.25 13:00:00;2026.03.25 18:17:27;282;US100.cash;long;0.45;24296.99;24094.94;24094.99;24830.96;410.75;close;-89.78;0.00;0.00;-89.78;-0.492;8;1.50;bull;sl;P2_B|LONG|S=8|ATR=273.83071|REG=bull|CONF=1.5;1.00;1.00;24336.56;2026.03.19 02:00:00;sl 24094.99
2026.03.25 15:45:00;2026.03.26 05:34:40;283;US100.cash;long;0.36;24298.17;24064.02;24064.13;24831.25;410.06;close;-83.29;0.00;-0.57;-83.86;-0.571;8;1.00;bull;sl;P2_B|LONG|S=8|ATR=273.37357|REG=bull|CONF=1.0;1.20;1.00;24336.56;2026.03.19 02:00:00;sl 24064.13
2026.03.31 17:05:00;2026.04.01 15:44:42;287;US100.cash;long;0.41;23595.07;24054.85;23819.86;24054.50;353.41;close;189.08;0.00;-0.65;188.43;1.301;7;1.00;bull;tp;P2_B|LONG|S=7|ATR=235.60714|REG=bull|CONF=1.0;1.20;1.00;23561.85;2026.03.23 13:00:00;tp 24054.50
2026.03.31 17:40:00;2026.04.01 17:53:30;288;US100.cash;long;0.41;23606.37;24067.77;23863.68;24067.66;354.84;close;190.07;0.00;-0.65;189.42;1.300;7;1.00;bull;tp;P2_B|LONG|S=7|ATR=236.55714|REG=bull|CONF=1.0;1.20;1.00;23561.85;2026.03.23 13:00:00;tp 24067.66
2026.03.31 16:40:00;2026.04.01 17:57:40;286;US100.cash;long;0.60;23602.87;24078.29;23870.30;24078.25;365.68;close;288.01;0.00;-0.95;287.06;1.300;7;1.50;bull;tp;P2_B|LONG|S=7|ATR=243.78571|REG=bull|CONF=1.5;1.20;1.00;23561.85;2026.03.23 13:00:00;tp 24078.25
2026.04.01 12:55:00;2026.04.01 21:23:42;290;US100.cash;long;0.57;23883.83;23979.47;23979.51;24323.59;338.28;close;55.76;0.00;0.00;55.76;0.283;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=225.51929|REG=bull|CONF=1.5;1.00;1.00;23921.03;2026.03.24 21:00:00;sl 23979.51
2026.04.01 18:20:00;2026.04.02 04:17:56;294;US100.cash;long;0.55;23971.03;23868.42;23868.66;24435.12;356.99;close;-55.20;0.00;-0.88;-56.08;-0.287;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=237.99643|REG=bull|CONF=1.5;1.00;1.00;23921.03;2026.03.24 21:00:00;sl 23868.66
2026.04.21 19:40:00;2026.04.21 23:09:31;298;US100.cash;short;0.46;26413.17;26557.91;26557.44;26133.57;215.08;close;-64.21;0.00;0.00;-64.21;-0.673;6;1.50;bull;sl;P2_B|SHORT|S=6|ATR=143.38357|REG=bull|CONF=1.5;1.00;0.50;26400.93;2026.04.16 21:00:00;sl 26557.44
2026.04.28 12:55:00;2026.04.28 16:48:39;302;US100.cash;short;0.43;27009.50;27109.11;27109.04;26718.74;223.66;close;-41.00;0.00;0.00;-41.00;-0.445;5;1.50;bull;sl;P2_B|SHORT|S=5|ATR=149.10714|REG=bull|CONF=1.5;1.00;0.50;26980.26;2026.04.23 01:00:00;sl 27109.04
2026.04.28 13:20:00;2026.04.28 20:55:38;303;US100.cash;short;0.30;27013.70;27003.85;27003.74;26732.63;216.20;close;3.51;0.00;0.00;3.51;0.046;5;1.00;bull;sl;P2_B|SHORT|S=5|ATR=144.13571|REG=bull|CONF=1.0;1.00;0.50;26980.26;2026.04.23 01:00:00;sl 27003.74
2026.04.29 13:45:00;2026.04.29 17:35:39;306;US100.cash;short;0.47;27042.97;27165.31;27165.24;26776.17;205.23;close;-55.50;0.00;0.00;-55.50;-0.596;8;1.50;bull;sl;P2_B|SHORT|S=8|ATR=136.82143|REG=bull|CONF=1.5;1.00;0.50;27004.78;2026.04.23 21:00:00;sl 27165.24
2026.04.29 14:25:00;2026.04.29 19:30:14;307;US100.cash;long;0.74;27139.40;27060.92;27061.00;27409.92;208.09;close;-56.43;0.00;0.00;-56.43;-0.377;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=138.72714|REG=bull|CONF=1.0;1.20;1.00;27164.13;2026.04.27 21:00:00;sl 27061.00
2026.04.29 15:35:00;2026.04.29 19:31:31;309;US100.cash;long;0.72;27153.65;27038.51;27038.65;27429.54;212.22;close;-80.65;0.00;0.00;-80.65;-0.543;8;1.00;bull;sl;P2_B|LONG|S=8|ATR=141.48071|REG=bull|CONF=1.0;1.20;1.00;27164.13;2026.04.27 21:00:00;sl 27038.65
2026.04.29 17:55:00;2026.04.29 23:12:22;313;US100.cash;long;0.60;27120.40;27105.38;27105.62;27392.51;209.32;close;-7.98;0.00;0.00;-7.98;-0.072;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=139.54500|REG=bull|CONF=1.0;1.00;1.00;27164.13;2026.04.27 21:00:00;sl 27105.62
2026.04.29 16:00:00;2026.04.29 23:12:22;310;US100.cash;long;1.08;27123.10;27103.95;27104.08;27398.99;212.22;close;-18.61;0.00;0.00;-18.61;-0.090;5;1.50;bull;sl;P2_B|LONG|S=5|ATR=141.48071|REG=bull|CONF=1.5;1.20;1.00;27164.13;2026.04.27 21:00:00;sl 27104.08
2026.04.29 18:50:00;2026.04.29 23:12:22;314;US100.cash;long;0.59;27125.80;27103.95;27104.15;27401.51;212.09;close;-11.52;0.00;0.00;-11.52;-0.103;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=141.39143|REG=bull|CONF=1.0;1.00;1.00;27164.13;2026.04.27 21:00:00;sl 27104.15
2026.05.12 13:20:00;2026.05.12 16:56:42;319;US100.cash;long;0.55;29101.21;29056.84;29056.96;29398.52;228.69;close;-23.11;0.00;0.00;-23.11;-0.194;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=152.46214|REG=bull|CONF=1.0;1.00;1.00;29139.63;2026.05.11 21:00:00;sl 29056.96
2026.05.12 12:55:00;2026.05.12 16:57:18;318;US100.cash;long;0.81;29122.02;29054.48;29054.50;29425.31;233.30;close;-52.06;0.00;0.00;-52.06;-0.289;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=155.53357|REG=bull|CONF=1.5;1.00;1.00;29139.63;2026.05.11 21:00:00;sl 29054.50
2026.05.12 13:45:00;2026.05.12 17:03:40;320;US100.cash;long;0.52;29118.60;28990.25;28990.30;29430.43;239.87;close;-64.91;0.00;0.00;-64.91;-0.535;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=159.91214|REG=bull|CONF=1.0;1.00;1.00;29139.63;2026.05.11 21:00:00;sl 28990.30
2026.05.12 16:00:00;2026.05.12 20:20:40;324;US100.cash;short;0.40;28777.81;28790.52;28790.49;28419.59;275.55;close;-3.32;0.00;0.00;-3.32;-0.046;7;1.50;bull;sl;P2_B|SHORT|S=7|ATR=183.70143|REG=bull|CONF=1.5;1.20;0.50;28826.83;2026.05.07 21:00:00;sl 28790.49
2026.05.12 16:25:00;2026.05.12 20:20:40;325;US100.cash;short;0.27;28729.42;28790.52;28790.49;28371.20;275.55;close;-15.28;0.00;0.00;-15.28;-0.222;7;1.00;bull;sl;P2_B|SHORT|S=7|ATR=183.70143|REG=bull|CONF=1.0;1.20;0.50;28678.46;2026.05.07 01:00:00;sl 28790.49
2026.05.12 16:50:00;2026.05.12 20:21:42;326;US100.cash;short;0.26;28643.58;28794.48;28794.43;28275.78;282.93;close;-38.35;0.00;0.00;-38.35;-0.533;8;1.00;bull;sl;P2_B|SHORT|S=8|ATR=188.61929|REG=bull|CONF=1.0;1.20;0.50;28678.46;2026.05.07 01:00:00;sl 28794.43
