entry_time_utc;exit_time_utc;ticket;symbol;direction;volume;entry_price;exit_price;stop_price;tp_price;initial_risk;exit_reason;gross_profit;commission;swap;net_profit;r_value;score;confidence_mult;regime;comment
2026.03.31 16:40:00;2026.04.01 17:57:40;286;US100.cash;long;0.60;23602.87;24078.29;23870.30;24078.25;365.68;close;288.01;0.00;-3.33;284.68;1.300;0;1.00;bull;tp 24078.25
2026.04.01 12:55:00;2026.04.01 21:23:42;290;US100.cash;long;0.56;23883.83;23979.47;23979.51;24323.59;338.28;close;54.78;0.00;0.00;54.78;0.283;0;1.00;bull;sl 23979.51
2026.04.01 18:20:00;2026.04.02 04:17:56;294;US100.cash;long;0.55;23971.03;23868.42;23868.66;24435.12;356.99;close;-55.20;0.00;-3.05;-58.25;-0.287;0;1.00;bull;sl 23868.66
2026.04.21 19:40:00;2026.04.21 23:09:31;298;US100.cash;short;0.45;26413.17;26557.91;26557.44;26133.57;215.08;close;-62.81;0.00;0.00;-62.81;-0.673;0;1.00;bull;sl 26557.44
2026.04.28 12:55:00;2026.04.28 16:48:39;302;US100.cash;short;0.43;27009.50;27109.11;27109.04;26718.74;223.66;close;-41.00;0.00;0.00;-41.00;-0.445;0;1.00;bull;sl 27109.04
2026.04.28 13:20:00;2026.04.28 20:55:38;303;US100.cash;short;0.29;27013.70;27003.85;27003.74;26732.63;216.20;close;3.39;0.00;0.00;3.39;0.046;0;1.00;bull;sl 27003.74
2026.04.29 13:45:00;2026.04.29 17:35:39;306;US100.cash;short;0.46;27042.97;27165.31;27165.24;26776.17;205.23;close;-54.32;0.00;0.00;-54.32;-0.596;0;1.00;bull;sl 27165.24
2026.04.29 14:25:00;2026.04.29 19:30:14;307;US100.cash;long;0.73;27139.40;27060.92;27061.00;27409.92;208.09;close;-55.67;0.00;0.00;-55.67;-0.377;0;1.00;bull;sl 27061.00
2026.04.29 15:35:00;2026.04.29 19:31:31;309;US100.cash;long;0.72;27153.65;27038.51;27038.65;27429.54;212.22;close;-80.65;0.00;0.00;-80.65;-0.543;0;1.00;bull;sl 27038.65
2026.04.29 17:55:00;2026.04.29 23:12:22;313;US100.cash;long;0.59;27120.40;27105.38;27105.62;27392.51;209.32;close;-7.85;0.00;0.00;-7.85;-0.072;0;1.00;bull;sl 27105.62
2026.04.29 16:00:00;2026.04.29 23:12:22;310;US100.cash;long;1.07;27123.10;27103.95;27104.08;27398.99;212.22;close;-18.44;0.00;0.00;-18.44;-0.090;0;1.00;bull;sl 27104.08
2026.04.29 18:50:00;2026.04.29 23:12:22;314;US100.cash;long;0.59;27125.80;27103.95;27104.15;27401.51;212.09;close;-11.52;0.00;0.00;-11.52;-0.103;0;1.00;bull;sl 27104.15
2026.05.12 13:20:00;2026.05.12 16:56:42;319;US100.cash;long;0.54;29101.21;29056.84;29056.96;29398.52;228.69;close;-22.69;0.00;0.00;-22.69;-0.194;0;1.00;bull;sl 29056.96
2026.05.12 12:55:00;2026.05.12 16:57:18;318;US100.cash;long;0.80;29122.02;29054.48;29054.50;29425.31;233.30;close;-51.42;0.00;0.00;-51.42;-0.289;0;1.00;bull;sl 29054.50
2026.05.12 13:45:00;2026.05.12 17:03:40;320;US100.cash;long;0.52;29118.60;28990.25;28990.30;29430.43;239.87;close;-64.91;0.00;0.00;-64.91;-0.535;0;1.00;bull;sl 28990.30
2026.05.12 16:00:00;2026.05.12 20:20:40;324;US100.cash;short;0.40;28777.81;28790.52;28790.49;28419.59;275.55;close;-3.32;0.00;0.00;-3.32;-0.046;0;1.00;bull;sl 28790.49
2026.05.12 16:25:00;2026.05.12 20:20:40;325;US100.cash;short;0.26;28729.42;28790.52;28790.49;28371.20;275.55;close;-14.71;0.00;0.00;-14.71;-0.222;0;1.00;bull;sl 28790.49
2026.05.12 16:50:00;2026.05.12 20:21:42;326;US100.cash;short;0.26;28643.58;28794.48;28794.43;28275.78;282.93;close;-38.35;0.00;0.00;-38.35;-0.533;0;1.00;bull;sl 28794.43
