entry_time_utc;exit_time_utc;ticket;symbol;direction;volume;entry_price;exit_price;stop_price;tp_price;initial_risk;exit_reason;gross_profit;commission;swap;net_profit;r_value;score;confidence_mult;regime;broker_exit_reason;entry_comment;session_mult;regime_mult;zone_price;zone_time_utc;exit_comment;holding_minutes
2026.03.05 20:35:00;2026.03.05 22:23:37;706;US100.cash;short;0.14;24763.13;24926.46;24926.37;24325.79;163.24;close;-22.87;0.00;0.00;-22.87;-1.001;8;1.00;bull;sl;P2_B|SHORT|S=8|ATR=222.67929|REG=bull|CONF=1.0;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24926.37;108.6
2026.03.05 19:35:00;2026.03.05 22:23:39;704;US100.cash;short;0.25;24834.73;24929.09;24929.02;24390.83;94.29;close;-23.59;0.00;0.00;-23.59;-1.001;8;1.50;bull;sl;P2_B|SHORT|S=8|ATR=225.98643|REG=bull|CONF=1.5;1.20;0.50;24812.23;2026.03.04 02:00:00;sl 24929.02;168.7
2026.03.06 15:05:00;2026.03.06 17:13:40;710;US100.cash;short;0.22;24805.65;24760.04;24759.93;24390.68;45.72;close;10.03;0.00;0.00;10.03;0.998;7;1.50;bull;sl;P2_B|SHORT|S=7|ATR=211.10000|REG=bull|CONF=1.5;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24759.93;128.7
2026.03.06 15:35:00;2026.03.06 17:14:42;711;US100.cash;short;0.14;24787.65;24763.87;24763.80;24367.05;23.85;close;3.33;0.00;0.00;3.33;0.997;7;1.00;bull;sl;P2_B|SHORT|S=7|ATR=215.94000|REG=bull|CONF=1.0;1.00;0.50;24812.23;2026.03.04 02:00:00;sl 24763.80;99.7
2026.03.06 17:25:00;2026.03.09 01:05:00;714;US100.cash;short;0.17;24778.53;24247.54;24775.95;24346.40;2.58;close;90.27;0.00;0.03;90.30;205.469;7;1.00;bull;tp;P2_B|SHORT|S=7|ATR=220.10714|REG=bull|CONF=1.0;1.20;0.50;24812.23;2026.03.04 02:00:00;tp 24346.40;3340.0
2026.03.06 18:10:00;2026.03.09 01:05:00;715;US100.cash;short;0.25;24820.23;24247.54;24780.44;24375.84;39.79;close;143.17;0.00;0.05;143.22;14.394;7;1.50;bull;tp;P2_B|SHORT|S=7|ATR=225.72857|REG=bull|CONF=1.5;1.20;0.50;24812.23;2026.03.04 02:00:00;tp 24375.84;3295.0
2026.03.06 19:15:00;2026.03.09 01:05:00;716;US100.cash;short;0.16;24804.93;24247.54;24781.61;24357.10;23.32;close;89.18;0.00;0.03;89.21;23.900;7;1.00;bull;tp;P2_B|SHORT|S=7|ATR=227.18571|REG=bull|CONF=1.0;1.20;0.50;24812.23;2026.03.04 02:00:00;tp 24357.10;3230.0
2026.03.09 19:45:00;2026.03.10 15:05:42;720;US100.cash;long;0.43;24715.23;24890.99;24891.08;25255.67;175.85;close;75.58;0.00;-2.67;72.91;1.000;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=276.09286|REG=bull|CONF=1.5;1.20;1.00;24741.03;2026.03.06 02:00:00;sl 24891.08;1160.7
2026.03.09 22:20:00;2026.03.10 15:06:14;721;US100.cash;long;0.35;24763.28;24885.99;24886.06;25312.10;122.78;close;42.95;0.00;-2.18;40.77;0.999;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=279.36429|REG=bull|CONF=1.5;1.00;1.00;24741.03;2026.03.06 02:00:00;sl 24886.06;1006.2
2026.03.13 16:45:00;2026.03.13 17:17:41;724;US100.cash;long;0.65;24751.78;24622.40;24622.56;25117.28;129.22;close;-84.10;0.00;0.00;-84.10;-1.001;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=185.45643|REG=bull|CONF=1.5;1.20;1.00;24741.03;2026.03.06 02:00:00;sl 24622.56;32.7
2026.03.16 16:10:00;2026.03.16 22:50:27;728;US100.cash;long;0.45;24651.65;24628.98;24629.08;24996.69;22.57;close;-10.20;0.00;0.00;-10.20;-1.004;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=175.81643|REG=bull|CONF=1.0;1.20;1.00;24673.35;2026.03.12 10:00:00;sl 24629.08;400.4
2026.03.16 15:10:00;2026.03.16 22:50:41;726;US100.cash;long;0.54;24634.95;24622.40;24622.41;24996.34;12.54;stop;-6.78;0.00;0.00;-6.78;-1.001;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=184.15214|REG=bull|CONF=1.5;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24622.41;460.7
2026.03.16 15:40:00;2026.03.17 01:05:00;727;US100.cash;long;0.35;24659.55;24618.16;24620.35;25025.77;39.20;close;-14.49;0.00;-2.18;-16.67;-1.056;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=186.73071|REG=bull|CONF=1.0;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24620.35;565.0
2026.03.17 15:40:00;2026.03.17 18:36:19;733;US100.cash;long;0.40;24701.35;24747.97;24748.14;25026.97;46.79;close;18.65;0.00;0.00;18.65;0.996;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=166.10786|REG=bull|CONF=1.0;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24748.14;176.3
2026.03.17 15:10:00;2026.03.17 18:36:28;732;US100.cash;long;0.61;24650.85;24741.66;24741.70;24968.68;90.85;stop;55.39;0.00;0.00;55.39;1.000;7;1.50;bull;sl;P2_B|LONG|S=7|ATR=161.91500|REG=bull|CONF=1.5;1.00;1.00;24673.35;2026.03.12 10:00:00;sl 24741.70;206.5
2026.03.18 15:05:00;2026.03.18 16:37:41;736;US100.cash;short;0.41;24847.45;24747.81;24747.81;24610.95;99.64;stop;40.85;0.00;0.00;40.85;1.000;5;1.50;bull;sl;P2_B|SHORT|S=5|ATR=119.57429|REG=bull|CONF=1.5;1.00;0.50;24882.03;2026.03.17 22:00:00;sl 24747.81;92.7
2026.03.18 15:40:00;2026.03.18 16:40:41;737;US100.cash;short;0.26;24755.95;24755.22;24755.15;24501.87;0.80;close;0.19;0.00;0.00;0.19;0.915;6;1.00;bull;sl;P2_B|SHORT|S=6|ATR=128.75286|REG=bull|CONF=1.0;1.00;0.50;24786.83;2026.03.15 22:00:00;sl 24755.15;60.7
2026.03.18 16:50:00;2026.03.18 18:08:13;740;US100.cash;short;0.29;24739.63;24703.76;24703.74;24466.48;35.89;stop;10.40;0.00;0.00;10.40;0.999;5;1.00;bull;sl;P2_B|SHORT|S=5|ATR=137.50857|REG=bull|CONF=1.0;1.20;0.50;24786.83;2026.03.15 22:00:00;sl 24703.74;78.2
2026.03.23 16:10:00;2026.03.23 18:52:29;744;US100.cash;long;0.31;24373.45;24254.72;24255.17;24884.59;118.28;close;-36.81;0.00;0.00;-36.81;-1.004;7;1.00;bull;sl;P2_B|LONG|S=7|ATR=261.32357|REG=bull|CONF=1.0;1.20;1.00;24336.56;2026.03.19 02:00:00;sl 24255.17;162.5
2026.03.23 15:10:00;2026.03.23 18:52:30;742;US100.cash;long;0.38;24266.45;24252.64;24252.81;24783.84;13.64;close;-5.25;0.00;0.00;-5.25;-1.012;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=264.28071|REG=bull|CONF=1.5;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24252.81;222.5
2026.03.23 15:40:00;2026.03.23 18:52:30;743;US100.cash;long;0.25;24268.55;24252.64;24252.81;24784.84;15.74;close;-3.98;0.00;0.00;-3.98;-1.011;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=264.28071|REG=bull|CONF=1.0;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24252.81;192.5
2026.03.23 21:00:00;2026.03.24 03:39:30;748;US100.cash;long;0.36;24254.03;24085.08;24085.32;24795.45;168.71;close;-60.82;0.00;-2.24;-63.06;-1.001;5;1.50;bull;sl;P2_B|LONG|S=5|ATR=276.63429|REG=bull|CONF=1.5;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24085.32;399.5
2026.03.23 21:35:00;2026.03.24 03:39:30;749;US100.cash;long;0.24;24295.58;24082.65;24083.06;24842.92;212.52;close;-51.10;0.00;-1.49;-52.59;-1.002;6;1.00;bull;sl;P2_B|LONG|S=6|ATR=279.45929|REG=bull|CONF=1.0;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24083.06;364.5
2026.03.23 22:05:00;2026.03.24 03:39:39;750;US100.cash;long;0.35;24284.83;24070.01;24070.07;24835.45;214.76;close;-75.19;0.00;-2.18;-77.37;-1.000;6;1.50;bull;sl;P2_B|LONG|S=6|ATR=281.19500|REG=bull|CONF=1.5;1.00;1.00;24285.26;2026.03.16 06:00:00;sl 24070.07;334.6
2026.03.25 15:05:00;2026.03.25 18:17:27;754;US100.cash;long;0.35;24294.45;24094.94;24094.99;24830.96;199.46;stop;-69.83;0.00;0.00;-69.83;-1.000;8;1.50;bull;sl;P2_B|LONG|S=8|ATR=273.83071|REG=bull|CONF=1.5;1.00;1.00;24336.56;2026.03.19 02:00:00;sl 24094.99;192.4
2026.03.25 17:50:00;2026.03.26 05:34:40;755;US100.cash;long;0.28;24295.38;24064.02;24064.13;24831.25;231.25;close;-64.78;0.00;-1.74;-66.52;-1.000;8;1.00;bull;sl;P2_B|LONG|S=8|ATR=273.37357|REG=bull|CONF=1.0;1.20;1.00;24336.56;2026.03.19 02:00:00;sl 24064.13;704.7
