direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,r_value,quality_score,risk_pct,regime,win
short,2026-03-05 07:43:00+00:00,5172.60009765625,2026-03-05 07:45:00+00:00,5172.60009765625,stop_be,25.07409452187698,19.344868071849596,18.155131928150404,2.991134931495253,68.08245700927753,0.0075,bearish,True
short,2026-03-05 15:03:00+00:00,5125.0,2026-03-05 15:04:00+00:00,5109.868605994552,full_2r,9.923341483940971,105.50337795282663,7.1121144302608315,7.565697002723937,71.0194117651553,0.0075,bearish,True
short,2026-03-06 11:32:00+00:00,5104.39990234375,2026-03-06 11:45:00+00:00,5092.064206037685,trail_stop,11.58412198372983,101.09934765005141,8.270542864812366,6.547027938116116,62.918701171875,0.0075,bearish,True
long,2026-03-12 11:21:00+00:00,5182.0,2026-03-12 12:02:00+00:00,5182.0,stop_be,17.825758333584485,25.349475001156833,12.934911062873354,4.295400548755424,54.22905750482876,0.0075,bullish,True
short,2026-03-13 15:11:00+00:00,5068.39990234375,2026-03-13 15:12:00+00:00,5073.899332984556,stop_loss,13.948788944538727,-86.61349272495117,9.903095401216573,5.4994306408061675,77.33266129563513,0.0075,bearish,False
short,2026-03-16 10:54:00+00:00,5002.39990234375,2026-03-16 11:00:00+00:00,5005.862159076792,stop_loss,21.957840079130975,-91.40686690405161,15.383187247029415,3.462256733041613,70.53181145773205,0.0075,bearish,False
short,2026-03-18 09:22:00+00:00,4997.2998046875,2026-03-18 09:31:00+00:00,4997.2998046875,stop_be,34.50144639762597,13.504895407580314,24.135335172060373,2.1819508750932073,66.9329604225542,0.0075,bearish,True
short,2026-03-20 15:03:00+00:00,4573.39990234375,2026-03-20 15:23:00+00:00,4573.39990234375,stop_be,5.608554887314588,34.05722742440751,3.5883878192837155,13.4243547580636,67.1012456822306,0.0075,bearish,True
short,2026-03-23 11:03:00+00:00,4290.2998046875,2026-03-23 11:05:00+00:00,4301.335895019005,stop_loss,6.844198542045542,-79.64939359384942,4.116200237080238,11.036090331504965,70.83215365356583,0.0075,bearish,False
