entry_time;exit_time;ticket;symbol;direction;volume;entry_price;exit_price;stop_loss;take_profit;gross_profit;commission;swap;net_profit;profit_percent;exit_type
2026.04.30 19:20:00;2026.05.01 14:21:31;438329614;US100.cash;short;0.41;76332.08;77575.83;0.00;0.00;-374.46;-7.59;-19.21;-401.26;1.63;tp
2026.04.30 19:10:00;2026.05.01 15:14:32;438319024;US100.cash;short;0.41;76366.03;77647.19;0.00;0.00;-385.30;-7.59;-19.21;-412.10;1.68;tp
2026.05.11 17:35:00;2026.05.11 19:10:07;445598703;US100.cash;short;0.69;80568.42;81580.05;0.00;0.00;-511.52;-13.41;0.00;-524.93;1.26;tp
2026.05.12 16:00:00;2026.05.12 18:01:11;446517332;US100.cash;long;2.98;29118.35;28889.13;0.00;0.00;-505.25;0.00;0.00;-505.25;-0.79;tp
2026.05.12 16:05:00;2026.05.12 18:02:00;446527344;US100.cash;long;3.07;29108.65;28884.03;0.00;0.00;-510.10;0.00;0.00;-510.10;-0.77;tp
2026.05.12 19:05:00;2026.05.12 22:50:09;446845634;US100.cash;short;1.24;28782.53;29052.68;0.00;0.00;-247.35;0.00;0.00;-247.35;0.94;tp
2026.05.12 16:15:00;2026.05.13 18:45:34;446541910;US100.cash;short;0.56;80763.00;79160.33;0.00;0.00;663.51;-10.65;-27.81;625.05;-1.98;tp
