direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,r_value,win
long,2026-03-17 10:01:00+00:00,5017.5,2026-03-17 10:06:00+00:00,5011.342738560268,stop_loss,4.060246628262162,-27.850370244022756,2.850370244022755,6.157261439731883,False
short,2026-03-17 10:32:00+00:00,5011.2998046875,2026-03-17 10:42:00+00:00,5000.970772879464,full_2r,4.813761562712515,33.91648426866078,3.3746379545090566,5.164515904018117,True
long,2026-03-17 13:01:00+00:00,5019.7001953125,2026-03-17 13:40:00+00:00,5033.672154017857,full_2r,3.5829379542220514,35.02492926167078,2.520566593514003,6.9859793526784415,True
short,2026-03-18 14:10:00+00:00,4888.89990234375,2026-03-18 16:45:00+00:00,4888.89990234375,stop_be,1.5725198541381298,11.527304896562216,1.0754227116535562,16.02870396205344,True
short,2026-03-19 14:03:00+00:00,4638.7998046875,2026-03-19 14:27:00+00:00,4600.513602120536,full_2r,1.3196969167536747,37.040236864048616,0.8544007473229138,19.143101283481883,True
long,2026-03-20 08:57:00+00:00,4696.60009765625,2026-03-20 09:34:00+00:00,4679.678815569197,stop_loss,1.503922267492084,-26.435376550301733,0.9870836250671359,16.92128208705344,False
short,2026-03-20 15:03:00+00:00,4570.39990234375,2026-03-20 15:31:00+00:00,4570.39990234375,stop_be,1.252832657039206,11.857311609829125,0.8007464114124198,20.207101004464675,True
short,2026-03-23 09:24:00+00:00,4290.2001953125,2026-03-23 09:39:00+00:00,4248.02880859375,full_2r,1.2034416970808297,37.34294750553053,0.7201563952678176,21.085693359375,True
long,2026-03-23 11:49:00+00:00,4395.2998046875,2026-03-23 12:01:00+00:00,4363.249895368303,stop_loss,0.7975722203603628,-26.051107653258587,0.4889903151987067,32.04990931919656,False
long,2026-03-23 13:31:00+00:00,4416.39990234375,2026-03-23 13:53:00+00:00,4463.456821986607,full_2r,1.0808978570127923,37.476807547579725,0.6709851521106592,23.52845982142844,True
long,2026-03-23 14:46:00+00:00,4480.2001953125,2026-03-23 14:50:00+00:00,4460.592843191965,stop_loss,1.3066142577558821,-26.436997573714297,0.8177517361828128,19.607352120535325,False
long,2026-03-24 12:26:00+00:00,4403.5,2026-03-24 12:33:00+00:00,4390.306989397322,stop_loss,1.93186086309129,-26.676249658890587,1.1891888092276728,13.193010602678442,False
long,2026-03-25 07:59:00+00:00,4539.0,2026-03-25 08:08:00+00:00,4549.485142299107,full_2r,4.836115500984296,34.954699309439064,3.0758200926136245,5.2425711495534415,True
long,2026-03-25 13:53:00+00:00,4547.60009765625,2026-03-25 14:00:00+00:00,4533.428466796875,stop_loss,1.8013772268861874,-26.673538161605272,1.1450850636896177,14.171630859375,False
short,2026-03-26 11:43:00+00:00,4441.39990234375,2026-03-26 11:50:00+00:00,4418.885184151786,full_2r,2.255865269161749,36.692606624567404,1.4000214860940445,11.257359095981883,True
long,2026-03-27 11:02:00+00:00,4442.2001953125,2026-03-27 11:07:00+00:00,4434.664202008928,stop_loss,3.3941840723382732,-27.687628262709126,2.1090798224786553,7.5359933035715585,False
long,2026-03-30 08:21:00+00:00,4560.5,2026-03-30 08:23:00+00:00,4556.08576311384,stop_loss,5.7631955318659225,-29.117956942426435,3.677846643509511,4.4142368861603245,False
long,2026-03-30 09:18:00+00:00,4557.5,2026-03-30 10:26:00+00:00,4557.5,stop_be,2.5697750776279973,11.006729960603854,1.6405302964985409,9.843087332589675,True
long,2026-03-30 10:49:00+00:00,4560.7998046875,2026-03-30 11:02:00+00:00,4555.793073381697,stop_loss,5.063094585208605,-28.580626206563053,3.231072042555243,5.0067313058034415,False
long,2026-03-30 11:05:00+00:00,4558.0,2026-03-30 11:18:00+00:00,4571.342982700893,full_2r,3.7782633160856576,35.39634446384345,2.4136320856190423,6.6714913504465585,True
