entry_ts,dir,entry_row
2026-01-22 13:00:00,long,"{'entry_ts': '2026-01-22 13:00:00', 'exit_ts': '2026-01-22 16:45:00', 'dir': 'long', 'entry': '25550.75', 'exit': '25449.253124635306', 'entry_price': '25550.75', 'exit_price': '25449.253124635306', 'entry_signal_price': '25550.75', 'exit_signal_price': '25449.253124635306', 'stop_price': '25449.253124635306', 'stop_price_initial': '25279.255858691202', 'stop_price_exit': '25449.253124635306', 'initial_risk_price': '271.49414130879813', 'r_value': '-0.37384554552597415', 'fees': '0.0', 'pnl': '-7633.839794386488', 'win': 'False', 'exit_reason': 'stop', 'qty': '75.21255966705333', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-22 13:20:00,long,"{'entry_ts': '2026-01-22 13:20:00', 'exit_ts': '2026-01-22 16:45:00', 'dir': 'long', 'entry': '25545.45', 'exit': '25449.253124635306', 'entry_price': '25545.45', 'exit_price': '25449.253124635306', 'entry_signal_price': '25545.45', 'exit_signal_price': '25449.253124635306', 'stop_price': '25449.253124635306', 'stop_price_initial': '25273.955858691203', 'stop_price_exit': '25449.253124635306', 'initial_risk_price': '271.49414130879813', 'r_value': '-0.35432394563269676', 'fees': '0.0', 'pnl': '-4823.475485434107', 'win': 'False', 'exit_reason': 'stop', 'qty': '50.141706444702216', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-22 13:40:00,long,"{'entry_ts': '2026-01-22 13:40:00', 'exit_ts': '2026-01-22 16:45:00', 'dir': 'long', 'entry': '25536.35', 'exit': '25449.253124635306', 'entry_price': '25536.35', 'exit_price': '25449.253124635306', 'entry_signal_price': '25536.35', 'exit_signal_price': '25449.253124635306', 'stop_price': '25449.253124635306', 'stop_price_initial': '25264.8558586912', 'stop_price_exit': '25449.253124635306', 'initial_risk_price': '271.49414130879813', 'r_value': '-0.32080572694800025', 'fees': '0.0', 'pnl': '-4367.185956787207', 'win': 'False', 'exit_reason': 'stop', 'qty': '50.141706444702216', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-22 17:45:00,long,"{'entry_ts': '2026-01-22 17:45:00', 'exit_ts': '2026-01-23 10:55:00', 'dir': 'long', 'entry': '25497.18', 'exit': '25446.23657468393', 'entry_price': '25497.18', 'exit_price': '25446.23657468393', 'entry_signal_price': '25497.18', 'exit_signal_price': '25446.23657468393', 'stop_price': '25446.23657468393', 'stop_price_initial': '25221.661077532375', 'stop_price_exit': '25446.23657468393', 'initial_risk_price': '275.5189224676251', 'r_value': '-0.18489991489442986', 'fees': '0.0', 'pnl': '-4452.342936483699', 'win': 'False', 'exit_reason': 'stop', 'qty': '87.39779292146092', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-22 18:05:00,long,"{'entry_ts': '2026-01-22 18:05:00', 'exit_ts': '2026-01-23 10:55:00', 'dir': 'long', 'entry': '25498.28', 'exit': '25446.23657468393', 'entry_price': '25498.28', 'exit_price': '25446.23657468393', 'entry_signal_price': '25498.28', 'exit_signal_price': '25446.23657468393', 'stop_price': '25446.23657468393', 'stop_price_initial': '25222.761077532374', 'stop_price_exit': '25446.23657468393', 'initial_risk_price': '275.5189224676251', 'r_value': '-0.18889238114737045', 'fees': '0.0', 'pnl': '-2526.9336159428776', 'win': 'False', 'exit_reason': 'stop', 'qty': '48.554329400811625', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-22 18:25:00,long,"{'entry_ts': '2026-01-22 18:25:00', 'exit_ts': '2026-01-23 10:55:00', 'dir': 'long', 'entry': '25530.13', 'exit': '25446.23657468393', 'entry_price': '25530.13', 'exit_price': '25446.23657468393', 'entry_signal_price': '25530.13', 'exit_signal_price': '25446.23657468393', 'stop_price': '25446.23657468393', 'stop_price_initial': '25254.611077532376', 'stop_price_exit': '25446.23657468393', 'initial_risk_price': '275.5189224676251', 'r_value': '-0.30449242674403804', 'fees': '0.0', 'pnl': '-4073.3890073588336', 'win': 'False', 'exit_reason': 'stop', 'qty': '48.554329400811625', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-29 16:40:00,short,"{'entry_ts': '2026-01-29 16:40:00', 'exit_ts': '2026-01-29 17:50:00', 'dir': 'short', 'entry': '25823.73', 'exit': '25436.24772013081', 'entry_price': '25823.73', 'exit_price': '25436.24772013081', 'entry_signal_price': '25823.73', 'exit_signal_price': '25436.24772013081', 'stop_price': '25576.897089177106', 'stop_price_initial': '26121.79329220707', 'stop_price_exit': '25576.897089177106', 'initial_risk_price': '298.063292207069', 'r_value': '1.2999999999999987', 'fees': '0.0', 'pnl': '15470.792063780906', 'win': 'True', 'exit_reason': 'tp', 'qty': '39.92645049214563', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-01-29 20:00:00,short,"{'entry_ts': '2026-01-29 20:00:00', 'exit_ts': '2026-01-29 22:55:00', 'dir': 'short', 'entry': '25683.53', 'exit': '25872.12734395349', 'entry_price': '25683.53', 'exit_price': '25872.12734395349', 'entry_signal_price': '25683.53', 'exit_signal_price': '25872.12734395349', 'stop_price': '25872.12734395349', 'stop_price_initial': '25998.33751991279', 'stop_price_exit': '25872.12734395349', 'initial_risk_price': '314.8075199127925', 'r_value': '-0.5990877981750087', 'fees': '0.0', 'pnl': '-6064.1042736924455', 'win': 'False', 'exit_reason': 'stop', 'qty': '32.15370983797053', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-01-30 14:05:00,long,"{'entry_ts': '2026-01-30 14:05:00', 'exit_ts': '2026-01-30 18:20:00', 'dir': 'long', 'entry': '25740.15', 'exit': '25634.283229577173', 'entry_price': '25740.15', 'exit_price': '25634.283229577173', 'entry_signal_price': '25740.15', 'exit_signal_price': '25634.283229577173', 'stop_price': '25634.283229577173', 'stop_price_initial': '25434.8123054572', 'stop_price_exit': '25634.283229577173', 'initial_risk_price': '305.33769454280264', 'r_value': '-0.3467202782851553', 'fees': '0.0', 'pnl': '-5541.795663062644', 'win': 'False', 'exit_reason': 'stop', 'qty': '52.346885060618185', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-01-30 13:00:00,short,"{'entry_ts': '2026-01-30 13:00:00', 'exit_ts': '2026-01-30 20:55:00', 'dir': 'short', 'entry': '25669.25', 'exit': '25650.17677042283', 'entry_price': '25669.25', 'exit_price': '25650.17677042283', 'entry_signal_price': '25669.25', 'exit_signal_price': '25650.17677042283', 'stop_price': '25650.17677042283', 'stop_price_initial': '25974.587694542803', 'stop_price_exit': '25650.17677042283', 'initial_risk_price': '305.33769454280264', 'r_value': '0.062466016866111855', 'fees': '0.0', 'pnl': '624.015097756827', 'win': 'True', 'exit_reason': 'stop', 'qty': '32.716803162886364', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-01-30 13:45:00,short,"{'entry_ts': '2026-01-30 13:45:00', 'exit_ts': '2026-01-30 20:55:00', 'dir': 'short', 'entry': '25675.25', 'exit': '25650.17677042283', 'entry_price': '25675.25', 'exit_price': '25650.17677042283', 'entry_signal_price': '25675.25', 'exit_signal_price': '25650.17677042283', 'stop_price': '25650.17677042283', 'stop_price_initial': '25980.587694542803', 'stop_price_exit': '25650.17677042283', 'initial_risk_price': '305.33769454280264', 'r_value': '0.08211639121305943', 'fees': '0.0', 'pnl': '546.8772778227635', 'win': 'True', 'exit_reason': 'stop', 'qty': '21.811202108590912', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-01-30 19:20:00,short,"{'entry_ts': '2026-01-30 19:20:00', 'exit_ts': '2026-02-02 02:10:00', 'dir': 'short', 'entry': '25632.33', 'exit': '25479.411201033116', 'entry_price': '25632.33', 'exit_price': '25479.411201033116', 'entry_signal_price': '25632.33', 'exit_signal_price': '25479.411201033116', 'stop_price': '25479.411201033116', 'stop_price_initial': '25948.176001937096', 'stop_price_exit': '25479.411201033116', 'initial_risk_price': '315.8460019370941', 'r_value': '0.48415619646609465', 'fees': '0.0', 'pnl': '4808.389710480197', 'win': 'True', 'exit_reason': 'stop', 'qty': '31.4440719059102', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-01-30 20:55:00,short,"{'entry_ts': '2026-01-30 20:55:00', 'exit_ts': '2026-02-02 02:10:00', 'dir': 'short', 'entry': '25622.83', 'exit': '25479.543040895365', 'entry_price': '25622.83', 'exit_price': '25479.543040895365', 'entry_signal_price': '25622.83', 'exit_signal_price': '25479.543040895365', 'stop_price': '25479.543040895365', 'stop_price_initial': '25938.923201678816', 'stop_price_exit': '25479.543040895365', 'initial_risk_price': '316.0932016788138', 'r_value': '0.4533060450007151', 'fees': '0.0', 'pnl': '4507.575024799231', 'win': 'True', 'exit_reason': 'stop', 'qty': '31.458375925945482', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-26/2026-02-01'}"
2026-02-03 13:40:00,long,"{'entry_ts': '2026-02-03 13:40:00', 'exit_ts': '2026-02-03 16:30:00', 'dir': 'long', 'entry': '25840.65', 'exit': '25750.999518393764', 'entry_price': '25840.65', 'exit_price': '25750.999518393764', 'entry_signal_price': '25840.65', 'exit_signal_price': '25750.999518393764', 'stop_price': '25750.999518393764', 'stop_price_initial': '25590.242846988313', 'stop_price_exit': '25750.999518393764', 'initial_risk_price': '250.40715301168893', 'r_value': '-0.358018852608624', 'fees': '0.0', 'pnl': '-7582.744465484617', 'win': 'False', 'exit_reason': 'stop', 'qty': '84.58119052599805', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-02/2026-02-08'}"
2026-02-03 14:05:00,long,"{'entry_ts': '2026-02-03 14:05:00', 'exit_ts': '2026-02-03 16:30:00', 'dir': 'long', 'entry': '25842.75', 'exit': '25750.999518393764', 'entry_price': '25842.75', 'exit_price': '25750.999518393764', 'entry_signal_price': '25842.75', 'exit_signal_price': '25750.999518393764', 'stop_price': '25750.999518393764', 'stop_price_initial': '25592.34284698831', 'stop_price_exit': '25750.999518393764', 'initial_risk_price': '250.40715301168893', 'r_value': '-0.36640519451116743', 'fees': '0.0', 'pnl': '-6208.291972471271', 'win': 'False', 'exit_reason': 'stop', 'qty': '67.66495242079844', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-02/2026-02-08'}"
2026-02-02 17:10:00,long,"{'entry_ts': '2026-02-02 17:10:00', 'exit_ts': '2026-02-03 16:35:00', 'dir': 'long', 'entry': '25763.08', 'exit': '25715.017865406204', 'entry_price': '25763.08', 'exit_price': '25715.017865406204', 'entry_signal_price': '25763.08', 'exit_signal_price': '25715.017865406204', 'stop_price': '25715.017865406204', 'stop_price_initial': '25396.082247636634', 'stop_price_exit': '25715.017865406204', 'initial_risk_price': '366.9977523633679', 'r_value': '-0.13096029685274801', 'fees': '0.0', 'pnl': '-2104.080711784473', 'win': 'False', 'exit_reason': 'stop', 'qty': '43.77834504370906', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-02/2026-02-08'}"
2026-02-06 16:00:00,long,"{'entry_ts': '2026-02-06 16:00:00', 'exit_ts': '2026-02-09 02:00:00', 'dir': 'long', 'entry': '24694.75', 'exit': '25239.56834670792', 'entry_price': '24694.75', 'exit_price': '25239.56834670792', 'entry_signal_price': '24694.75', 'exit_signal_price': '25239.56834670792', 'stop_price': '25018.534780837774', 'stop_price_initial': '24275.65896407083', 'stop_price_exit': '25018.534780837774', 'initial_risk_price': '419.0910359291702', 'r_value': '1.300000000000001', 'fees': '0.0', 'pnl': '32519.6627461834', 'win': 'True', 'exit_reason': 'tp', 'qty': '59.689000825108536', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-02/2026-02-08'}"
2026-02-06 16:20:00,long,"{'entry_ts': '2026-02-06 16:20:00', 'exit_ts': '2026-02-09 02:00:00', 'dir': 'long', 'entry': '24695.95', 'exit': '25240.768346707922', 'entry_price': '24695.95', 'exit_price': '25240.768346707922', 'entry_signal_price': '24695.95', 'exit_signal_price': '25240.768346707922', 'stop_price': '25018.534780837774', 'stop_price_initial': '24276.85896407083', 'stop_price_exit': '25018.534780837774', 'initial_risk_price': '419.0910359291702', 'r_value': '1.300000000000001', 'fees': '0.0', 'pnl': '21679.775164122268', 'win': 'True', 'exit_reason': 'tp', 'qty': '39.79266721673903', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-02/2026-02-08'}"
2026-02-06 17:00:00,long,"{'entry_ts': '2026-02-06 17:00:00', 'exit_ts': '2026-02-09 02:20:00', 'dir': 'long', 'entry': '24704.93', 'exit': '25249.748346707922', 'entry_price': '24704.93', 'exit_price': '25249.748346707922', 'entry_signal_price': '24704.93', 'exit_signal_price': '25249.748346707922', 'stop_price': '25021.934780837775', 'stop_price_initial': '24285.83896407083', 'stop_price_exit': '25021.934780837775', 'initial_risk_price': '419.0910359291702', 'r_value': '1.300000000000001', 'fees': '0.0', 'pnl': '21679.775164122268', 'win': 'True', 'exit_reason': 'tp', 'qty': '39.79266721673903', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-02/2026-02-08'}"
2026-02-09 15:00:00,long,"{'entry_ts': '2026-02-09 15:00:00', 'exit_ts': '2026-02-10 22:10:00', 'dir': 'long', 'entry': '25026.05', 'exit': '25170.408333144496', 'entry_price': '25026.05', 'exit_price': '25170.408333144496', 'entry_signal_price': '25026.05', 'exit_signal_price': '25170.408333144496', 'stop_price': '25170.408333144496', 'stop_price_initial': '24693.384374645924', 'stop_price_exit': '25170.408333144496', 'initial_risk_price': '332.665625354075', 'r_value': '0.43394424353537636', 'fees': '0.0', 'pnl': '11684.938739729283', 'win': 'True', 'exit_reason': 'stop', 'qty': '80.94398491033503', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-09 15:20:00,long,"{'entry_ts': '2026-02-09 15:20:00', 'exit_ts': '2026-02-10 22:10:00', 'dir': 'long', 'entry': '25059.85', 'exit': '25170.408333144496', 'entry_price': '25059.85', 'exit_price': '25170.408333144496', 'entry_signal_price': '25059.85', 'exit_signal_price': '25170.408333144496', 'stop_price': '25170.408333144496', 'stop_price_initial': '24727.184374645924', 'stop_price_exit': '25170.408333144496', 'initial_risk_price': '332.665625354075', 'r_value': '0.33234071908338647', 'fees': '0.0', 'pnl': '5966.0213665066785', 'win': 'True', 'exit_reason': 'stop', 'qty': '53.96265660689002', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-09 15:40:00,long,"{'entry_ts': '2026-02-09 15:40:00', 'exit_ts': '2026-02-10 22:10:00', 'dir': 'long', 'entry': '25020.85', 'exit': '25170.408333144496', 'entry_price': '25020.85', 'exit_price': '25170.408333144496', 'entry_signal_price': '25020.85', 'exit_signal_price': '25170.408333144496', 'stop_price': '25170.408333144496', 'stop_price_initial': '24688.184374645924', 'stop_price_exit': '25170.408333144496', 'initial_risk_price': '332.665625354075', 'r_value': '0.4495755549895312', 'fees': '0.0', 'pnl': '8070.56497417539', 'win': 'True', 'exit_reason': 'stop', 'qty': '53.96265660689002', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-11 13:00:00,long,"{'entry_ts': '2026-02-11 13:00:00', 'exit_ts': '2026-02-11 16:55:00', 'dir': 'long', 'entry': '25143.15', 'exit': '25218.27828544347', 'entry_price': '25143.15', 'exit_price': '25218.27828544347', 'entry_signal_price': '25143.15', 'exit_signal_price': '25218.27828544347', 'stop_price': '25218.27828544347', 'stop_price_initial': '24889.3280352065', 'stop_price_exit': '25218.27828544347', 'initial_risk_price': '253.82196479350023', 'r_value': '0.2959881171221331', 'fees': '0.0', 'pnl': '6801.674671858573', 'win': 'True', 'exit_reason': 'stop', 'qty': '90.53413946171585', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-11 13:20:00,long,"{'entry_ts': '2026-02-11 13:20:00', 'exit_ts': '2026-02-11 16:55:00', 'dir': 'long', 'entry': '25150.45', 'exit': '25218.27828544347', 'entry_price': '25150.45', 'exit_price': '25218.27828544347', 'entry_signal_price': '25150.45', 'exit_signal_price': '25218.27828544347', 'stop_price': '25218.27828544347', 'stop_price_initial': '24896.6280352065', 'stop_price_exit': '25218.27828544347', 'initial_risk_price': '253.82196479350023', 'r_value': '0.26722780078805114', 'fees': '0.0', 'pnl': '4093.8503025254086', 'win': 'True', 'exit_reason': 'stop', 'qty': '60.356092974477235', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-11 13:40:00,long,"{'entry_ts': '2026-02-11 13:40:00', 'exit_ts': '2026-02-11 16:55:00', 'dir': 'long', 'entry': '25137.75', 'exit': '25218.27828544347', 'entry_price': '25137.75', 'exit_price': '25218.27828544347', 'entry_signal_price': '25137.75', 'exit_signal_price': '25218.27828544347', 'stop_price': '25218.27828544347', 'stop_price_initial': '24883.9280352065', 'stop_price_exit': '25218.27828544347', 'initial_risk_price': '253.82196479350023', 'r_value': '0.3172628716706399', 'fees': '0.0', 'pnl': '4860.372683301313', 'win': 'True', 'exit_reason': 'stop', 'qty': '60.356092974477235', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-11 16:55:00,long,"{'entry_ts': '2026-02-11 16:55:00', 'exit_ts': '2026-02-12 16:45:00', 'dir': 'long', 'entry': '25218.63', 'exit': '25169.535847384337', 'entry_price': '25218.63', 'exit_price': '25169.535847384337', 'entry_signal_price': '25218.63', 'exit_signal_price': '25169.535847384337', 'stop_price': '25169.535847384337', 'stop_price_initial': '24917.290963845637', 'stop_price_exit': '25169.535847384337', 'initial_risk_price': '301.3390361543643', 'r_value': '-0.16291998953137585', 'fees': '0.0', 'pnl': '-4557.281429304467', 'win': 'False', 'exit_reason': 'stop', 'qty': '92.8273773249816', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-11 18:10:00,long,"{'entry_ts': '2026-02-11 18:10:00', 'exit_ts': '2026-02-12 16:45:00', 'dir': 'long', 'entry': '25174.23', 'exit': '25169.535847384337', 'entry_price': '25174.23', 'exit_price': '25169.535847384337', 'entry_signal_price': '25174.23', 'exit_signal_price': '25169.535847384337', 'stop_price': '25169.535847384337', 'stop_price_initial': '24872.890963845635', 'stop_price_exit': '25169.535847384337', 'initial_risk_price': '301.3390361543643', 'r_value': '-0.015577645284754372', 'fees': '0.0', 'pnl': '-242.08104226397143', 'win': 'False', 'exit_reason': 'stop', 'qty': '51.57076518054534', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-09/2026-02-15'}"
2026-02-18 15:00:00,short,"{'entry_ts': '2026-02-18 15:00:00', 'exit_ts': '2026-02-18 17:00:00', 'dir': 'short', 'entry': '24807.25', 'exit': '24833.118711841762', 'entry_price': '24807.25', 'exit_price': '24833.118711841762', 'entry_signal_price': '24807.25', 'exit_signal_price': '24833.118711841762', 'stop_price': '24833.118711841762', 'stop_price_initial': '25053.4163347033', 'stop_price_exit': '24833.118711841762', 'initial_risk_price': '246.16633470329907', 'r_value': '-0.10508631033135048', 'fees': '0.0', 'pnl': '-1462.9836698190168', 'win': 'False', 'exit_reason': 'stop', 'qty': '56.554175513958235', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-18 15:20:00,short,"{'entry_ts': '2026-02-18 15:20:00', 'exit_ts': '2026-02-18 17:20:00', 'dir': 'short', 'entry': '24813.75', 'exit': '24833.118711841762', 'entry_price': '24813.75', 'exit_price': '24833.118711841762', 'entry_signal_price': '24813.75', 'exit_signal_price': '24833.118711841762', 'stop_price': '24833.118711841762', 'stop_price_initial': '25059.9163347033', 'stop_price_exit': '24833.118711841762', 'initial_risk_price': '246.16633470329907', 'r_value': '-0.0786813999774048', 'fees': '0.0', 'pnl': '-730.2543526521921', 'win': 'False', 'exit_reason': 'stop', 'qty': '37.70278367597216', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-18 15:40:00,short,"{'entry_ts': '2026-02-18 15:40:00', 'exit_ts': '2026-02-18 17:40:00', 'dir': 'short', 'entry': '24782.25', 'exit': '24833.118711841762', 'entry_price': '24782.25', 'exit_price': '24833.118711841762', 'entry_signal_price': '24782.25', 'exit_signal_price': '24833.118711841762', 'stop_price': '24833.118711841762', 'stop_price_initial': '25028.4163347033', 'stop_price_exit': '24833.118711841762', 'initial_risk_price': '246.16633470329907', 'r_value': '-0.2066436578465262', 'fees': '0.0', 'pnl': '-1917.8920384453152', 'win': 'False', 'exit_reason': 'stop', 'qty': '37.70278367597216', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-19 18:00:00,short,"{'entry_ts': '2026-02-19 18:00:00', 'exit_ts': '2026-02-20 02:25:00', 'dir': 'short', 'entry': '24825.63', 'exit': '24828.916349783623', 'entry_price': '24825.63', 'exit_price': '24828.916349783623', 'entry_signal_price': '24825.63', 'exit_signal_price': '24828.916349783623', 'stop_price': '24828.916349783623', 'stop_price_initial': '25078.44815584429', 'stop_price_exit': '24828.916349783623', 'initial_risk_price': '252.8181558442884', 'r_value': '-0.0129988677935239', 'fees': '0.0', 'pnl': '-150.24453045564914', 'win': 'False', 'exit_reason': 'stop', 'qty': '45.71775384482656', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-19 18:25:00,short,"{'entry_ts': '2026-02-19 18:25:00', 'exit_ts': '2026-02-20 02:25:00', 'dir': 'short', 'entry': '24806.03', 'exit': '24828.916349783623', 'entry_price': '24806.03', 'exit_price': '24828.916349783623', 'entry_signal_price': '24806.03', 'exit_signal_price': '24828.916349783623', 'stop_price': '24828.916349783623', 'stop_price_initial': '25058.848155844287', 'stop_price_exit': '24828.916349783623', 'initial_risk_price': '252.8181558442884', 'r_value': '-0.09052494551744295', 'fees': '0.0', 'pnl': '-697.5416705428997', 'win': 'False', 'exit_reason': 'stop', 'qty': '30.47850256321771', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-19 18:50:00,short,"{'entry_ts': '2026-02-19 18:50:00', 'exit_ts': '2026-02-20 02:25:00', 'dir': 'short', 'entry': '24801.13', 'exit': '24828.916349783623', 'entry_price': '24801.13', 'exit_price': '24828.916349783623', 'entry_signal_price': '24801.13', 'exit_signal_price': '24828.916349783623', 'stop_price': '24828.916349783623', 'stop_price_initial': '25053.94815584429', 'stop_price_exit': '24828.916349783623', 'initial_risk_price': '252.8181558442884', 'r_value': '-0.10990646494841193', 'fees': '0.0', 'pnl': '-846.8863331026', 'win': 'False', 'exit_reason': 'stop', 'qty': '30.47850256321771', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-20 13:00:00,short,"{'entry_ts': '2026-02-20 13:00:00', 'exit_ts': '2026-02-20 16:35:00', 'dir': 'short', 'entry': '24790.55', 'exit': '24769.713574160607', 'entry_price': '24790.55', 'exit_price': '24769.713574160607', 'entry_signal_price': '24790.55', 'exit_signal_price': '24769.713574160607', 'stop_price': '24769.713574160607', 'stop_price_initial': '25011.919201551136', 'stop_price_exit': '24769.713574160607', 'initial_risk_price': '221.36920155113694', 'r_value': '0.09412522470782324', 'fees': '0.0', 'pnl': '1086.2506643061283', 'win': 'True', 'exit_reason': 'stop', 'qty': '52.13229335390736', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-20 13:20:00,short,"{'entry_ts': '2026-02-20 13:20:00', 'exit_ts': '2026-02-20 16:35:00', 'dir': 'short', 'entry': '24808.55', 'exit': '24769.713574160607', 'entry_price': '24808.55', 'exit_price': '24769.713574160607', 'entry_signal_price': '24808.55', 'exit_signal_price': '24769.713574160607', 'stop_price': '24769.713574160607', 'stop_price_initial': '25029.919201551136', 'stop_price_exit': '24769.713574160607', 'initial_risk_price': '221.36920155113694', 'r_value': '0.17543734886002582', 'fees': '0.0', 'pnl': '1349.7546297843073', 'win': 'True', 'exit_reason': 'stop', 'qty': '34.75486223593824', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-20 13:40:00,short,"{'entry_ts': '2026-02-20 13:40:00', 'exit_ts': '2026-02-20 16:35:00', 'dir': 'short', 'entry': '24800.85', 'exit': '24769.713574160607', 'entry_price': '24800.85', 'exit_price': '24769.713574160607', 'entry_signal_price': '24800.85', 'exit_signal_price': '24769.713574160607', 'stop_price': '24769.713574160607', 'stop_price_initial': '25022.219201551135', 'stop_price_exit': '24769.713574160607', 'initial_risk_price': '221.36920155113694', 'r_value': '0.14065382908380253', 'fees': '0.0', 'pnl': '1082.1421905675575', 'win': 'True', 'exit_reason': 'stop', 'qty': '34.75486223593824', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-16/2026-02-22'}"
2026-02-23 14:00:00,short,"{'entry_ts': '2026-02-23 14:00:00', 'exit_ts': '2026-02-23 16:30:00', 'dir': 'short', 'entry': '24874.35', 'exit': '24973.582179632864', 'entry_price': '24874.35', 'exit_price': '24973.582179632864', 'entry_signal_price': '24874.35', 'exit_signal_price': '24973.582179632864', 'stop_price': '24973.582179632864', 'stop_price_initial': '25126.785336811616', 'stop_price_exit': '24973.582179632864', 'initial_risk_price': '252.43533681161716', 'r_value': '-0.39309940076621813', 'fees': '0.0', 'pnl': '-5461.294455974335', 'win': 'False', 'exit_reason': 'stop', 'qty': '55.03551847978943', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-02-23/2026-03-01'}"
2026-02-23 14:20:00,short,"{'entry_ts': '2026-02-23 14:20:00', 'exit_ts': '2026-02-23 16:30:00', 'dir': 'short', 'entry': '24852.35', 'exit': '24973.582179632864', 'entry_price': '24852.35', 'exit_price': '24973.582179632864', 'entry_signal_price': '24852.35', 'exit_signal_price': '24973.582179632864', 'stop_price': '24973.582179632864', 'stop_price_initial': '25104.785336811616', 'stop_price_exit': '24973.582179632864', 'initial_risk_price': '252.43533681161716', 'r_value': '-0.4802504323051099', 'fees': '0.0', 'pnl': '-4448.050575019802', 'win': 'False', 'exit_reason': 'stop', 'qty': '36.690345653192956', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-02-23/2026-03-01'}"
