entry_ts,dir,entry_row
2025-12-22 17:50:00,short,"{'entry_ts': '2025-12-22 17:50:00', 'exit_ts': '2025-12-23 16:30:00', 'dir': 'short', 'entry': '25442.7', 'exit': '25477.515159482165', 'entry_price': '25442.7', 'exit_price': '25477.515159482165', 'entry_signal_price': '25442.7', 'exit_signal_price': '25477.515159482165', 'stop_price': '25477.515159482165', 'stop_price_initial': '25623.19717402906', 'stop_price_exit': '25477.515159482165', 'initial_risk_price': '180.49717402906026', 'r_value': '-0.19288478985582047', 'fees': '0.0', 'pnl': '-1553.869906495274', 'win': 'False', 'exit_reason': 'stop', 'qty': '44.63199162684569', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2025-12-22/2025-12-28'}"
2025-12-29 13:00:00,short,"{'entry_ts': '2025-12-29 13:00:00', 'exit_ts': '2025-12-29 15:45:00', 'dir': 'short', 'entry': '25536.65', 'exit': '25521.79299805311', 'entry_price': '25536.65', 'exit_price': '25521.79299805311', 'entry_signal_price': '25536.65', 'exit_signal_price': '25521.79299805311', 'stop_price': '25521.79299805311', 'stop_price_initial': '25646.418121349583', 'stop_price_exit': '25521.79299805311', 'initial_risk_price': '109.76812134958163', 'r_value': '0.13534896802664848', 'fees': '0.0', 'pnl': '1354.5713980250227', 'win': 'True', 'exit_reason': 'stop', 'qty': '91.17393959207176', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-29 13:20:00,short,"{'entry_ts': '2025-12-29 13:20:00', 'exit_ts': '2025-12-29 15:45:00', 'dir': 'short', 'entry': '25523.65', 'exit': '25521.79299805311', 'entry_price': '25523.65', 'exit_price': '25521.79299805311', 'entry_signal_price': '25523.65', 'exit_signal_price': '25521.79299805311', 'stop_price': '25521.79299805311', 'stop_price_initial': '25633.418121349583', 'stop_price_exit': '25521.79299805311', 'initial_risk_price': '109.76812134958163', 'r_value': '0.016917497758531814', 'fees': '0.0', 'pnl': '112.8734555520599', 'win': 'True', 'exit_reason': 'stop', 'qty': '60.782626394714505', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-29 20:00:00,short,"{'entry_ts': '2025-12-29 20:00:00', 'exit_ts': '2025-12-29 22:00:00', 'dir': 'short', 'entry': '25481.1', 'exit': '25538.841362982115', 'entry_price': '25481.1', 'exit_price': '25538.841362982115', 'entry_signal_price': '25481.1', 'exit_signal_price': '25538.841362982115', 'stop_price': '25538.841362982115', 'stop_price_initial': '25611.49005559146', 'stop_price_exit': '25538.841362982115', 'initial_risk_price': '130.39005559146244', 'r_value': '-0.4428356343602743', 'fees': '0.0', 'pnl': '-4461.937237688636', 'win': 'False', 'exit_reason': 'stop', 'qty': '77.27453955443622', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-30 13:00:00,short,"{'entry_ts': '2025-12-30 13:00:00', 'exit_ts': '2025-12-30 16:50:00', 'dir': 'short', 'entry': '25511.65', 'exit': '25536.519532051992', 'entry_price': '25511.65', 'exit_price': '25536.519532051992', 'entry_signal_price': '25511.65', 'exit_signal_price': '25536.519532051992', 'stop_price': '25536.519532051992', 'stop_price_initial': '25621.655372597488', 'stop_price_exit': '25536.519532051992', 'initial_risk_price': '110.00537259748671', 'r_value': '-0.22607561307927582', 'fees': '0.0', 'pnl': '-2251.446304530178', 'win': 'False', 'exit_reason': 'stop', 'qty': '90.53030430260688', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-30 13:20:00,short,"{'entry_ts': '2025-12-30 13:20:00', 'exit_ts': '2025-12-30 16:50:00', 'dir': 'short', 'entry': '25496.35', 'exit': '25536.519532051992', 'entry_price': '25496.35', 'exit_price': '25536.519532051992', 'entry_signal_price': '25496.35', 'exit_signal_price': '25536.519532051992', 'stop_price': '25536.519532051992', 'stop_price_initial': '25606.355372597485', 'stop_price_exit': '25536.519532051992', 'initial_risk_price': '110.00537259748671', 'r_value': '-0.3651597290522848', 'fees': '0.0', 'pnl': '-2424.3733069068844', 'win': 'False', 'exit_reason': 'stop', 'qty': '60.35353620173792', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-30 13:40:00,short,"{'entry_ts': '2025-12-30 13:40:00', 'exit_ts': '2025-12-30 16:50:00', 'dir': 'short', 'entry': '25501.75', 'exit': '25536.519532051992', 'entry_price': '25501.75', 'exit_price': '25536.519532051992', 'entry_signal_price': '25501.75', 'exit_signal_price': '25536.519532051992', 'stop_price': '25536.519532051992', 'stop_price_initial': '25611.755372597487', 'stop_price_exit': '25536.519532051992', 'initial_risk_price': '110.00537259748671', 'r_value': '-0.31607121753239537', 'fees': '0.0', 'pnl': '-2098.4642114174117', 'win': 'False', 'exit_reason': 'stop', 'qty': '60.35353620173792', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-31 20:05:00,long,"{'entry_ts': '2025-12-31 20:05:00', 'exit_ts': '2025-12-31 22:05:00', 'dir': 'long', 'entry': '25379.5', 'exit': '25329.53810252412', 'entry_price': '25379.5', 'exit_price': '25329.53810252412', 'entry_signal_price': '25379.5', 'exit_signal_price': '25329.53810252412', 'stop_price': '25329.53810252412', 'stop_price_initial': '25214.571442232726', 'stop_price_exit': '25329.53810252412', 'initial_risk_price': '164.92855776727447', 'r_value': '-0.30293054248604473', 'fees': '0.0', 'pnl': '-5990.566516160385', 'win': 'False', 'exit_reason': 'stop', 'qty': '119.90270223528375', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-31 20:25:00,long,"{'entry_ts': '2025-12-31 20:25:00', 'exit_ts': '2025-12-31 22:25:00', 'dir': 'long', 'entry': '25393.0', 'exit': '25329.53810252412', 'entry_price': '25393.0', 'exit_price': '25329.53810252412', 'entry_signal_price': '25393.0', 'exit_signal_price': '25329.53810252412', 'stop_price': '25329.53810252412', 'stop_price_initial': '25228.071442232726', 'stop_price_exit': '25329.53810252412', 'initial_risk_price': '164.92855776727447', 'r_value': '-0.3847841655502167', 'fees': '0.0', 'pnl': '-5072.835330891144', 'win': 'False', 'exit_reason': 'stop', 'qty': '79.9351348235225', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2025-12-31 20:45:00,long,"{'entry_ts': '2025-12-31 20:45:00', 'exit_ts': '2025-12-31 22:45:00', 'dir': 'long', 'entry': '25411.0', 'exit': '25329.53810252412', 'entry_price': '25411.0', 'exit_price': '25329.53810252412', 'entry_signal_price': '25411.0', 'exit_signal_price': '25329.53810252412', 'stop_price': '25329.53810252412', 'stop_price_initial': '25246.071442232726', 'stop_price_exit': '25329.53810252412', 'initial_risk_price': '164.92855776727447', 'r_value': '-0.4939223296357793', 'fees': '0.0', 'pnl': '-6511.667757714548', 'win': 'False', 'exit_reason': 'stop', 'qty': '79.9351348235225', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2026-01-02 17:05:00,short,"{'entry_ts': '2026-01-02 17:05:00', 'exit_ts': '2026-01-02 17:55:00', 'dir': 'short', 'entry': '25499.4', 'exit': '25196.818882541815', 'entry_price': '25499.4', 'exit_price': '25196.818882541815', 'entry_signal_price': '25499.4', 'exit_signal_price': '25196.818882541815', 'stop_price': '25297.33584305977', 'stop_price_initial': '25732.154705737066', 'stop_price_exit': '25297.33584305977', 'initial_risk_price': '232.7547057370648', 'r_value': '1.3000000000000111', 'fees': '0.0', 'pnl': '15136.916566484217', 'win': 'True', 'exit_reason': 'tp', 'qty': '50.02597879749044', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2025-12-29/2026-01-04'}"
2026-01-05 16:00:00,long,"{'entry_ts': '2026-01-05 16:00:00', 'exit_ts': '2026-01-05 20:05:00', 'dir': 'long', 'entry': '25433.05', 'exit': '25414.127502588886', 'entry_price': '25433.05', 'exit_price': '25414.127502588886', 'entry_signal_price': '25433.05', 'exit_signal_price': '25414.127502588886', 'stop_price': '25414.127502588886', 'stop_price_initial': '25235.66406735416', 'stop_price_exit': '25414.127502588886', 'initial_risk_price': '197.3859326458405', 'r_value': '-0.09586548117927263', 'fees': '0.0', 'pnl': '-2269.0414397234567', 'win': 'False', 'exit_reason': 'stop', 'qty': '119.91236623929306', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-05 16:20:00,long,"{'entry_ts': '2026-01-05 16:20:00', 'exit_ts': '2026-01-05 20:05:00', 'dir': 'long', 'entry': '25440.65', 'exit': '25414.127502588886', 'entry_price': '25440.65', 'exit_price': '25414.127502588886', 'entry_signal_price': '25440.65', 'exit_signal_price': '25414.127502588886', 'stop_price': '25414.127502588886', 'stop_price_initial': '25243.26406735416', 'stop_price_exit': '25414.127502588886', 'initial_risk_price': '197.3859326458405', 'r_value': '-0.13436873162943755', 'fees': '0.0', 'pnl': '-2120.250282094897', 'win': 'False', 'exit_reason': 'stop', 'qty': '79.94157749286204', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-05 16:40:00,long,"{'entry_ts': '2026-01-05 16:40:00', 'exit_ts': '2026-01-05 20:05:00', 'dir': 'long', 'entry': '25419.2', 'exit': '25414.127502588886', 'entry_price': '25419.2', 'exit_price': '25414.127502588886', 'entry_signal_price': '25419.2', 'exit_signal_price': '25414.127502588886', 'stop_price': '25414.127502588886', 'stop_price_initial': '25221.81406735416', 'stop_price_exit': '25414.127502588886', 'initial_risk_price': '197.3859326458405', 'r_value': '-0.025698373451039074', 'fees': '0.0', 'pnl': '-405.50344487294825', 'win': 'False', 'exit_reason': 'stop', 'qty': '79.94157749286204', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-06 13:00:00,long,"{'entry_ts': '2026-01-06 13:00:00', 'exit_ts': '2026-01-06 17:55:00', 'dir': 'long', 'entry': '25417.85', 'exit': '25503.56200821562', 'entry_price': '25417.85', 'exit_price': '25503.56200821562', 'entry_signal_price': '25417.85', 'exit_signal_price': '25503.56200821562', 'stop_price': '25503.56200821562', 'stop_price_initial': '25255.49751540428', 'stop_price_exit': '25503.56200821562', 'initial_risk_price': '162.35248459571812', 'r_value': '0.5279377671925211', 'fees': '0.0', 'pnl': '10359.980354652414', 'win': 'True', 'exit_reason': 'stop', 'qty': '120.8696490763617', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-06 13:20:00,long,"{'entry_ts': '2026-01-06 13:20:00', 'exit_ts': '2026-01-06 17:55:00', 'dir': 'long', 'entry': '25415.45', 'exit': '25503.56200821562', 'entry_price': '25415.45', 'exit_price': '25503.56200821562', 'entry_signal_price': '25415.45', 'exit_signal_price': '25503.56200821562', 'stop_price': '25503.56200821562', 'stop_price_initial': '25253.097515404283', 'stop_price_exit': '25503.56200821562', 'initial_risk_price': '162.35248459571812', 'r_value': '0.5427204174610044', 'fees': '0.0', 'pnl': '7100.045008290279', 'win': 'True', 'exit_reason': 'stop', 'qty': '80.57976605090779', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-06 13:40:00,long,"{'entry_ts': '2026-01-06 13:40:00', 'exit_ts': '2026-01-06 17:55:00', 'dir': 'long', 'entry': '25412.95', 'exit': '25503.56200821562', 'entry_price': '25412.95', 'exit_price': '25503.56200821562', 'entry_signal_price': '25412.95', 'exit_signal_price': '25503.56200821562', 'stop_price': '25503.56200821562', 'stop_price_initial': '25250.597515404283', 'stop_price_exit': '25503.56200821562', 'initial_risk_price': '162.35248459571812', 'r_value': '0.5581190114906884', 'fees': '0.0', 'pnl': '7301.494423417548', 'win': 'True', 'exit_reason': 'stop', 'qty': '80.57976605090779', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-06 18:00:00,long,"{'entry_ts': '2026-01-06 18:00:00', 'exit_ts': '2026-01-07 11:00:00', 'dir': 'long', 'entry': '25478.0', 'exit': '25559.440407120204', 'entry_price': '25478.0', 'exit_price': '25559.440407120204', 'entry_signal_price': '25478.0', 'exit_signal_price': '25559.440407120204', 'stop_price': '25559.440407120204', 'stop_price_initial': '25298.544513350378', 'stop_price_exit': '25559.440407120204', 'initial_risk_price': '179.4554866496219', 'r_value': '0.4538195440032032', 'fees': '0.0', 'pnl': '9141.504797175943', 'win': 'True', 'exit_reason': 'stop', 'qty': '112.24777871853311', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-06 18:40:00,long,"{'entry_ts': '2026-01-06 18:40:00', 'exit_ts': '2026-01-07 11:00:00', 'dir': 'long', 'entry': '25481.75', 'exit': '25559.440407120204', 'entry_price': '25481.75', 'exit_price': '25559.440407120204', 'entry_signal_price': '25481.75', 'exit_signal_price': '25559.440407120204', 'stop_price': '25559.440407120204', 'stop_price_initial': '25302.294513350378', 'stop_price_exit': '25559.440407120204', 'initial_risk_price': '179.4554866496219', 'r_value': '0.4329229970655123', 'fees': '0.0', 'pnl': '5813.717084654297', 'win': 'True', 'exit_reason': 'stop', 'qty': '74.83185247902207', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-08 14:00:00,long,"{'entry_ts': '2026-01-08 14:00:00', 'exit_ts': '2026-01-08 16:30:00', 'dir': 'long', 'entry': '25573.85', 'exit': '25542.322276231793', 'entry_price': '25573.85', 'exit_price': '25542.322276231793', 'entry_signal_price': '25573.85', 'exit_signal_price': '25542.322276231793', 'stop_price': '25542.322276231793', 'stop_price_initial': '25416.11051793461', 'stop_price_exit': '25542.322276231793', 'initial_risk_price': '157.7394820653899', 'r_value': '-0.19987211416819628', 'fees': '0.0', 'pnl': '-4906.669984216386', 'win': 'False', 'exit_reason': 'stop', 'qty': '155.63032778041955', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-08 17:30:00,short,"{'entry_ts': '2026-01-08 17:30:00', 'exit_ts': '2026-01-08 23:35:00', 'dir': 'short', 'entry': '25488.4', 'exit': '25537.658693932444', 'entry_price': '25488.4', 'exit_price': '25537.658693932444', 'entry_signal_price': '25488.4', 'exit_signal_price': '25537.658693932444', 'stop_price': '25537.658693932444', 'stop_price_initial': '25673.19755112334', 'stop_price_exit': '25537.658693932444', 'initial_risk_price': '184.79755112333805', 'r_value': '-0.2665549063448708', 'fees': '0.0', 'pnl': '-2183.0998025322824', 'win': 'False', 'exit_reason': 'stop', 'qty': '44.31907605033851', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-08 17:55:00,short,"{'entry_ts': '2026-01-08 17:55:00', 'exit_ts': '2026-01-08 23:35:00', 'dir': 'short', 'entry': '25506.9', 'exit': '25537.658693932444', 'entry_price': '25506.9', 'exit_price': '25537.658693932444', 'entry_signal_price': '25506.9', 'exit_signal_price': '25537.658693932444', 'stop_price': '25537.658693932444', 'stop_price_initial': '25691.69755112334', 'stop_price_exit': '25537.658693932444', 'initial_risk_price': '184.79755112333805', 'r_value': '-0.16644535463521265', 'fees': '0.0', 'pnl': '-1363.1968956010198', 'win': 'False', 'exit_reason': 'stop', 'qty': '44.31907605033851', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-08 20:00:00,short,"{'entry_ts': '2026-01-08 20:00:00', 'exit_ts': '2026-01-08 23:35:00', 'dir': 'short', 'entry': '25494.4', 'exit': '25539.585268074785', 'entry_price': '25494.4', 'exit_price': '25539.585268074785', 'entry_signal_price': '25494.4', 'exit_signal_price': '25539.585268074785', 'stop_price': '25539.585268074785', 'stop_price_initial': '25682.809877640226', 'stop_price_exit': '25539.585268074785', 'initial_risk_price': '188.4098776402243', 'r_value': '-0.2398243056081504', 'fees': '0.0', 'pnl': '-2455.2183328516962', 'win': 'False', 'exit_reason': 'stop', 'qty': '54.33669949214895', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-09 13:55:00,long,"{'entry_ts': '2026-01-09 13:55:00', 'exit_ts': '2026-01-09 16:20:00', 'dir': 'long', 'entry': '25565.65', 'exit': '25550.9431130176', 'entry_price': '25565.65', 'exit_price': '25550.9431130176', 'entry_signal_price': '25565.65', 'exit_signal_price': '25550.9431130176', 'stop_price': '25550.9431130176', 'stop_price_initial': '25408.137086908002', 'stop_price_exit': '25550.9431130176', 'initial_risk_price': '157.5129130919995', 'r_value': '-0.09336940504560282', 'fees': '0.0', 'pnl': '-1266.6561952989675', 'win': 'False', 'exit_reason': 'stop', 'qty': '86.1267375492054', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-05/2026-01-11'}"
2026-01-12 13:00:00,short,"{'entry_ts': '2026-01-12 13:00:00', 'exit_ts': '2026-01-12 16:30:00', 'dir': 'short', 'entry': '25538.95', 'exit': '25642.96520657283', 'entry_price': '25538.95', 'exit_price': '25642.96520657283', 'entry_signal_price': '25538.95', 'exit_signal_price': '25642.96520657283', 'stop_price': '25642.96520657283', 'stop_price_initial': '25725.166012324054', 'stop_price_exit': '25642.96520657283', 'initial_risk_price': '186.21601232405374', 'r_value': '-0.558572838472243', 'fees': '0.0', 'pnl': '-5668.2911605310965', 'win': 'False', 'exit_reason': 'stop', 'qty': '54.49483154717669', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-12 14:00:00,long,"{'entry_ts': '2026-01-12 14:00:00', 'exit_ts': '2026-01-12 16:30:00', 'dir': 'long', 'entry': '25561.15', 'exit': '25587.114793427172', 'entry_price': '25561.15', 'exit_price': '25587.114793427172', 'entry_signal_price': '25561.15', 'exit_signal_price': '25587.114793427172', 'stop_price': '25587.114793427172', 'stop_price_initial': '25374.933987675948', 'stop_price_exit': '25587.114793427172', 'initial_risk_price': '186.21601232405374', 'r_value': '0.13943373130548323', 'fees': '0.0', 'pnl': '2263.915270353449', 'win': 'True', 'exit_reason': 'stop', 'qty': '87.1917304754827', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-12 14:20:00,long,"{'entry_ts': '2026-01-12 14:20:00', 'exit_ts': '2026-01-12 16:30:00', 'dir': 'long', 'entry': '25566.55', 'exit': '25587.114793427172', 'entry_price': '25566.55', 'exit_price': '25587.114793427172', 'entry_signal_price': '25566.55', 'exit_signal_price': '25587.114793427172', 'stop_price': '25587.114793427172', 'stop_price_initial': '25380.333987675946', 'stop_price_exit': '25587.114793427172', 'initial_risk_price': '186.21601232405374', 'r_value': '0.11043515093313201', 'fees': '0.0', 'pnl': '1793.0799257860328', 'win': 'True', 'exit_reason': 'stop', 'qty': '87.1917304754827', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-14 14:20:00,short,"{'entry_ts': '2026-01-14 14:20:00', 'exit_ts': '2026-01-14 16:35:00', 'dir': 'short', 'entry': '25614.05', 'exit': '25621.336965816114', 'entry_price': '25614.05', 'exit_price': '25621.336965816114', 'entry_signal_price': '25614.05', 'exit_signal_price': '25621.336965816114', 'stop_price': '25621.336965816114', 'stop_price_initial': '25778.500560905213', 'stop_price_exit': '25621.336965816114', 'initial_risk_price': '164.45056090521393', 'r_value': '-0.04431098182945361', 'fees': '0.0', 'pnl': '-538.6917051412663', 'win': 'False', 'exit_reason': 'stop', 'qty': '73.92537837216199', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-14 14:40:00,short,"{'entry_ts': '2026-01-14 14:40:00', 'exit_ts': '2026-01-14 16:35:00', 'dir': 'short', 'entry': '25614.45', 'exit': '25621.336965816114', 'entry_price': '25614.45', 'exit_price': '25621.336965816114', 'entry_signal_price': '25614.45', 'exit_signal_price': '25621.336965816114', 'stop_price': '25621.336965816114', 'stop_price_initial': '25778.900560905215', 'stop_price_exit': '25621.336965816114', 'initial_risk_price': '164.45056090521393', 'r_value': '-0.041878639867227', 'fees': '0.0', 'pnl': '-339.4143691948627', 'win': 'False', 'exit_reason': 'stop', 'qty': '49.28358558144132', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-14 15:20:00,short,"{'entry_ts': '2026-01-14 15:20:00', 'exit_ts': '2026-01-14 16:35:00', 'dir': 'short', 'entry': '25627.25', 'exit': '25621.336965816114', 'entry_price': '25627.25', 'exit_price': '25621.336965816114', 'entry_signal_price': '25627.25', 'exit_signal_price': '25621.336965816114', 'stop_price': '25621.336965816114', 'stop_price_initial': '25791.700560905214', 'stop_price_exit': '25621.336965816114', 'initial_risk_price': '164.45056090521393', 'r_value': '0.035956302923737034', 'fees': '0.0', 'pnl': '291.4155262475504', 'win': 'True', 'exit_reason': 'stop', 'qty': '49.28358558144132', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-15 13:00:00,long,"{'entry_ts': '2026-01-15 13:00:00', 'exit_ts': '2026-01-15 17:45:00', 'dir': 'long', 'entry': '25671.65', 'exit': '25662.46236787411', 'entry_price': '25671.65', 'exit_price': '25662.46236787411', 'entry_signal_price': '25671.65', 'exit_signal_price': '25662.46236787411', 'stop_price': '25662.46236787411', 'stop_price_initial': '25457.735689763966', 'stop_price_exit': '25662.46236787411', 'initial_risk_price': '213.91431023603582', 'r_value': '-0.042950058440465705', 'fees': '0.0', 'pnl': '-869.7156076076229', 'win': 'False', 'exit_reason': 'stop', 'qty': '94.66156194443923', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-15 13:20:00,long,"{'entry_ts': '2026-01-15 13:20:00', 'exit_ts': '2026-01-15 17:45:00', 'dir': 'long', 'entry': '25676.95', 'exit': '25662.46236787411', 'entry_price': '25676.95', 'exit_price': '25662.46236787411', 'entry_signal_price': '25676.95', 'exit_signal_price': '25662.46236787411', 'stop_price': '25662.46236787411', 'stop_price_initial': '25463.035689763965', 'stop_price_exit': '25662.46236787411', 'initial_risk_price': '213.91431023603582', 'r_value': '-0.06772633448366817', 'fees': '0.0', 'pnl': '-914.2812572753879', 'win': 'False', 'exit_reason': 'stop', 'qty': '63.10770796295948', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-15 14:00:00,long,"{'entry_ts': '2026-01-15 14:00:00', 'exit_ts': '2026-01-15 17:45:00', 'dir': 'long', 'entry': '25673.35', 'exit': '25662.46236787411', 'entry_price': '25673.35', 'exit_price': '25662.46236787411', 'entry_signal_price': '25673.35', 'exit_signal_price': '25662.46236787411', 'stop_price': '25662.46236787411', 'stop_price_initial': '25459.435689763963', 'stop_price_exit': '25662.46236787411', 'initial_risk_price': '213.91431023603582', 'r_value': '-0.050897165850537', 'fees': '0.0', 'pnl': '-824.5122103303153', 'win': 'False', 'exit_reason': 'stop', 'qty': '75.72924955555138', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-16 14:20:00,long,"{'entry_ts': '2026-01-16 14:20:00', 'exit_ts': '2026-01-16 16:55:00', 'dir': 'long', 'entry': '25666.75', 'exit': '25619.58418642314', 'entry_price': '25666.75', 'exit_price': '25619.58418642314', 'entry_signal_price': '25666.75', 'exit_signal_price': '25619.58418642314', 'stop_price': '25619.58418642314', 'stop_price_initial': '25493.37659954339', 'stop_price_exit': '25619.58418642314', 'initial_risk_price': '173.3734004566104', 'r_value': '-0.2720475773829181', 'fees': '0.0', 'pnl': '-6592.697842467661', 'win': 'False', 'exit_reason': 'stop', 'qty': '139.77704066790847', 'be_triggered': 'False', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-16 15:40:00,long,"{'entry_ts': '2026-01-16 15:40:00', 'exit_ts': '2026-01-16 17:40:00', 'dir': 'long', 'entry': '25666.85', 'exit': '25619.58418642314', 'entry_price': '25666.85', 'exit_price': '25619.58418642314', 'entry_signal_price': '25666.85', 'exit_signal_price': '25619.58418642314', 'stop_price': '25619.58418642314', 'stop_price_initial': '25493.476599543388', 'stop_price_exit': '25619.58418642314', 'initial_risk_price': '173.3734004566104', 'r_value': '-0.27262436713114463', 'fees': '0.0', 'pnl': '-4404.450364356166', 'win': 'False', 'exit_reason': 'stop', 'qty': '93.18469377860565', 'be_triggered': 'False', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-12/2026-01-18'}"
2026-01-21 18:30:00,short,"{'entry_ts': '2026-01-21 18:30:00', 'exit_ts': '2026-01-21 21:25:00', 'dir': 'short', 'entry': '25273.83', 'exit': '25164.611861306472', 'entry_price': '25273.83', 'exit_price': '25164.611861306472', 'entry_signal_price': '25273.83', 'exit_signal_price': '25164.611861306472', 'stop_price': '25164.611861306472', 'stop_price_initial': '25549.795989949638', 'stop_price_exit': '25164.611861306472', 'initial_risk_price': '275.9659899496364', 'r_value': '0.39576666209289824', 'fees': '0.0', 'pnl': '3934.396466595662', 'win': 'True', 'exit_reason': 'stop', 'qty': '36.023288014784086', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-21 20:10:00,long,"{'entry_ts': '2026-01-21 20:10:00', 'exit_ts': '2026-01-21 22:30:00', 'dir': 'long', 'entry': '25084.43', 'exit': '25313.453720201058', 'entry_price': '25084.43', 'exit_price': '25313.453720201058', 'entry_signal_price': '25084.43', 'exit_signal_price': '25313.453720201058', 'stop_price': '25313.453720201058', 'stop_price_initial': '24745.099475376985', 'stop_price_exit': '25313.453720201058', 'initial_risk_price': '339.33052462301566', 'r_value': '0.6749281410963394', 'fees': '0.0', 'pnl': '13419.19442882284', 'win': 'True', 'exit_reason': 'stop', 'qty': '58.593033145397634', 'be_triggered': 'True', 'confidence_mult': '1.5', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
2026-01-21 20:30:00,long,"{'entry_ts': '2026-01-21 20:30:00', 'exit_ts': '2026-01-21 22:30:00', 'dir': 'long', 'entry': '25102.63', 'exit': '25313.453720201058', 'entry_price': '25102.63', 'exit_price': '25313.453720201058', 'entry_signal_price': '25102.63', 'exit_signal_price': '25313.453720201058', 'stop_price': '25313.453720201058', 'stop_price_initial': '24763.299475376985', 'stop_price_exit': '25313.453720201058', 'initial_risk_price': '339.33052462301566', 'r_value': '0.6212931195484834', 'fees': '0.0', 'pnl': '8235.200817051042', 'win': 'True', 'exit_reason': 'stop', 'qty': '39.062022096931756', 'be_triggered': 'True', 'confidence_mult': '1.0', 'regime': 'bull', '_week': '2026-01-19/2026-01-25'}"
