entry_ts,exit_ts,dir,entry,exit,entry_price,exit_price,entry_signal_price,exit_signal_price,stop_price,stop_price_initial,stop_price_exit,initial_risk_price,r_value,fees,pnl,win,exit_reason,qty
2023-03-13 17:42:00,2023-03-14 11:46:00,long,1908.38,1901.0626314220533,1908.38,1901.0626314220533,1908.38,1901.0626314220533,1888.1489471330801,1888.1489471330801,1901.0626314220533,20.23105286691998,-0.3616899538585814,0.0,-25.318296770100698,False,stop,3.4600275359102923
2023-03-13 19:55:00,2023-03-14 11:46:00,long,1908.7,1901.0626314220533,1908.7,1901.0626314220533,1908.7,1901.0626314220533,1888.46894713308,1888.46894713308,1901.0626314220533,20.23105286691998,-0.3775072225941682,0.0,-26.42550558159177,False,stop,3.4600275359102923
2023-03-14 15:12:00,2023-03-14 16:43:00,long,1907.68,1899.7349426075239,1907.68,1899.7349426075239,1907.68,1899.7349426075239,1890.722413911286,1890.722413911286,1899.7349426075239,16.95758608871415,-0.4685252577171881,0.0,-32.71191656604084,False,stop,4.117266238632627
2023-03-14 16:12:00,2023-03-14 16:48:00,long,1908.19,1897.3318835931873,1908.19,1897.3318835931873,1908.19,1897.3318835931873,1890.7178253897812,1890.7178253897812,1897.3318835931873,17.47217461021887,-0.6214519170648759,0.0,-43.38908719645442,False,stop,3.9960049764460583
2023-03-14 21:10:00,2023-03-15 10:30:00,long,1908.44,1898.4117657807624,1908.44,1898.4117657807624,1908.44,1898.4117657807624,1891.8376486711436,1891.8376486711436,1898.4117657807624,16.602351328856457,-0.6040249372272742,0.0,-42.01147052745136,False,stop,4.1893188380920146
2023-03-14 19:53:00,2023-03-15 10:32:00,long,1907.89,1898.2518835931874,1907.89,1898.2518835931874,1907.89,1898.2518835931874,1890.4178253897812,1890.4178253897812,1898.2518835931874,17.47217461021887,-0.5516266075532316,0.0,-38.36703344031096,False,stop,3.9807605366948122
2023-03-15 10:52:00,2023-03-15 12:40:00,short,1896.45,1896.3436932087895,1896.45,1896.3436932087895,1896.45,1896.3436932087895,1911.6655398131845,1911.6655398131845,1896.3436932087895,15.215539813184478,0.006986724921739779,0.0,0.48397894805735614,True,stop,4.5526625584909395
2023-03-15 11:01:00,2023-03-15 12:40:00,short,1894.63,1896.3436932087895,1894.63,1896.3436932087895,1894.63,1896.3436932087895,1909.8455398131846,1909.8455398131846,1896.3436932087895,15.215539813184478,-0.11262782851151279,0.0,-7.801866908395864,False,stop,4.5526625584909395
2023-03-15 13:33:00,2023-03-15 20:24:00,long,1907.84,1922.970399219049,1907.84,1922.970399219049,1907.84,1922.970399219049,1886.8105988285733,1886.8105988285733,1922.970399219049,21.02940117142657,0.7194878777436341,0.0,49.82137396504421,True,stop,3.292799697070717
2023-03-15 14:30:00,2023-03-15 20:24:00,long,1913.19,1922.970399219049,1913.19,1922.970399219049,1913.19,1922.970399219049,1892.1605988285737,1892.1605988285737,1922.970399219049,21.029401171426343,0.4650821551846258,0.0,32.20489558571577,True,stop,3.2927996970707527
2023-03-15 21:50:00,2023-03-16 04:07:00,long,1914.48,1908.2674820800858,1914.48,1908.2674820800858,1914.48,1908.2674820800858,1890.5212231201285,1890.5212231201285,1908.2674820800858,23.958776879871493,-0.2593002952973609,0.0,-18.02984905946966,False,stop,2.902180612095279
2023-03-16 04:40:00,2023-03-16 18:17:00,long,1911.57,1919.194144317931,1911.57,1919.194144317931,1911.57,1919.194144317931,1890.4262164768966,1890.4262164768966,1919.194144317931,21.143783523103366,0.36058562128203303,0.0,25.04973645256386,True,stop,3.2855800478028714
2023-03-16 06:00:00,2023-03-16 18:17:00,long,1911.11,1919.194144317931,1911.11,1919.194144317931,1911.11,1919.194144317931,1889.9662164768965,1889.9662164768965,1919.194144317931,21.143783523103366,0.38234142480212696,0.0,26.5611032745533,True,stop,3.2855800478028714
