direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,r_value,quality_score,risk_pct,win
short,2026-03-16 10:54:00+00:00,5000.89990234375,2026-03-16 11:10:00+00:00,5007.228445870535,stop_loss,11.851068051055554,-83.302490708287,8.302490708287,6.3285435267853245,72.08471356605907,0.0075,False
short,2026-03-16 11:01:00+00:00,5004.2998046875,2026-03-16 11:10:00+00:00,5009.1787109375,stop_loss,15.365920455500437,-85.73952735212087,10.770642004776942,4.87890625,63.83026828463745,0.0075,False
short,2026-03-16 15:40:00+00:00,5004.2998046875,2026-03-16 15:53:00+00:00,4992.013741629464,full_2r,12.002573080775328,102.19699279888921,8.40128449793122,6.143031529018117,79.89606463507405,0.0075,True
short,2026-03-19 14:03:00+00:00,4638.7998046875,2026-03-19 14:27:00+00:00,4600.513602120536,full_2r,3.8916715325965336,109.22843990500618,2.519553560801732,19.143101283481883,61.47603853213863,0.0075,True
short,2026-03-20 15:03:00+00:00,4570.39990234375,2026-03-20 15:31:00+00:00,4570.39990234375,stop_be,3.7272974284230567,35.2766403581575,2.3822974467555746,20.207101004464675,75.51814566889783,0.0075,True
short,2026-03-23 09:24:00+00:00,4290.2001953125,2026-03-23 09:37:00+00:00,4269.114501953125,trail_stop,3.5845371135925825,73.43476772856366,2.1476826839486964,21.085693359375,86.44258166727752,0.0075,True
long,2026-03-30 09:18:00+00:00,4557.5,2026-03-30 10:26:00+00:00,4557.5,stop_be,7.73468817231821,33.128823134499676,4.9377824507386,9.843087332589675,72.53054687049975,0.0075,True
long,2026-03-30 10:49:00+00:00,4560.7998046875,2026-03-30 11:02:00+00:00,4555.793073381697,stop_loss,15.255797181576167,-86.11733977942308,9.735662435437778,5.0067313058034415,69.5238811803111,0.0075,False
