direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,win,window
long,2024-09-16 02:40:00+00:00,2579.27,2024-09-16 05:10:00+00:00,2582.912894693483,full_2r,27.450697429957923,90.08061354957654,9.919386450423458,True,3
long,2024-09-26 15:20:00+00:00,2677.87,2024-09-26 15:30:00+00:00,2671.9591457337683,stop_loss,8.531021038651033,-53.62038745130286,3.194765349681028,False,3
long,2024-09-27 03:40:00+00:00,2669.87,2024-09-27 04:25:00+00:00,2672.397211673124,full_2r,39.68763278504215,85.4575130994627,14.841535753551776,True,3
short,2024-10-02 15:40:00+00:00,2651.31,2024-10-02 16:20:00+00:00,2655.4228085149693,stop_loss,24.57674628955111,-110.20900722020012,9.129555810291658,False,4
short,2024-10-03 15:35:00+00:00,2648.03,2024-10-03 19:35:00+00:00,2655.6370833333294,stop_loss,13.136670726167528,-104.80882590451041,4.8770769680474295,False,4
short,2024-10-09 04:25:00+00:00,2622.46,2024-10-09 06:05:00+00:00,2616.5516705619048,full_2r,33.46438661029027,185.44619869741408,12.272421839965437,True,4
short,2024-11-04 01:35:00+00:00,2739.12,2024-11-04 05:10:00+00:00,2741.5244172880207,stop_loss,41.861427900395455,-116.7122730234874,16.059932078540513,False,5
short,2024-12-17 14:45:00+00:00,2643.22,2024-12-17 15:50:00+00:00,2635.980096990997,full_2r,27.460299857340413,188.66211832835816,10.147789236919134,True,6
short,2024-12-20 07:55:00+00:00,2600.31,2024-12-20 08:10:00+00:00,2602.1328986579592,stop_loss,55.538340540339135,-121.46621961058342,20.225453174313433,False,6
long,2025-01-02 06:50:00+00:00,2632.37,2025-01-02 10:45:00+00:00,2636.9180743737106,full_2r,21.970839568094597,91.8210646041511,8.103947804409723,True,7
long,2025-01-02 10:35:00+00:00,2633.7,2025-01-02 12:15:00+00:00,2641.668294564932,full_2r,12.535245381474668,95.25556511979153,4.628962523501607,True,7
long,2025-01-03 03:30:00+00:00,2658.68,2025-01-03 03:40:00+00:00,2656.8679766608902,stop_loss,28.071433157557806,-61.3111455243338,10.445053480583944,False,7
long,2025-01-22 14:35:00+00:00,2754.31,2025-01-23 05:20:00+00:00,2750.0003811964466,stop_loss,11.725727282235502,-55.05135774932873,4.517942968468108,False,7
short,2025-02-27 15:30:00+00:00,2889.38,2025-02-27 15:30:00+00:00,2883.217721547767,full_2r,24.461822691476264,140.85598453867516,9.884578335360493,True,9
long,2025-03-05 11:40:00+00:00,2916.29,2025-03-05 12:55:00+00:00,2911.5911129613164,stop_loss,16.25695488187432,-83.02164660462631,6.632052021723774,False,9
long,2025-03-24 03:05:00+00:00,3025.18,2025-03-24 03:30:00+00:00,3022.284604588568,stop_loss,26.159481253223234,-86.81593957274639,11.073897586728597,False,9
long,2025-05-07 16:30:00+00:00,3385.76,2025-05-07 16:45:00+00:00,3397.932425642327,full_2r,8.220697900454551,96.16216589565809,3.9036680256565117,True,11
short,2025-05-16 20:10:00+00:00,3188.75,2025-05-16 22:20:00+00:00,3194.326853388847,stop_loss,9.056000330328215,-54.55034635808836,4.046360226495985,False,11
long,2025-06-12 08:05:00+00:00,3370.34,2025-06-12 09:15:00+00:00,3366.228115818462,stop_loss,12.21365318676016,-55.98059480192478,5.759467464491512,False,12
long,2025-06-13 13:55:00+00:00,3414.65,2025-06-13 15:05:00+00:00,3427.0136833427673,full_2r,8.076366164015747,95.98572913668951,3.867904675440741,True,12
long,2025-07-14 05:45:00+00:00,3355.22,2025-07-14 09:40:00+00:00,3362.2086412205367,full_2r,28.84514552920432,188.02480858611995,13.56356447166361,True,13
long,2025-09-05 13:45:00+00:00,3550.4,2025-09-05 14:50:00+00:00,3548.0758984026625,stop_loss,44.14896812853022,-124.54401438230558,21.937327033980335,False,15
long,2025-09-15 19:50:00+00:00,3678.97,2025-09-16 09:55:00+00:00,3693.228848785872,full_2r,14.201921372125616,195.17409212667417,7.328957187309235,True,15
long,2025-09-30 18:20:00+00:00,3836.23,2025-09-30 22:50:00+00:00,3857.667410311557,full_2r,9.624921123310472,201.1496624374219,5.1837208993564,True,16
long,2025-10-15 18:55:00+00:00,4189.89,2025-10-16 03:25:00+00:00,4224.069997482925,full_2r,6.152858376158864,206.68079051259897,3.62389329730249,True,16
short,2025-11-03 04:25:00+00:00,3998.63,2025-11-03 05:00:00+00:00,4011.131192975863,stop_loss,8.575269908816786,-112.00911443967497,4.808010489445405,False,17
long,2025-11-25 02:40:00+00:00,4134.74,2025-11-25 02:55:00+00:00,4128.554980400069,stop_loss,17.147400838465323,-115.97559246304985,9.91858218927789,False,18
long,2025-11-26 16:00:00+00:00,4153.28,2025-11-26 16:05:00+00:00,4145.185882411567,stop_loss,12.953558330815337,-112.37225064872841,7.524626330486943,False,18
long,2025-12-02 01:15:00+00:00,4233.33,2025-12-02 01:40:00+00:00,4229.352086421013,stop_loss,26.065483808183565,-119.12711518625208,15.440873202818839,False,18
short,2025-12-31 02:45:00+00:00,4342.99,2025-12-31 03:05:00+00:00,4351.00707169727,stop_loss,6.387477500684589,-55.096154835739846,3.88728974805388,False,19
long,2026-01-08 21:20:00+00:00,4448.48,2026-01-08 22:20:00+00:00,4461.559952751493,full_2r,7.786522783099992,96.99087406504691,4.856476036330147,True,19
long,2026-02-11 07:10:00+00:00,5046.95,2026-02-11 07:35:00+00:00,5060.178011458532,full_2r,7.7708590161613555,97.29513742994465,5.4978746784737655,True,20
