direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,fees,r_value,win
short,2026-02-05 14:55:00+00:00,4867.7998046875,2026-02-05 16:20:00+00:00,4867.7998046875,stop_be,0.7995046751529526,18.056445981782122,0.54355401821788,46.52880859375,True
long,2026-02-06 12:30:00+00:00,4905.0,2026-02-06 13:35:00+00:00,4952.614188058036,full_2r,1.5701439417282599,54.988703885673665,1.082142804053077,23.807094029018117,True
long,2026-02-06 14:30:00+00:00,4952.10009765625,2026-02-08 23:30:00+00:00,5055.15673828125,full_2r,0.7361088284780205,56.38135470640965,0.5143225416021894,51.5283203125,True
long,2026-02-09 10:05:00+00:00,5030.2998046875,2026-02-09 10:25:00+00:00,5008.1357421875,stop_loss,1.7367874253981488,-39.71468904973242,1.2204240039937602,22.1640625,False
short,2026-02-12 13:25:00+00:00,5086.7001953125,2026-02-12 13:45:00+00:00,5102.578508649553,stop_loss,2.3993176949303776,-39.80843032375087,1.7113121685095392,15.878313337053442,False
short,2026-02-13 10:15:00+00:00,4986.7998046875,2026-02-13 12:15:00+00:00,4986.7998046875,stop_be,2.009067977050167,17.448201620808657,1.4013153051932554,18.764439174106883,True
short,2026-02-17 07:25:00+00:00,4926.89990234375,2026-02-17 08:00:00+00:00,4944.67156110491,stop_loss,2.1311187873460566,-39.346140266658836,1.472624398446925,17.771658761160325,False
long,2026-02-19 09:40:00+00:00,5022.2998046875,2026-02-19 10:05:00+00:00,5006.20720563616,stop_loss,2.3290243139702898,-39.11501903173589,1.634964566190571,16.092599051339675,False
long,2026-02-19 13:35:00+00:00,5014.2998046875,2026-02-19 14:30:00+00:00,4983.321533203125,stop_loss,1.1972554470618249,-37.926783737539544,0.8378794623115755,30.978271484375,False
long,2026-02-20 07:05:00+00:00,5044.5,2026-02-20 07:25:00+00:00,5028.914306640625,stop_loss,2.355341888961984,-38.37047986554354,1.6608434276909723,15.585693359375,False
long,2026-02-23 13:30:00+00:00,5173.60009765625,2026-02-23 14:35:00+00:00,5204.300013950893,full_2r,2.366516656954906,52.7710057229198,1.7178917358759016,15.349958147321558,True
long,2026-02-25 10:35:00+00:00,5197.89990234375,2026-02-25 11:10:00+00:00,5182.535749162947,stop_loss,2.398677054487629,-38.59659359332614,1.7429518968998114,15.364153180803442,False
long,2026-03-12 12:25:00+00:00,5179.39990234375,2026-03-12 13:40:00+00:00,5163.585693359375,stop_loss,2.3060069458121126,-38.13724552418189,1.6695697636888225,15.814208984375,False
short,2026-03-18 13:45:00+00:00,4874.39990234375,2026-03-18 20:25:00+00:00,4812.470772879464,full_2r,1.1654064449932813,53.337952031090666,0.7915029267861924,30.964564732143117,True
long,2026-03-27 11:10:00+00:00,4441.10009765625,2026-03-27 12:50:00+00:00,4472.042550223214,full_2r,2.36695412209566,53.45401594605639,1.4755082922868497,15.471226283481883,True
long,2026-03-27 13:15:00+00:00,4466.5,2026-03-27 13:30:00+00:00,4443.457135881697,stop_loss,1.6123960456595465,-38.15986956072514,1.0056465757024193,23.04286411830344,False
long,2026-03-30 09:20:00+00:00,4559.89990234375,2026-03-30 11:40:00+00:00,4590.900111607143,full_2r,2.3724113587090367,53.6405611433673,1.518375290755904,15.500104631696558,True
