direction,entry_price,entry,entry_ts,entry_bar,stop,target,qty,atr,score,zone,exit_price,exit_ts,exit_reason,pnl,fee,win,month
long,13912.2,13912.2,2023-05-26 07:05:00,11174,13908.453408607162,13925.909661267777,8.905272277331948,3.8082392410486494,7,13915.1,13908.453408607162,2023-05-26 07:20:00,stop,-82.92118805581897,49.55677159067901,False,2023-05
long,13914.2,13914.2,2023-05-26 08:05:00,11186,13911.728792896834,13927.570431964252,9.018442538581018,3.7140088789588783,8,13915.1,13911.728792896834,2023-05-26 08:15:00,stop,-72.4802045289682,50.19376526812961,False,2023-05
long,13912.3,13912.3,2023-05-26 10:35:00,11216,13904.714243781289,13949.135902984197,3.2363640770926954,10.232195273388399,6,13915.1,13904.714243781289,2023-05-26 10:45:00,stop,-42.56037610371099,18.010107179894682,False,2023-05
long,14000.3,14000.3,2023-05-26 14:45:00,11266,13988.531439118718,14032.108523965764,3.7251799950588484,8.835701101601526,9,14023.775,13988.531439118718,2023-05-26 15:05:00,stop,-64.70146255950829,20.86145499392896,False,2023-05
short,14237.6,14237.6,2023-06-01 07:00:00,12219,14247.432952617364,14213.151713221865,4.803634199589621,6.79119077170445,8,14227.212500000001,14247.432952617364,2023-06-01 07:15:00,stop,-74.59079638774412,27.356888912030875,False,2023-06
short,14247.5,14247.5,2023-06-01 08:00:00,12231,14254.635720195734,14229.339259119193,6.398684826775618,5.044650244668302,5,14227.212500000001,14254.635720195734,2023-06-01 08:20:00,stop,-82.12532937235625,36.46610482779425,False,2023-06
short,14249.6,14249.6,2023-06-01 09:00:00,12243,14259.390688638245,14230.018622723512,5.86270506670875,5.439271465691442,6,14227.212500000001,14259.390688638245,2023-06-01 09:05:00,stop,-90.81640073343195,33.4164808474292,False,2023-06
short,14252.6,14252.6,2023-06-01 10:00:00,12255,14262.748619774728,14224.481211013726,4.029138482852681,7.810774718409307,6,14227.212500000001,14262.748619774728,2023-06-01 10:10:00,stop,-63.860474138475496,22.97027965628245,False,2023-06
short,14248.0,14248.0,2023-06-01 11:00:00,12267,14254.962088114538,14211.720603484571,3.0937575312904126,10.077610143174404,4,14227.212500000001,14254.962088114538,2023-06-01 11:25:00,stop,-39.1709554601908,17.63194292233032,False,2023-06
short,14253.6,14253.6,2023-06-01 12:20:00,12283,14258.587137531504,14229.357881108239,4.602231336357814,6.733921914378227,6,14227.212500000001,14258.587137531504,2023-06-01 12:40:00,stop,-49.191306456574644,26.2393458303639,False,2023-06
short,14252.9,14252.9,2023-06-01 15:05:00,12316,14250.873608313199,14220.618762590604,3.429096726011956,8.967010391498727,7,14227.212500000001,14250.873608313199,2023-06-01 15:15:00,stop,-12.601135991644172,19.549829090470322,False,2023-06
short,14255.0,14255.0,2023-06-08 07:05:00,13585,14269.021606653232,14226.102770060457,3.8198201362410953,8.02700831653978,8,14227.212500000001,14269.021606653232,2023-06-08 07:20:00,stop,-75.34062985331475,21.780614416846728,False,2023-06
short,14244.8,14244.8,2023-06-08 08:05:00,13597,14254.09100656196,14219.190470471181,4.26306104385631,7.113758202449445,8,14227.212500000001,14254.09100656196,2023-06-08 08:20:00,stop,-63.89870891551424,24.290580783009744,False,2023-06
short,14239.1,14239.1,2023-06-08 09:05:00,13609,14243.550477373,14206.472851821494,3.31350969150029,9.063096716251492,8,14227.212500000001,14243.550477373,2023-06-08 09:15:00,stop,-33.61925824653651,18.872558339296713,False,2023-06
short,14248.6,14248.6,2023-06-08 10:05:00,13621,14249.26816455121,14215.443259519556,3.242405393710894,9.210205689012483,7,14227.212500000001,14249.26816455121,2023-06-08 10:10:00,stop,-20.64635534185802,18.47989499713162,False,2023-06
short,14233.0,14233.0,2023-10-26 07:00:00,40702,14225.956959509227,14214.743682208478,5.865869950052935,5.071199386533671,7,14227.212500000001,14225.956959509227,2023-10-26 07:20:00,stop,7.917988772189517,33.39557079964137,True,2023-10
short,14229.2,14229.2,2023-10-26 08:00:00,40714,14238.190524753676,14211.21895049265,5.9488334502047095,4.994735974264058,9,14227.212500000001,14238.190524753676,2023-10-26 08:05:00,stop,-87.34199076141849,33.858856371861144,False,2023-10
short,14230.7,14230.7,2023-10-26 09:10:00,40728,14235.212256648787,14200.944845080461,3.545821529047682,8.265320810983127,7,14227.212500000001,14235.212256648787,2023-10-26 09:30:00,stop,-36.18346574322222,20.183808973367544,False,2023-10
short,14232.2,14232.2,2023-10-26 11:00:00,40750,14246.150376719363,14178.423304762873,1.9498895063793211,14.937970899201932,7,14227.212500000001,14246.150376719363,2023-10-26 11:30:00,stop,-38.30218014819883,11.10048697307671,False,2023-10
short,14236.7,14236.7,2023-10-26 12:15:00,40765,14260.477288962526,14189.145422074951,2.192106088378004,13.209604979180302,7,14227.212500000001,14260.477288962526,2023-10-26 12:25:00,stop,-64.60568259923825,12.483342699364453,False,2023-10
short,14251.7,14251.7,2023-10-26 13:50:00,40784,14239.823587523299,14212.893856145156,2.660733754703442,10.779484404123384,8,14227.212500000001,14239.823587523299,2023-10-26 14:00:00,stop,16.431979860779755,15.167991700762819,True,2023-10
short,14243.2,14243.2,2023-10-26 14:50:00,40796,14253.987503690158,14200.956233394296,2.4471465715996645,11.734379612695793,7,14227.212500000001,14253.987503690158,2023-10-26 15:05:00,stop,-40.34068189092948,13.942079219443338,False,2023-10
short,14230.5,14230.5,2023-10-27 08:30:00,40993,14230.914401923446,14208.38519134449,4.64459476541773,6.14300240430842,5,14227.212500000001,14230.914401923446,2023-10-27 08:35:00,stop,-28.362691328128747,26.4379623237108,False,2023-10
short,14227.9,14227.9,2023-10-27 10:40:00,41019,14234.364702760173,14183.05883757922,2.277643477355719,12.455878450216689,6,14227.212500000001,14234.364702760173,2023-10-27 11:00:00,stop,-27.6867215273397,12.962433452587772,False,2023-10
short,14243.2,14243.2,2023-10-27 12:25:00,41040,14248.903581878436,14209.883881547035,3.0511906755494795,9.254477348045697,5,14227.212500000001,14248.903581878436,2023-10-27 12:30:00,stop,-34.78620345670906,17.383487611994543,False,2023-10
short,14245.3,14245.3,2023-10-27 13:25:00,41052,14243.770612761502,14215.282242573245,3.3661788011334743,8.338265951876371,6,14227.212500000001,14243.770612761502,2023-10-27 13:30:00,stop,-14.032699849361018,19.18089075031467,False,2023-10
short,14236.1,14236.1,2023-10-27 15:30:00,41077,14231.345954477247,14180.99320485239,1.8276224266823742,15.307443096558735,5,14227.212500000001,14231.345954477247,2023-10-27 15:35:00,stop,-1.7186860365437955,10.40728625139718,False,2023-10
short,14255.4,14255.4,2023-10-30 07:10:00,41250,14255.823803214707,14243.592885533822,8.521769002437006,3.2797540183825653,6,14227.212500000001,14255.823803214707,2023-10-30 07:25:00,stop,-52.20404343316571,48.5924903349362,False,2023-10
short,14251.0,14251.0,2023-10-30 08:10:00,41262,14257.664567366095,14234.959446852576,6.205926760179597,4.455709207617965,5,14227.212500000001,14257.664567366095,2023-10-30 08:25:00,stop,-76.73608186599682,35.37626490372778,False,2023-10
short,14252.6,14252.6,2023-10-31 07:40:00,41529,14256.501612787206,14221.992742457576,3.2091917705821045,8.50201598400681,8,14227.212500000001,14256.501612787206,2023-10-31 08:05:00,stop,-30.81675430045727,18.2957306517594,False,2023-10
short,14252.4,14252.4,2023-10-31 08:40:00,41541,14255.708487050202,14226.71180827409,3.801943530807594,7.135608812752659,6,14227.212500000001,14255.708487050202,2023-10-31 08:50:00,stop,-34.253408928671064,21.67472799139286,False,2023-10
long,16909.0,16909.0,2023-12-29 07:10:00,52899,16905.973616289568,16919.918726696953,8.88691385201647,3.032979638042259,6,16938.770986025498,16905.973616289568,2023-12-29 07:20:00,stop,-87.00274184725488,60.107530529498604,False,2023-12
long,16916.4,16916.4,2023-12-29 08:10:00,52911,16916.418074491256,16926.218664789347,9.715678707502363,2.72740688592961,8,16938.770986025498,16916.418074491256,2023-12-29 08:25:00,stop,-65.56611696521097,65.7417229150372,False,2023-12
long,16925.4,16925.4,2023-12-29 09:10:00,52923,16922.898782966848,16933.955476649182,10.989086708693002,2.3765212914389493,8,16938.770986025498,16922.898782966848,2023-12-29 09:20:00,stop,-101.88396612631206,74.39787527172501,False,2023-12
long,16928.2,16928.2,2023-12-29 10:10:00,52935,16933.715651613056,16942.979567741244,6.229526850264678,4.1054354836781775,9,16938.770986025498,16933.715651613056,2023-12-29 10:20:00,stop,-7.821970750425145,42.181870570660216,False,2023-12
long,16928.9,16928.9,2023-12-29 11:10:00,52947,16930.161189150618,16944.374648822206,5.923554999408442,4.2985135617239045,5,16938.770986025498,16930.161189150618,2023-12-29 11:15:00,stop,-32.64098479345898,40.111708091794235,False,2023-12
long,16923.2,16923.2,2023-12-29 12:10:00,52959,16917.39422959458,16938.525966824385,5.932883627704179,4.257213006772979,6,16938.770986025498,16917.39422959458,2023-12-29 12:30:00,stop,-74.60631066786533,40.161350483345345,False,2023-12
long,16923.0,16923.0,2023-12-29 13:10:00,52971,16921.450683458133,16938.071924438394,5.944931598790093,4.1866456773316205,6,16938.770986025498,16921.450683458133,2023-12-29 13:25:00,stop,-49.453011844800685,40.242430978529896,False,2023-12
short,16223.8,16223.8,2024-01-05 12:25:00,54054,16227.644719650454,16193.898761572958,2.9640083597861926,8.305899563066713,9,16193.49016333204,16227.644719650454,2024-01-05 12:55:00,stop,-30.630772715982154,19.234991530999693,False,2024-01
short,16218.1,16218.1,2024-01-05 13:25:00,54066,16221.293566792288,16187.078949434705,2.838847921078645,8.616958490360037,9,16193.49016333204,16221.293566792288,2024-01-05 13:45:00,stop,-27.482338236650925,18.41628778753823,False,2024-01
short,16224.3,16224.3,2024-01-05 15:00:00,54085,16236.55593344426,16193.448299500827,2.8377812807916025,8.569916805325686,9,16193.49016333204,16236.55593344426,2024-01-05 15:10:00,stop,-53.19606444033119,18.41640593357888,False,2024-01
long,17082.8,17082.8,2024-01-19 10:55:00,56720,17076.10451256205,17120.129693470768,2.3219241937068076,10.369359297436226,9,17116.7,17076.10451256205,2024-01-19 11:05:00,stop,-31.4124009173334,15.86598664650186,False,2024-01
long,17098.8,17098.8,2024-01-19 11:55:00,56732,17089.518446715698,17137.416989779354,2.23025884166966,10.726941605376302,9,17116.7,17089.518446715698,2024-01-19 12:15:00,stop,-35.954166229517924,15.253899952776472,False,2024-01
long,17108.1,17108.1,2024-01-19 12:55:00,56744,17106.461826390878,17137.971781241038,2.8627602276928177,8.297717011400028,9,17116.7,17106.461826390878,2024-01-19 13:20:00,stop,-24.280253554803373,19.590555300556595,False,2024-01
long,17112.1,17112.1,2024-01-19 14:05:00,56758,17103.520039762123,17139.90982107045,3.057865407148444,7.7249502973473945,8,17116.7,17103.520039762123,2024-01-19 14:15:00,stop,-47.166963059575004,20.930599453465952,False,2024-01
long,17115.5,17115.5,2024-01-19 15:20:00,56773,17103.615176342697,17150.98170645786,2.373951158503222,9.856029571628076,9,17116.7,17103.615176342697,2024-01-19 15:40:00,stop,-44.46653531120586,16.252544421344762,False,2024-01
long,17467.3,17467.3,2024-01-24 07:00:00,57492,17466.734758387494,17478.843587256262,7.2330668961413815,3.20655201562895,9,17493.270703125003,17466.734758387494,2024-01-24 07:05:00,stop,-54.62529015371895,50.53685975798814,False,2024-01
long,17478.9,17478.9,2024-01-24 08:00:00,57504,17479.842995121595,17496.25652195283,4.746171323346295,4.8212560980079875,9,17493.270703125003,17479.842995121595,2024-01-24 08:05:00,stop,-28.707525173292918,33.183141577455025,False,2024-01
long,17492.9,17492.9,2024-01-25 07:00:00,57765,17489.164218749353,17508.361015627914,5.2870290923514185,4.294726563309272,5,17493.270703125003,17489.164218749353,2024-01-25 07:05:00,stop,-56.7453726386792,36.994188483837654,False,2024-01
long,17492.0,17492.0,2024-01-25 10:20:00,57805,17496.728068882032,17529.223690030853,2.1676906512727365,10.339913897458576,7,17493.270703125003,17496.728068882032,2024-01-25 10:25:00,stop,-4.91790723467089,15.166897948825083,False,2024-01
long,17461.3,17461.3,2024-01-26 14:15:00,58125,17461.83279929729,17497.15240316219,2.245719081496233,9.959000878385675,8,17493.270703125003,17461.83279929729,2024-01-26 14:30:00,stop,-14.488752290554489,15.68526983909207,False,2024-01
long,17458.8,17458.8,2024-01-26 15:20:00,58138,17444.855399834832,17496.800700743242,2.110534408819849,10.555750206456477,8,17493.270703125003,17444.855399834832,2024-01-26 15:30:00,stop,-44.16951772050102,14.738959254681593,False,2024-01
long,17464.3,17464.3,2024-01-29 10:30:00,58353,17464.503268634995,17495.33529114252,2.5609632643694016,8.62091420625647,7,17493.270703125003,17464.503268634995,2024-01-29 10:45:00,stop,-17.369608788147946,17.890172295170615,False,2024-01
long,17459.1,17459.1,2024-01-29 12:45:00,58380,17447.02586987021,17485.983585584057,2.9427560746517667,7.467662662238675,7,17493.270703125003,17447.02586987021,2024-01-29 13:00:00,stop,-56.08236881875477,20.551149033181062,False,2024-01
long,17462.5,17462.5,2024-01-29 14:00:00,58395,17459.473050958968,17489.17127068464,2.9313497847042544,7.408686301289626,7,17493.270703125003,17459.473050958968,2024-01-29 14:05:00,stop,-29.348524665898864,20.475478246159216,False,2024-01
short,17499.9,17499.9,2024-02-21 07:00:00,62908,17499.903234801128,17487.285443394918,6.153891755091524,3.5040435014126143,7,17493.270703125003,17499.903234801128,2024-02-21 07:05:00,stop,-43.09690274595147,43.07699612997047,False,2024-02
short,17500.6,17500.6,2024-02-21 08:10:00,62922,17506.291677340865,17479.037451966098,3.558193593548937,5.989596676083577,8,17493.270703125003,17506.291677340865,2024-02-21 08:20:00,stop,-45.16029897212415,24.908209121305006,False,2024-02
short,17499.7,17499.7,2024-02-21 09:10:00,62934,17513.569990083415,17471.48504462463,2.6906694558031905,7.83748760426948,7,17493.270703125003,17513.569990083415,2024-02-21 09:25:00,stop,-56.15392198002405,18.83436331028764,False,2024-02
short,17495.5,17495.5,2024-02-21 10:10:00,62946,17487.882925184007,17459.126836671967,2.061935677633556,10.103656480009485,8,17493.270703125003,17487.882925184007,2024-02-21 10:15:00,stop,1.2760800630847946,14.429838259215153,True,2024-02
long,18203.1,18203.1,2024-03-13 07:10:00,67005,18198.906247306975,18217.4718871186,5.212675190759046,3.992190866278793,8,18237.39426275742,18198.906247306975,2024-03-13 07:25:00,stop,-59.81540972506373,37.954739105962396,False,2024-03
long,18211.4,18211.4,2024-03-13 08:10:00,67017,18212.14696861341,18224.688641239638,5.554584489606743,3.691289233232798,9,18237.39426275742,18212.14696861341,2024-03-13 08:20:00,stop,-36.31360371533951,40.4627039896097,False,2024-03
long,18217.4,18217.4,2024-03-13 09:10:00,67029,18210.39236626266,18234.984351818042,4.1526268294284066,4.8845421716777135,9,18237.39426275742,18210.39236626266,2024-03-13 09:20:00,stop,-59.360113469469766,30.260025600971627,False,2024-03
long,18235.7,18235.7,2024-03-13 10:10:00,67041,18236.09767554216,18263.16046006028,2.6211647296481737,7.62790557230026,9,18237.39426275742,18236.09767554216,2024-03-13 10:15:00,stop,-18.077136359222294,19.11950946417808,False,2024-03
long,18219.7,18219.7,2024-03-13 11:10:00,67053,18221.13773998875,18252.83017005063,2.160914742823063,9.202825014064004,7,18237.39426275742,18221.13773998875,2024-03-13 11:15:00,stop,-12.641653797891488,15.748487335925347,False,2024-03
long,18201.8,18201.8,2024-03-13 13:20:00,67079,18201.31736698798,18236.82184855408,2.03599333770225,9.728291265021724,8,18237.39426275742,18201.31736698798,2024-03-13 13:45:00,stop,-15.806135010702409,14.823497413675526,False,2024-03
long,18221.1,18221.1,2024-03-13 14:20:00,67091,18214.544872399278,18250.148074203255,2.443507940024461,8.068909500904343,9,18237.39426275742,18214.544872399278,2024-03-13 14:25:00,stop,-33.82686735062684,17.80936101039188,False,2024-03
long,18402.0,18402.0,2024-03-21 10:20:00,68681,18403.14749919607,18426.536253617676,2.868447619786322,6.815626004909717,9,18432.4859375,18403.14749919607,2024-03-21 10:35:00,stop,-17.82252790204574,21.11406923972316,False,2024-03
long,18400.3,18400.3,2024-03-21 14:35:00,68732,18395.8798977522,18434.590460115112,2.040907126292609,9.525127809753615,9,18432.4859375,18395.8798977522,2024-03-21 14:50:00,stop,-24.042339534847734,15.021321358368759,False,2024-03
long,18412.8,18412.8,2024-03-21 15:35:00,68744,18408.14442298972,18452.65009654626,1.7450874260508857,11.069471262849685,9,18432.4859375,18408.14442298972,2024-03-21 15:45:00,stop,-20.977167205004747,12.852778303355901,False,2024-03
short,18273.4,18273.4,2024-03-25 13:30:00,69265,18269.9667067258,18242.499819733883,2.238118095920255,8.583383407254997,7,18237.39426275742,18269.9667067258,2024-03-25 13:45:00,stop,-8.675095080007425,16.359210885595676,False,2024-03
short,18239.8,18239.8,2024-03-25 15:00:00,69283,18236.729337729936,18204.567980215295,1.9562400122004806,9.786672162417839,7,18237.39426275742,18236.729337729936,2024-03-25 15:05:00,stop,-8.265618233160914,14.27257062981373,False,2024-03
short,18270.5,18270.5,2024-03-27 10:00:00,69769,18270.522920298972,18243.39685865462,2.535007263116475,7.528650373715973,6,18237.39426275742,18270.522920298972,2024-03-27 10:10:00,stop,-18.58444320467507,18.526340080307822,False,2024-03
short,18268.0,18268.0,2024-03-27 11:00:00,69781,18278.50697271236,18238.718622794382,2.333114084718412,8.13371589044906,4,18237.39426275742,18278.50697271236,2024-03-27 11:15:00,stop,-41.56249726281148,17.048531239854384,False,2024-03
short,18272.3,18272.3,2024-03-28 09:25:00,70035,18271.235666068147,18255.48950269334,4.022223594255621,4.669582585183335,5,18237.39426275742,18271.235666068147,2024-03-28 09:30:00,stop,-25.117121419664173,29.398110472526792,False,2024-03
short,18267.7,18267.7,2024-03-28 10:25:00,70047,18272.67637447871,18249.3563148458,3.6556532594809443,5.0954680983882845,6,18237.39426275742,18272.67637447871,2024-03-28 10:35:00,stop,-44.90405040277744,26.71215081928802,False,2024-03
short,18268.3,18268.3,2024-03-28 11:30:00,70060,18266.298255800957,18238.15784889568,2.1976703133827025,8.372819751200236,8,18237.39426275742,18266.298255800957,2024-03-28 11:55:00,stop,-11.659906433166721,16.05908023438769,False,2024-03
short,18240.9,18240.9,2024-03-28 12:30:00,70072,18251.915395621738,18212.930719702184,2.358546866753084,7.769244527171564,8,18237.39426275742,18251.915395621738,2024-03-28 12:50:00,stop,-43.18913384639454,17.208807016702536,False,2024-03
short,18269.7,18269.7,2024-03-28 13:35:00,70085,18277.201163057973,18240.89476623911,2.264926902880259,8.001453822468907,5,18237.39426275742,18277.201163057973,2024-03-28 13:50:00,stop,-33.54140002791294,16.55181401502059,False,2024-03
short,18258.7,18258.7,2024-03-28 14:35:00,70097,18264.726418590137,18225.73111634439,1.9611312067974045,9.158023237670081,5,18237.39426275742,18264.726418590137,2024-03-28 14:50:00,stop,-26.14168010856047,14.323082546220709,False,2024-03
short,18271.5,18271.5,2024-03-28 15:35:00,70109,18271.12457130958,18224.139429106883,1.3553481362337556,13.155714136976531,4,18237.39426275742,18271.12457130958,2024-03-28 15:40:00,stop,-9.396860812630457,9.905697388478027,False,2024-03
