direction,entry_price,entry,entry_ts,entry_bar,stop,target,qty,atr,score,zone,exit_price,exit_ts,exit_reason,pnl,fee,win,month
short,21132.15,21132.15,2025-05-19 10:25:00,9394,21137.827671705752,21057.550477324115,1.4767937806154872,20.722089632190126,7,21119.11953125,21137.827671705752,2025-05-19 10:50:00,stop,-20.867881339843002,12.483131076413429,False,2025-05
short,21122.55,21122.55,2025-05-19 14:00:00,9437,21130.403175836615,21064.26070873523,1.8835119879848958,16.191469795769432,6,21119.11953125,21130.403175836615,2025-05-19 14:05:00,stop,-30.70538128874231,15.913830456724144,False,2025-05
short,21160.15,21160.15,2025-05-21 13:20:00,9975,21189.791531170864,21097.41310973111,1.7413567400116046,17.426913963580233,8,21119.11953125,21189.791531170864,2025-05-21 13:30:00,stop,-66.355428017508,14.738947928862624,False,2025-05
short,21123.75,21123.75,2025-05-22 08:25:00,10189,21126.740283639785,21087.343723620972,2.9724313731709744,10.112854549729501,6,21119.11953125,21126.740283639785,2025-05-22 08:35:00,stop,-34.003971793185116,25.11555888760815,False,2025-05
short,21120.45,21120.45,2025-05-22 10:35:00,10215,21115.836482137798,21052.11083037992,1.5739625484185809,18.983102672244843,6,21119.11953125,21115.836482137798,2025-05-22 10:40:00,stop,-6.035614590731888,13.297118922298889,False,2025-05
short,21124.65,21124.65,2025-05-22 11:35:00,10227,21129.851651903606,21059.392566433762,1.6455706157415149,18.127064879510797,6,21119.11953125,21129.851651903606,2025-05-22 12:25:00,stop,-22.464526849016607,13.904841323129597,False,2025-05
short,21121.65,21121.65,2025-05-22 12:50:00,10242,21129.921810592736,21074.5268523327,2.2700919434630578,13.089763240916769,7,21119.11953125,21129.921810592736,2025-05-22 13:00:00,stop,-37.95700558347701,19.1792349990586,False,2025-05
short,21125.95,21125.95,2025-05-22 13:50:00,10254,21126.921772602993,21085.127023286524,2.60412722700601,11.339715753743468,7,21119.11953125,21126.921772602993,2025-05-22 13:55:00,stop,-24.536484130457364,22.00586463654705,False,2025-05
long,21087.65,21087.65,2025-05-22 15:45:00,10277,21107.33128324225,21203.38422540987,0.9142556831567198,32.148395947186025,4,21119.11953125,21107.33128324225,2025-05-22 16:15:00,stop,10.281923513273917,7.711801542767922,True,2025-05
short,21119.35,21119.35,2025-05-22 15:55:00,10279,21121.817302809155,21008.347137358807,0.9527384086279486,30.834128511441875,5,21119.11953125,21121.817302809155,2025-05-22 16:15:00,stop,-10.399180516101731,8.048486364102667,False,2025-05
short,21120.95,21120.95,2025-05-23 07:00:00,10445,21106.17741448824,21084.82663480293,2.926048255102432,10.034268110298356,7,21119.11953125,21106.17741448824,2025-05-23 07:35:00,stop,18.50493050259615,24.720367557442284,True,2025-05
short,21119.35,21119.35,2025-05-23 08:25:00,10462,21113.72175081081,21091.577121351347,3.8089222761427544,7.714688513514496,6,21119.11953125,21113.72175081081,2025-05-23 08:30:00,stop,-10.73922135668526,32.17678506906219,False,2025-05
long,21098.25,21098.25,2025-05-23 10:00:00,10481,21096.727013970187,21152.353437134167,1.9482893351412747,15.028732537268578,5,21119.11953125,21096.727013970187,2025-05-23 10:05:00,stop,-19.409415625511933,16.44219818605776,False,2025-05
short,21152.75,21152.75,2025-05-23 10:25:00,10486,21158.29720465115,21092.23757906982,1.7355498382406578,16.80900581393884,4,21119.11953125,21158.29720465115,2025-05-23 11:00:00,stop,-24.312110871328393,14.68466073633803,False,2025-05
short,21137.15,21137.15,2025-05-23 11:40:00,10501,21122.639076755862,21079.14915459862,1.803062687377301,16.111345944828333,4,21119.11953125,21122.639076755862,2025-05-23 12:00:00,stop,10.919461667904379,15.244642592998847,True,2025-05
long,21109.75,21109.75,2025-05-23 12:00:00,10505,21116.71552333384,21166.155144997705,1.8548896585413672,15.668095832696062,3,21119.11953125,21116.71552333384,2025-05-23 12:15:00,stop,-2.7422255894858907,15.66250278775745,False,2025-05
short,21120.45,21120.45,2025-05-23 12:50:00,10515,21103.483485333032,21044.249316001362,1.3710807565568357,21.1668566662889,5,21119.11953125,21103.483485333032,2025-05-23 13:35:00,stop,11.679324739791598,11.583137025928329,True,2025-05
short,20690.35,20690.35,2025-05-23 15:20:00,10545,20757.416525433666,20473.150635548514,0.4813997514137981,60.333156792078896,8,20668.15,20757.416525433666,2025-05-23 16:25:00,stop,-36.26994041062038,3.9841317386657913,False,2025-05
long,21113.55,21113.55,2025-05-27 07:05:00,10946,21111.22664662567,21157.755090184488,2.3532143364512,12.279191717913879,3,21119.11953125,21111.22664662567,2025-05-27 08:00:00,stop,-25.341231890466382,19.873883421351696,False,2025-05
short,21119.85,21119.85,2025-05-27 07:45:00,10954,21119.31691097477,21090.298900613547,3.515433839660644,8.208638718459069,5,21119.11953125,21119.31691097477,2025-05-27 08:00:00,stop,-27.824134952578,29.69817415142274,False,2025-05
short,21160.65,21160.65,2025-06-02 09:10:00,12063,21182.987020850447,21115.97595829911,2.304083725323554,12.409456028025183,8,21119.11953125,21182.987020850447,2025-06-02 09:20:00,stop,-70.96872992663197,19.502363712907147,False,2025-06
short,21128.65,21128.65,2025-06-02 10:25:00,12078,21174.425704276844,21037.098591446316,1.111972554772752,25.430946820467977,8,21119.11953125,21174.425704276844,2025-06-02 10:30:00,stop,-60.29911839900237,9.397791567759723,False,2025-06
long,21999.85,21999.85,2025-06-11 15:45:00,14053,21974.39330959505,22137.805106822278,0.7313443031427519,38.32086300618894,9,22013.80032341426,21974.39330959505,2025-06-11 16:30:00,stop,-25.053391491526796,6.435785986998027,False,2025-06
long,22010.15,22010.15,2025-06-24 07:10:00,16361,22009.029159921556,22043.093780352996,3.0505571128845643,9.15105009805402,7,22013.80032341426,22009.029159921556,2025-06-24 07:15:00,stop,-30.276474528969963,26.85728785526248,False,2025-06
long,22187.05,22187.05,2025-06-25 07:00:00,16632,22186.986432760248,22203.086052578874,6.228778019493983,4.454459049687288,7,22195.800000000003,22186.986432760248,2025-06-25 07:05:00,stop,-55.675229968687376,55.27928374296559,False,2025-06
long,22191.65,22191.65,2025-06-25 10:40:00,16676,22185.08339972249,22225.249701248787,2.9380798027347272,9.333250346885029,7,22195.800000000003,22185.08339972249,2025-06-25 10:45:00,stop,-45.373531109729356,26.080335461743246,False,2025-06
long,22332.85,22332.85,2025-06-26 11:10:00,16955,22331.01158400474,22368.572871978675,2.740563857565726,9.923019994077068,9,22375.3125,22331.01158400474,2025-06-26 11:15:00,stop,-29.520137050350584,24.481840618574687,False,2025-06
long,22337.35,22337.35,2025-06-26 12:10:00,16967,22332.460198650515,22365.654106072678,3.4382346073849246,7.862251686855048,8,22375.3125,22332.460198650515,2025-06-26 12:25:00,stop,-47.53270414593989,30.720419922907855,False,2025-06
long,22343.25,22343.25,2025-06-26 13:10:00,16979,22343.694208903893,22372.751059932485,3.2688878451613745,8.194738870134293,9,22375.3125,22343.694208903893,2025-06-26 13:15:00,stop,-27.762962251912423,29.215031338560753,False,2025-06
long,22349.55,22349.55,2025-06-26 14:10:00,16991,22344.8565937592,22379.670328083597,3.1819862411780964,8.366757800999151,9,22375.3125,22344.8565937592,2025-06-26 14:15:00,stop,-43.38073832109365,28.446384238608772,False,2025-06
