<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.05	14:15:00	25671.55	25674.85	25664.55	25666.05	137	0	160
2025.12.05	14:16:00	25666.25	25668.65	25662.25	25667.05	164	0	160
2025.12.05	14:17:00	25667.25	25671.65	25666.55	25669.85	143	0	160
2025.12.05	14:18:00	25669.35	25669.85	25665.55	25666.35	110	0	160
2025.12.05	14:19:00	25666.25	25668.55	25662.55	25663.25	178	0	170
2025.12.05	14:20:00	25663.05	25664.75	25660.55	25662.35	144	0	160
2025.12.05	14:21:00	25662.15	25662.75	25658.65	25660.15	116	0	160
2025.12.05	14:22:00	25659.85	25660.35	25647.15	25650.65	178	0	160
2025.12.05	14:23:00	25650.35	25656.55	25648.35	25655.05	173	0	160
2025.12.05	14:24:00	25655.35	25662.35	25654.05	25659.05	157	0	170
2025.12.05	14:25:00	25658.85	25660.75	25654.55	25659.35	176	0	170
2025.12.05	14:26:00	25659.95	25664.55	25658.05	25661.55	163	0	170
2025.12.05	14:27:00	25661.25	25664.55	25661.25	25664.35	124	0	170
2025.12.05	14:28:00	25664.05	25669.05	25664.05	25668.85	142	0	170
2025.12.05	14:29:00	25669.25	25669.75	25666.35	25668.85	155	0	160
2025.12.05	14:30:00	25669.15	25672.05	25667.65	25671.65	144	0	160
2025.12.05	14:31:00	25671.85	25673.15	25666.65	25670.85	68	0	160
2025.12.05	14:32:00	25670.75	25673.35	25670.15	25670.85	127	0	160
2025.12.05	14:33:00	25671.15	25673.55	25670.25	25673.45	103	0	150
2025.12.05	14:34:00	25673.35	25673.55	25669.95	25673.35	88	0	150
2025.12.05	14:35:00	25673.45	25673.45	25670.95	25671.15	83	0	150
2025.12.05	14:36:00	25671.45	25673.65	25670.15	25671.65	107	0	150
2025.12.05	14:37:00	25671.55	25674.55	25671.55	25673.85	104	0	150
2025.12.05	14:38:00	25673.65	25675.15	25668.95	25669.05	84	0	150
2025.12.05	14:39:00	25669.35	25672.95	25669.35	25672.55	97	0	150
2025.12.05	14:40:00	25672.65	25673.95	25666.65	25666.85	106	0	150
2025.12.05	14:41:00	25667.15	25671.85	25666.55	25670.95	116	0	150
2025.12.05	14:42:00	25671.95	25671.95	25664.75	25665.35	143	0	150
2025.12.05	14:43:00	25665.65	25666.25	25663.85	25664.65	130	0	160
2025.12.05	14:44:00	25664.55	25666.85	25662.85	25663.15	105	0	160
2025.12.05	14:45:00	25662.85	25665.15	25661.35	25664.45	100	0	150
2025.12.05	14:46:00	25664.35	25665.65	25662.05	25665.55	95	0	150
2025.12.05	14:47:00	25665.65	25666.65	25662.95	25664.65	85	0	150
2025.12.05	14:48:00	25663.95	25665.45	25662.45	25662.65	67	0	150
2025.12.05	14:49:00	25662.35	25662.45	25656.95	25657.95	106	0	140
2025.12.05	14:50:00	25657.65	25658.95	25653.55	25656.15	120	0	150
2025.12.05	14:51:00	25656.05	25656.55	25654.15	25654.65	107	0	150
2025.12.05	14:52:00	25654.85	25655.65	25652.15	25653.15	123	0	150
2025.12.05	14:53:00	25654.45	25658.45	25652.65	25655.95	156	0	150
2025.12.05	14:54:00	25656.05	25657.15	25653.95	25656.45	97	0	150
2025.12.05	14:55:00	25656.15	25659.55	25654.45	25658.45	112	0	140
2025.12.05	14:56:00	25658.15	25661.65	25655.65	25659.95	111	0	150
2025.12.05	14:57:00	25660.15	25663.05	25659.95	25662.15	118	0	150
2025.12.05	14:58:00	25661.65	25662.65	25659.35	25659.45	94	0	150
2025.12.05	14:59:00	25659.55	25663.05	25659.35	25661.15	100	0	150
2025.12.05	15:00:00	25660.95	25662.65	25659.45	25660.95	119	0	150
2025.12.05	15:01:00	25659.65	25664.35	25658.65	25663.65	115	0	150
2025.12.05	15:02:00	25663.45	25665.15	25662.85	25663.95	110	0	150
2025.12.05	15:03:00	25664.65	25665.05	25662.95	25663.65	90	0	150
2025.12.05	15:04:00	25663.45	25666.35	25662.45	25665.15	112	0	150
2025.12.05	15:05:00	25665.45	25665.85	25664.25	25664.25	78	0	140
2025.12.05	15:06:00	25664.35	25665.45	25661.75	25662.65	70	0	140
2025.12.05	15:07:00	25662.75	25665.45	25661.65	25662.35	104	0	140
2025.12.05	15:08:00	25662.45	25666.05	25661.65	25664.85	91	0	140
2025.12.05	15:09:00	25664.65	25667.85	25664.55	25664.95	69	0	150
2025.12.05	15:10:00	25664.85	25666.35	25662.95	25663.45	89	0	150
2025.12.05	15:11:00	25663.65	25664.45	25662.65	25663.15	74	0	150
2025.12.05	15:12:00	25662.95	25664.15	25660.75	25661.45	83	0	140
2025.12.05	15:13:00	25661.25	25663.95	25658.95	25663.65	98	0	140
2025.12.05	15:14:00	25663.55	25665.75	25661.65	25662.45	72	0	140
2025.12.05	15:15:00	25662.65	25662.65	25659.95	25661.65	81	0	150
2025.12.05	15:16:00	25661.45	25662.05	25660.45	25661.65	87	0	150
2025.12.05	15:17:00	25661.95	25662.15	25659.95	25660.95	84	0	150
2025.12.05	15:18:00	25661.45	25661.45	25654.95	25655.45	88	0	140
2025.12.05	15:19:00	25655.75	25655.85	25651.15	25651.25	116	0	140
2025.12.05	15:20:00	25651.45	25651.45	25641.65	25646.45	185	0	140
2025.12.05	15:21:00	25646.65	25650.95	25646.15	25650.15	144	0	150
2025.12.05	15:22:00	25650.65	25651.65	25645.85	25647.45	134	0	150
2025.12.05	15:23:00	25646.95	25647.65	25644.45	25644.95	107	0	150
2025.12.05	15:24:00	25647.45	25647.45	25638.55	25642.35	180	0	150
2025.12.05	15:25:00	25642.35	25642.35	25636.95	25637.05	137	0	160
2025.12.05	15:26:00	25636.75	25640.55	25634.45	25638.85	162	0	170
2025.12.05	15:27:00	25639.05	25639.25	25635.45	25638.55	126	0	170
2025.12.05	15:28:00	25638.35	25643.35	25638.35	25640.75	114	0	170
2025.12.05	15:29:00	25640.85	25646.55	25640.75	25645.65	138	0	160
2025.12.05	15:30:00	25644.85	25646.85	25637.15	25638.25	195	0	160
2025.12.05	15:31:00	25638.05	25638.35	25628.85	25635.05	231	0	170
2025.12.05	15:32:00	25634.85	25635.75	25625.85	25626.75	188	0	170
2025.12.05	15:33:00	25627.05	25627.05	25618.75	25623.05	235	0	170
2025.12.05	15:34:00	25623.15	25624.75	25620.55	25620.95	177	0	180
2025.12.05	15:35:00	25621.55	25621.55	25610.75	25612.25	227	0	180
2025.12.05	15:36:00	25612.55	25614.55	25605.55	25611.15	253	0	180
2025.12.05	15:37:00	25609.55	25609.55	25600.65	25600.75	239	0	180
2025.12.05	15:38:00	25600.65	25600.75	25584.65	25585.25	287	0	180
2025.12.05	15:39:00	25585.05	25591.15	25583.25	25584.25	250	0	180
2025.12.05	15:40:00	25583.85	25593.45	25579.95	25590.95	290	0	190
2025.12.05	15:41:00	25591.25	25594.45	25584.25	25587.95	264	0	190
2025.12.05	15:42:00	25588.15	25588.25	25568.25	25568.75	299	0	190
2025.12.05	15:43:00	25568.45	25575.25	25564.75	25571.35	296	0	190
2025.12.05	15:44:00	25571.15	25576.25	25567.25	25572.35	271	0	190
2025.12.05	15:45:00	25572.45	25573.35	25555.25	25556.35	296	0	190
2025.12.05	15:46:00	25556.45	25558.45	25550.45	25554.45	302	0	190
2025.12.05	15:47:00	25554.25	25562.35	25544.25	25544.45	294	0	190
2025.12.05	15:48:00	25542.75	25556.45	25540.75	25552.25	303	0	190
2025.12.05	15:49:00	25552.45	25554.75	25545.45	25545.75	256	0	190
2025.12.05	15:50:00	25545.65	25549.65	25538.95	25546.45	305	0	190
2025.12.05	15:51:00	25546.75	25547.65	25538.25	25546.45	308	0	190
2025.12.05	15:52:00	25546.95	25559.65	25542.95	25555.95	274	0	190
2025.12.05	15:53:00	25556.95	25563.65	25554.95	25562.95	250	0	190
2025.12.05	15:54:00	25563.85	25579.25	25562.45	25578.85	268	0	190
2025.12.05	15:55:00	25578.95	25584.15	25577.95	25583.15	267	0	190
2025.12.05	15:56:00	25582.85	25583.25	25573.95	25580.75	219	0	180
2025.12.05	15:57:00	25580.55	25580.55	25574.65	25576.25	185	0	180
2025.12.05	15:58:00	25576.45	25576.95	25565.15	25567.55	242	0	180
2025.12.05	15:59:00	25567.25	25574.05	25565.25	25571.75	216	0	180
2025.12.05	16:00:00	25572.05	25582.15	25569.55	25579.25	309	0	180
2025.12.05	16:01:00	25579.65	25585.45	25576.25	25585.25	267	0	190
2025.12.05	16:02:00	25584.85	25588.65	25584.25	25584.75	244	0	190
2025.12.05	16:03:00	25584.95	25587.65	25580.75	25587.25	247	0	180
2025.12.05	16:04:00	25587.15	25589.45	25582.45	25587.05	259	0	180
2025.12.05	16:05:00	25587.55	25589.05	25584.05	25584.45	247	0	180
2025.12.05	16:06:00	25585.55	25588.55	25583.45	25585.45	224	0	170
2025.12.05	16:07:00	25585.35	25592.55	25585.35	25591.85	221	0	170
2025.12.05	16:08:00	25592.05	25601.35	25592.05	25600.55	231	0	170
2025.12.05	16:09:00	25601.75	25601.75	25595.55	25596.55	209	0	170
2025.12.05	16:10:00	25596.85	25602.65	25596.35	25600.15	187	0	160
2025.12.05	16:11:00	25600.35	25600.75	25597.85	25599.75	195	0	160
2025.12.05	16:12:00	25599.15	25600.35	25596.25	25598.35	200	0	160
2025.12.05	16:13:00	25598.25	25603.85	25597.85	25602.35	179	0	160
2025.12.05	16:14:00	25602.25	25610.55	25602.25	25609.85	227	0	160
2025.12.05	16:15:00	25610.25	25613.25	25608.25	25612.85	224	0	160
2025.12.05	16:16:00	25612.65	25614.35	25610.65	25613.35	193	0	160
2025.12.05	16:17:00	25613.05	25613.05	25608.55	25609.15	161	0	160
2025.12.05	16:18:00	25608.85	25613.75	25603.65	25604.55	241	0	160
2025.12.05	16:19:00	25604.35	25610.05	25602.15	25606.55	207	0	160
2025.12.05	16:20:00	25607.55	25614.25	25607.35	25610.85	183	0	170
2025.12.05	16:21:00	25611.05	25612.55	25608.85	25611.35	156	0	170
2025.12.05	16:22:00	25610.55	25612.35	25607.85	25609.55	161	0	170
2025.12.05	16:23:00	25609.85	25611.35	25603.55	25603.55	163	0	170
2025.12.05	16:24:00	25603.85	25608.05	25603.25	25606.35	204	0	160
2025.12.05	16:25:00	25606.15	25621.25	25606.15	25619.65	291	0	160
2025.12.05	16:26:00	25619.55	25622.95	25616.75	25617.75	236	0	180
2025.12.05	16:27:00	25616.95	25623.65	25614.75	25623.65	255	0	180
2025.12.05	16:28:00	25623.25	25636.45	25623.25	25633.75	328	0	190
2025.12.05	16:29:00	25634.95	25642.15	25632.85	25638.15	323	0	190
2025.12.05	16:30:00	25637.95	25699.55	25637.65	25690.55	545	0	60
2025.12.05	16:31:00	25691.15	25731.15	25689.55	25721.05	527	0	100
2025.12.05	16:32:00	25720.95	25731.35	25710.95	25718.35	513	0	100
2025.12.05	16:33:00	25718.05	25733.55	25716.05	25729.45	510	0	100
2025.12.05	16:34:00	25729.05	25733.05	25715.55	25717.05	474	0	100
2025.12.05	16:35:00	25716.85	25726.55	25704.65	25706.15	525	0	100
2025.12.05	16:36:00	25705.95	25719.45	25698.55	25717.55	503	0	100
2025.12.05	16:37:00	25717.95	25735.35	25714.45	25723.95	495	0	100
2025.12.05	16:38:00	25724.05	25728.35	25716.65	25723.45	465	0	100
2025.12.05	16:39:00	25723.15	25725.45	25688.45	25690.45	500	0	100
2025.12.05	16:40:00	25689.65	25698.65	25658.05	25665.65	525	0	100
2025.12.05	16:41:00	25666.05	25679.15	25633.45	25654.45	531	0	100
2025.12.05	16:42:00	25654.65	25667.95	25645.45	25667.95	515	0	100
2025.12.05	16:43:00	25668.15	25677.55	25653.15	25663.95	521	0	100
2025.12.05	16:44:00	25663.15	25667.15	25646.45	25667.15	511	0	100
2025.12.05	16:45:00	25666.95	25688.05	25665.85	25682.15	513	0	100
2025.12.05	16:46:00	25681.95	25701.95	25680.65	25697.95	496	0	100
2025.12.05	16:47:00	25698.85	25701.85	25682.95	25697.05	496	0	100
2025.12.05	16:48:00	25696.15	25704.15	25682.35	25700.55	495	0	100
2025.12.05	16:49:00	25700.65	25709.35	25698.65	25709.35	471	0	100
2025.12.05	16:50:00	25711.05	25714.55	25701.65	25708.65	477	0	100
2025.12.05	16:51:00	25709.15	25720.65	25699.45	25714.45	475	0	100
2025.12.05	16:52:00	25714.05	25732.55	25713.95	25730.85	482	0	100
2025.12.05	16:53:00	25731.35	25750.85	25730.55	25745.85	470	0	100
2025.12.05	16:54:00	25745.55	25761.35	25744.85	25752.15	475	0	100
2025.12.05	16:55:00	25753.15	25757.55	25741.65	25752.65	493	0	100
2025.12.05	16:56:00	25752.85	25757.85	25728.35	25733.05	489	0	100
2025.12.05	16:57:00	25732.85	25743.65	25726.55	25743.65	471	0	100
2025.12.05	16:58:00	25743.85	25749.05	25739.95	25741.55	405	0	100
2025.12.05	16:59:00	25741.45	25749.26	25737.05	25748.26	413	0	100
2025.12.05	17:00:00	25748.16	25767.22	25727.46	25735.45	481	0	100
2025.12.05	17:01:00	25735.15	25746.85	25725.45	25745.55	473	0	100
2025.12.05	17:02:00	25745.65	25771.05	25743.95	25769.65	491	0	100
2025.12.05	17:03:00	25769.45	25775.85	25761.95	25764.35	471	0	100
2025.12.05	17:04:00	25764.15	25770.85	25755.55	25770.05	472	0	100
2025.12.05	17:05:00	25770.45	25784.65	25768.35	25777.85	472	0	100
2025.12.05	17:06:00	25777.55	25792.85	25777.55	25784.35	445	0	100
2025.12.05	17:07:00	25784.45	25785.45	25774.15	25779.55	486	0	100
2025.12.05	17:08:00	25779.65	25788.55	25776.35	25782.55	467	0	100
2025.12.05	17:09:00	25782.45	25795.85	25780.55	25788.45	439	0	100
2025.12.05	17:10:00	25788.05	25801.15	25788.05	25799.05	451	0	100
2025.12.05	17:11:00	25799.35	25803.55	25792.55	25801.95	435	0	100
2025.12.05	17:12:00	25802.15	25813.55	25795.45	25813.55	434	0	100
2025.12.05	17:13:00	25813.85	25818.65	25811.35	25811.65	415	0	90
2025.12.05	17:14:00	25812.45	25817.95	25804.85	25816.15	415	0	80
2025.12.05	17:15:00	25816.35	25817.85	25806.35	25809.55	451	0	80
2025.12.05	17:16:00	25809.35	25817.65	25807.85	25810.55	392	0	80
2025.12.05	17:17:00	25810.75	25825.95	25810.15	25822.75	399	0	60
2025.12.05	17:18:00	25823.25	25823.25	25802.85	25805.35	415	0	70
2025.12.05	17:19:00	25805.05	25806.05	25796.85	25797.35	443	0	100
2025.12.05	17:20:00	25797.55	25801.85	25787.15	25798.85	451	0	100
2025.12.05	17:21:00	25800.05	25815.35	25799.65	25807.55	371	0	100
2025.12.05	17:22:00	25807.85	25815.35	25801.85	25813.05	407	0	100
2025.12.05	17:23:00	25813.35	25816.55	25810.15	25811.35	387	0	100
2025.12.05	17:24:00	25811.55	25814.55	25809.35	25814.55	349	0	100
2025.12.05	17:25:00	25813.85	25814.55	25809.05	25812.75	370	0	60
2025.12.05	17:26:00	25812.85	25813.75	25800.75	25801.55	400	0	60
2025.12.05	17:27:00	25801.75	25803.25	25790.55	25790.55	433	0	60
2025.12.05	17:28:00	25790.35	25797.95	25786.75	25794.05	421	0	60
2025.12.05	17:29:00	25794.25	25796.65	25785.95	25795.65	401	0	80
2025.12.05	17:30:00	25795.15	25806.35	25793.85	25804.55	419	0	90
2025.12.05	17:31:00	25804.15	25809.05	25802.05	25807.35	387	0	100
2025.12.05	17:32:00	25807.15	25819.65	25807.05	25817.55	377	0	100
2025.12.05	17:33:00	25817.65	25817.85	25807.85	25813.65	369	0	80
2025.12.05	17:34:00	25813.75	25814.75	25806.05	25813.55	376	0	70
2025.12.05	17:35:00	25813.75	25816.55	25805.25	25806.05	384	0	60
2025.12.05	17:36:00	25806.25	25808.85	25793.25	25804.85	397	0	60
2025.12.05	17:37:00	25805.15	25809.05	25800.95	25802.75	377	0	70
2025.12.05	17:38:00	25802.95	25803.15	25788.05	25788.75	380	0	70
2025.12.05	17:39:00	25788.95	25800.65	25788.65	25796.95	366	0	70
2025.12.05	17:40:00	25796.85	25799.95	25784.55	25784.55	404	0	70
2025.12.05	17:41:00	25785.05	25788.35	25777.15	25780.15	417	0	70
2025.12.05	17:42:00	25779.95	25783.85	25776.55	25780.35	386	0	70
2025.12.05	17:43:00	25780.55	25788.35	25772.55	25772.55	400	0	100
2025.12.05	17:44:00	25771.35	25781.95	25767.65	25778.15	364	0	100
2025.12.05	17:45:00	25777.85	25777.85	25756.35	25756.85	410	0	100
2025.12.05	17:46:00	25756.55	25774.55	25752.85	25770.05	425	0	100
2025.12.05	17:47:00	25770.55	25785.05	25767.85	25783.05	438	0	100
2025.12.05	17:48:00	25782.95	25790.45	25778.05	25790.45	373	0	100
2025.12.05	17:49:00	25790.35	25790.85	25778.85	25780.35	368	0	100
2025.12.05	17:50:00	25779.85	25779.85	25756.35	25764.35	452	0	100
2025.12.05	17:51:00	25764.55	25766.05	25734.05	25740.55	480	0	100
2025.12.05	17:52:00	25741.05	25749.05	25715.65	25722.65	460	0	100
2025.12.05	17:53:00	25723.45	25734.35	25715.05	25734.35	481	0	100
2025.12.05	17:54:00	25734.55	25741.05	25725.35	25726.65	446	0	100
2025.12.05	17:55:00	25726.35	25726.35	25707.45	25707.95	486	0	100
2025.12.05	17:56:00	25707.55	25708.55	25681.45	25683.85	501	0	100
2025.12.05	17:57:00	25683.95	25708.55	25674.95	25692.85	472	0	100
2025.12.05	17:58:00	25692.95	25703.65	25682.35	25697.35	492	0	100
2025.12.05	17:59:00	25697.55	25706.35	25687.15	25700.65	470	0	100
2025.12.05	18:00:00	25700.85	25724.85	25696.55	25718.05	502	0	100
2025.12.05	18:01:00	25717.65	25718.35	25693.15	25703.85	501	0	100
2025.12.05	18:02:00	25703.35	25708.35	25694.95	25702.35	489	0	100
2025.12.05	18:03:00	25701.35	25711.35	25696.35	25702.35	489	0	100
2025.12.05	18:04:00	25703.05	25713.35	25699.65	25700.15	442	0	100
2025.12.05	18:05:00	25699.55	25705.05	25694.55	25703.05	465	0	100
2025.12.05	18:06:00	25702.95	25717.05	25700.45	25709.35	473	0	100
2025.12.05	18:07:00	25709.45	25711.55	25682.15	25690.65	472	0	100
2025.12.05	18:08:00	25690.85	25700.85	25688.05	25695.65	458	0	100
2025.12.05	18:09:00	25695.85	25698.05	25685.55	25689.55	446	0	100
2025.12.05	18:10:00	25689.95	25696.65	25681.65	25683.05	470	0	100
2025.12.05	18:11:00	25683.35	25693.05	25667.15	25683.05	494	0	100
2025.12.05	18:12:00	25682.95	25688.05	25677.65	25683.55	492	0	100
2025.12.05	18:13:00	25683.65	25693.45	25678.85	25693.05	485	0	100
2025.12.05	18:14:00	25693.55	25693.55	25665.05	25665.05	462	0	100
2025.12.05	18:15:00	25666.15	25667.35	25649.65	25660.85	498	0	100
2025.12.05	18:16:00	25661.15	25664.65	25649.05	25655.15	513	0	100
2025.12.05	18:17:00	25655.55	25669.05	25644.85	25665.05	472	0	100
2025.12.05	18:18:00	25665.55	25668.15	25647.55	25657.05	459	0	100
2025.12.05	18:19:00	25657.55	25660.35	25641.85	25653.85	476	0	100
2025.12.05	18:20:00	25654.35	25665.45	25642.45	25663.65	490	0	100
2025.12.05	18:21:00	25663.85	25675.85	25659.55	25669.95	490	0	100
2025.12.05	18:22:00	25670.05	25688.65	25666.95	25688.05	487	0	100
2025.12.05	18:23:00	25688.35	25692.05	25669.05	25669.05	452	0	100
2025.12.05	18:24:00	25669.45	25678.35	25662.55	25672.55	467	0	100
2025.12.05	18:25:00	25672.95	25695.05	25672.45	25693.35	447	0	100
2025.12.05	18:26:00	25693.55	25699.05	25680.85	25690.05	435	0	100
2025.12.05	18:27:00	25687.35	25689.55	25679.55	25681.45	421	0	100
2025.12.05	18:28:00	25681.55	25681.55	25652.05	25658.05	473	0	100
2025.12.05	18:29:00	25657.85	25666.35	25652.35	25656.05	443	0	100
2025.12.05	18:30:00	25653.35	25655.85	25644.35	25647.35	489	0	100
2025.12.05	18:31:00	25646.65	25648.35	25616.85	25620.55	495	0	100
2025.12.05	18:32:00	25620.05	25635.55	25609.65	25635.45	500	0	100
2025.12.05	18:33:00	25634.65	25648.55	25626.45	25644.05	503	0	100
2025.12.05	18:34:00	25644.15	25650.55	25624.85	25635.55	467	0	100
2025.12.05	18:35:00	25636.05	25649.55	25633.55	25648.65	483	0	100
2025.12.05	18:36:00	25648.95	25652.05	25632.55	25637.95	471	0	100
2025.12.05	18:37:00	25638.85	25644.05	25624.85	25643.35	457	0	100
2025.12.05	18:38:00	25642.95	25649.35	25631.85	25649.35	457	0	100
2025.12.05	18:39:00	25650.05	25654.15	25641.55	25643.45	464	0	100
2025.12.05	18:40:00	25643.35	25646.15	25632.35	25636.45	486	0	100
2025.12.05	18:41:00	25635.35	25643.45	25630.05	25642.35	432	0	100
2025.12.05	18:42:00	25641.55	25654.05	25638.55	25649.95	433	0	100
2025.12.05	18:43:00	25649.45	25663.05	25648.35	25652.05	455	0	100
2025.12.05	18:44:00	25651.55	25653.15	25645.65	25648.55	420	0	100
2025.12.05	18:45:00	25648.45	25667.35	25648.05	25666.05	450	0	100
2025.12.05	18:46:00	25666.35	25667.85	25653.35	25656.05	405	0	100
2025.12.05	18:47:00	25655.85	25661.55	25637.85	25647.15	441	0	100
2025.12.05	18:48:00	25647.05	25656.95	25643.85	25648.05	413	0	100
2025.12.05	18:49:00	25648.35	25663.45	25644.55	25663.45	429	0	100
2025.12.05	18:50:00	25663.85	25665.65	25651.45	25655.35	418	0	100
2025.12.05	18:51:00	25657.45	25672.05	25652.05	25672.05	449	0	100
2025.12.05	18:52:00	25672.55	25680.05	25671.85	25678.85	413	0	100
2025.12.05	18:53:00	25679.05	25689.05	25675.15	25688.55	385	0	100
2025.12.05	18:54:00	25688.85	25696.35	25685.35	25694.05	372	0	100
2025.12.05	18:55:00	25693.55	25696.05	25686.55	25696.05	370	0	100
2025.12.05	18:56:00	25696.35	25707.05	25695.65	25705.55	407	0	100
2025.12.05	18:57:00	25705.35	25709.05	25702.95	25706.55	367	0	90
2025.12.05	18:58:00	25707.35	25719.75	25704.95	25718.35	353	0	60
2025.12.05	18:59:00	25718.25	25719.75	25687.35	25687.95	385	0	60
2025.12.05	19:00:00	25688.15	25695.05	25680.95	25690.05	437	0	100
2025.12.05	19:01:00	25690.55	25690.55	25668.35	25675.35	461	0	100
2025.12.05	19:02:00	25674.85	25680.65	25662.85	25676.05	438	0	100
2025.12.05	19:03:00	25677.05	25689.35	25675.55	25686.65	428	0	100
2025.12.05	19:04:00	25686.85	25696.35	25676.85	25676.85	410	0	100
2025.12.05	19:05:00	25676.95	25686.05	25671.35	25681.85	441	0	100
2025.12.05	19:06:00	25681.55	25689.05	25677.55	25684.35	416	0	100
2025.12.05	19:07:00	25684.05	25684.05	25672.05	25672.85	409	0	100
2025.12.05	19:08:00	25672.55	25678.15	25669.15	25673.65	431	0	100
2025.12.05	19:09:00	25674.05	25680.55	25669.55	25679.85	410	0	100
2025.12.05	19:10:00	25679.65	25680.55	25666.85	25667.65	432	0	100
2025.12.05	19:11:00	25667.95	25667.95	25650.85	25662.35	440	0	100
2025.12.05	19:12:00	25661.15	25670.85	25657.85	25662.35	411	0	100
2025.12.05	19:13:00	25662.15	25664.55	25655.15	25657.35	419	0	100
2025.12.05	19:14:00	25657.55	25665.95	25653.15	25655.05	419	0	100
2025.12.05	19:15:00	25655.35	25662.35	25653.35	25656.85	409	0	100
2025.12.05	19:16:00	25656.65	25662.45	25652.55	25659.15	344	0	100
2025.12.05	19:17:00	25659.65	25666.15	25655.45	25658.85	386	0	100
2025.12.05	19:18:00	25658.95	25663.35	25651.65	25654.05	402	0	100
2025.12.05	19:19:00	25653.15	25659.15	25650.55	25656.55	369	0	100
2025.12.05	19:20:00	25656.15	25661.95	25653.45	25658.15	375	0	100
2025.12.05	19:21:00	25658.35	25658.45	25647.85	25654.65	411	0	100
2025.12.05	19:22:00	25654.45	25659.65	25647.35	25649.85	373	0	100
2025.12.05	19:23:00	25649.65	25660.05	25647.65	25658.15	354	0	100
2025.12.05	19:24:00	25658.05	25666.85	25653.95	25664.35	350	0	100
2025.12.05	19:25:00	25664.05	25669.35	25659.05	25663.55	385	0	90
2025.12.05	19:26:00	25663.95	25665.05	25654.05	25656.65	393	0	90
2025.12.05	19:27:00	25656.95	25663.55	25654.15	25662.85	359	0	80
2025.12.05	19:28:00	25663.45	25665.65	25653.45	25654.05	367	0	60
2025.12.05	19:29:00	25653.65	25656.85	25651.75	25653.55	382	0	60
2025.12.05	19:30:00	25653.75	25658.75	25652.35	25655.25	372	0	60
2025.12.05	19:31:00	25656.05	25657.05	25643.75	25650.25	404	0	60
2025.12.05	19:32:00	25651.05	25655.65	25647.55	25647.55	370	0	60
2025.12.05	19:33:00	25647.25	25651.05	25642.05	25645.45	345	0	60
2025.12.05	19:34:00	25645.25	25648.75	25641.25	25642.25	344	0	70
2025.12.05	19:35:00	25641.25	25641.75	25631.55	25635.45	389	0	70
2025.12.05	19:36:00	25635.65	25638.15	25627.85	25628.85	370	0	80
2025.12.05	19:37:00	25628.55	25650.55	25623.55	25645.85	416	0	100
2025.12.05	19:38:00	25645.55	25653.55	25641.85	25653.05	387	0	100
2025.12.05	19:39:00	25653.85	25656.35	25651.45	25654.45	354	0	100
2025.12.05	19:40:00	25654.65	25657.05	25638.85	25640.95	352	0	100
2025.12.05	19:41:00	25640.85	25651.55	25638.85	25648.45	381	0	60
2025.12.05	19:42:00	25648.25	25650.75	25644.55	25649.55	326	0	60
2025.12.05	19:43:00	25649.25	25651.65	25644.75	25649.35	342	0	60
2025.12.05	19:44:00	25649.25	25657.05	25647.55	25653.35	354	0	60
2025.12.05	19:45:00	25653.25	25655.85	25646.05	25654.65	316	0	60
2025.12.05	19:46:00	25654.25	25662.75	25653.55	25658.05	339	0	60
2025.12.05	19:47:00	25659.05	25668.25	25657.55	25667.25	340	0	60
2025.12.05	19:48:00	25667.55	25669.55	25657.25	25658.75	354	0	60
2025.12.05	19:49:00	25659.05	25660.85	25656.55	25658.55	255	0	60
2025.12.05	19:50:00	25658.25	25674.35	25656.05	25672.75	305	0	60
2025.12.05	19:51:00	25672.05	25685.25	25668.75	25685.25	320	0	60
2025.12.05	19:52:00	25685.05	25699.35	25684.25	25694.35	327	0	60
2025.12.05	19:53:00	25694.65	25698.35	25690.35	25693.15	298	0	60
2025.12.05	19:54:00	25693.35	25698.15	25692.75	25694.65	284	0	60
2025.12.05	19:55:00	25695.15	25697.15	25685.95	25687.35	312	0	60
2025.12.05	19:56:00	25686.85	25687.85	25678.65	25684.15	298	0	60
2025.12.05	19:57:00	25684.35	25689.65	25682.85	25689.15	300	0	60
2025.12.05	19:58:00	25688.65	25690.65	25685.35	25688.85	249	0	60
2025.12.05	19:59:00	25689.15	25690.65	25687.35	25689.15	218	0	60
2025.12.05	20:00:00	25688.65	25693.85	25685.35	25685.35	316	0	60
2025.12.05	20:01:00	25685.15	25689.35	25683.25	25688.85	324	0	60
2025.12.05	20:02:00	25688.65	25688.65	25678.35	25682.25	313	0	60
2025.12.05	20:03:00	25682.35	25687.85	25682.25	25686.15	284	0	60
2025.12.05	20:04:00	25686.35	25688.85	25681.15	25688.35	308	0	60
2025.12.05	20:05:00	25688.15	25696.95	25687.65	25693.75	311	0	60
2025.12.05	20:06:00	25694.75	25695.45	25687.45	25692.25	266	0	60
2025.12.05	20:07:00	25692.35	25692.75	25683.95	25686.25	270	0	60
2025.12.05	20:08:00	25685.25	25691.95	25684.45	25690.45	257	0	60
2025.12.05	20:09:00	25690.95	25698.75	25690.95	25697.75	241	0	60
2025.12.05	20:10:00	25697.95	25698.45	25691.25	25695.35	280	0	60
2025.12.05	20:11:00	25695.45	25695.95	25685.85	25686.25	254	0	60
