<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.05	01:32:00	25590.66	25591.06	25584.26	25585.26	78	0	158
2025.12.05	01:33:00	25584.86	25585.36	25574.66	25575.96	137	0	158
2025.12.05	01:34:00	25575.86	25577.26	25570.76	25572.76	142	0	188
2025.12.05	01:35:00	25572.26	25576.86	25571.86	25576.86	91	0	188
2025.12.05	01:36:00	25576.66	25579.36	25576.36	25578.36	94	0	188
2025.12.05	01:37:00	25578.16	25579.46	25577.16	25578.36	70	0	188
2025.12.05	01:38:00	25578.16	25578.36	25575.76	25576.76	65	0	168
2025.12.05	01:39:00	25576.96	25578.16	25576.66	25576.86	64	0	158
2025.12.05	01:40:00	25576.76	25577.06	25575.06	25575.56	64	0	158
2025.12.05	01:41:00	25575.26	25579.26	25574.36	25578.56	66	0	158
2025.12.05	01:42:00	25578.36	25581.36	25578.36	25580.76	54	0	158
2025.12.05	01:43:00	25581.06	25581.86	25576.26	25576.26	47	0	148
2025.12.05	01:44:00	25576.66	25576.66	25574.26	25575.06	84	0	158
2025.12.05	01:45:00	25575.26	25576.86	25572.16	25572.16	111	0	158
2025.12.05	01:46:00	25571.86	25572.16	25566.66	25569.06	129	0	158
2025.12.05	01:47:00	25568.86	25572.16	25568.86	25571.86	100	0	158
2025.12.05	01:48:00	25572.26	25576.06	25572.06	25575.76	70	0	158
2025.12.05	01:49:00	25576.06	25577.06	25574.56	25576.76	73	0	158
2025.12.05	01:50:00	25576.56	25583.76	25576.06	25582.76	102	0	158
2025.12.05	01:51:00	25582.96	25582.96	25578.56	25580.46	102	0	168
2025.12.05	01:52:00	25580.76	25583.26	25579.76	25582.46	94	0	168
2025.12.05	01:53:00	25582.26	25582.26	25580.46	25582.06	54	0	158
2025.12.05	01:54:00	25581.76	25583.26	25580.76	25581.76	74	0	158
2025.12.05	01:55:00	25581.66	25583.26	25581.06	25582.56	72	0	158
2025.12.05	01:56:00	25582.26	25582.86	25579.66	25579.66	51	0	148
2025.12.05	01:57:00	25579.86	25580.96	25576.36	25577.36	100	0	148
2025.12.05	01:58:00	25577.56	25578.56	25576.56	25578.36	78	0	148
2025.12.05	01:59:00	25578.06	25581.16	25576.86	25580.56	87	0	148
2025.12.05	02:00:00	25579.16	25586.85	25578.15	25585.55	200	0	140
2025.12.05	02:01:00	25585.65	25585.65	25577.05	25577.35	226	0	150
2025.12.05	02:02:00	25577.05	25579.85	25571.85	25579.45	240	0	160
2025.12.05	02:03:00	25580.75	25582.85	25577.35	25582.35	203	0	170
2025.12.05	02:04:00	25582.95	25584.05	25580.05	25580.35	186	0	170
2025.12.05	02:05:00	25580.55	25584.05	25576.55	25579.35	169	0	170
2025.12.05	02:06:00	25579.55	25580.05	25573.85	25574.05	180	0	170
2025.12.05	02:07:00	25573.95	25574.55	25570.05	25572.95	184	0	160
2025.12.05	02:08:00	25573.25	25576.35	25569.55	25576.25	188	0	160
2025.12.05	02:09:00	25576.15	25577.25	25573.75	25575.15	211	0	160
2025.12.05	02:10:00	25575.35	25576.65	25572.65	25573.85	180	0	160
2025.12.05	02:11:00	25573.35	25578.05	25572.65	25577.65	154	0	160
2025.12.05	02:12:00	25577.55	25578.65	25575.05	25577.05	72	0	160
2025.12.05	02:13:00	25577.55	25579.05	25576.85	25578.85	50	0	150
2025.12.05	02:14:00	25578.95	25579.05	25575.15	25575.35	43	0	150
2025.12.05	02:15:00	25575.55	25577.85	25575.15	25577.35	74	0	150
2025.12.05	02:16:00	25577.05	25581.35	25576.85	25579.85	59	0	140
2025.12.05	02:17:00	25579.35	25581.35	25577.25	25578.45	77	0	140
2025.12.05	02:18:00	25578.85	25580.35	25576.45	25579.75	72	0	140
2025.12.05	02:19:00	25579.85	25582.45	25578.85	25580.45	118	0	140
2025.12.05	02:20:00	25581.15	25582.55	25579.15	25581.65	112	0	150
2025.12.05	02:21:00	25581.85	25583.95	25581.55	25582.05	127	0	150
2025.12.05	02:22:00	25582.45	25589.85	25580.65	25589.55	147	0	150
2025.12.05	02:23:00	25589.45	25590.45	25584.85	25590.35	104	0	150
2025.12.05	02:24:00	25590.15	25601.65	25589.95	25600.15	189	0	150
2025.12.05	02:25:00	25599.85	25602.55	25597.05	25602.25	198	0	160
2025.12.05	02:26:00	25602.05	25602.05	25591.95	25596.45	192	0	170
2025.12.05	02:27:00	25596.25	25597.15	25594.25	25596.25	134	0	180
2025.12.05	02:28:00	25597.15	25599.75	25596.65	25596.65	138	0	180
2025.12.05	02:29:00	25596.95	25598.05	25595.55	25596.95	94	0	170
2025.12.05	02:30:00	25597.25	25597.45	25592.75	25593.45	154	0	170
2025.12.05	02:31:00	25593.55	25599.65	25593.35	25596.65	133	0	150
2025.12.05	02:32:00	25596.75	25600.55	25595.15	25598.95	116	0	150
2025.12.05	02:33:00	25599.65	25602.15	25598.95	25600.65	149	0	150
2025.12.05	02:34:00	25600.55	25605.35	25600.55	25601.15	114	0	150
2025.12.05	02:35:00	25601.35	25603.05	25600.15	25601.05	116	0	150
2025.12.05	02:36:00	25601.25	25603.65	25599.55	25603.65	123	0	150
2025.12.05	02:37:00	25603.55	25614.05	25602.95	25611.85	157	0	150
2025.12.05	02:38:00	25611.65	25614.65	25611.35	25612.35	159	0	160
2025.12.05	02:39:00	25612.15	25612.35	25607.35	25607.55	158	0	160
2025.12.05	02:40:00	25607.35	25607.55	25602.65	25602.85	119	0	160
2025.12.05	02:41:00	25603.05	25605.85	25602.25	25602.75	140	0	160
2025.12.05	02:42:00	25603.15	25605.65	25598.25	25604.65	144	0	150
2025.12.05	02:43:00	25603.85	25604.95	25601.15	25603.85	121	0	150
2025.12.05	02:44:00	25603.95	25606.55	25602.65	25606.55	129	0	150
2025.12.05	02:45:00	25606.45	25607.65	25601.15	25603.85	183	0	150
2025.12.05	02:46:00	25604.35	25604.35	25600.05	25602.95	172	0	150
2025.12.05	02:47:00	25603.55	25604.65	25602.95	25603.55	118	0	150
2025.12.05	02:48:00	25603.85	25610.85	25603.55	25610.15	123	0	150
2025.12.05	02:49:00	25610.05	25611.35	25607.95	25608.35	145	0	150
2025.12.05	02:50:00	25608.95	25609.65	25606.05	25607.85	136	0	150
2025.12.05	02:51:00	25607.15	25609.35	25606.45	25606.95	105	0	150
2025.12.05	02:52:00	25607.35	25609.35	25605.65	25607.65	111	0	150
2025.12.05	02:53:00	25607.45	25608.85	25606.45	25607.85	101	0	150
