branch,mode,month,worst_intramonth_dd_amt,worst_intramonth_dd_pct
p2_filter_test3,full,2025-10,-7241.84,-0.686
p2_filter_test3,full,2025-11,-3819.23,-0.349
p2_filter_test3,full,2025-12,-5078.94,-0.454
p2_filter_test3,full,2026-01,-12295.74,-1.096
p2_filter_test3,full,2026-02,-12719.04,-1.133
p2_filter_test3,full,2026-03,-6918.51,-0.614
p2_filter_test1,policy,2022-01,-44.83,-0.291
p2_filter_test1,policy,2022-02,-91.0,-0.586
p2_filter_test1,policy,2022-03,-186.18,-1.199
p2_filter_test1,policy,2022-04,-97.7,-0.629
p2_filter_test1,policy,2022-05,-44.48,-0.272
p2_filter_test1,policy,2022-06,-114.46,-0.659
p2_filter_test1,policy,2022-07,-143.18,-0.822
p2_filter_test1,policy,2022-08,-47.07,-0.268
p2_filter_test1,policy,2022-09,-117.48,-0.628
p2_filter_test1,policy,2022-10,-66.97,-0.343
p2_filter_test1,policy,2022-11,-136.49,-0.654
p2_filter_test1,policy,2022-12,-210.68,-0.985
p2_filter_test1,policy,2023-01,-186.31,-0.803
p2_filter_test1,policy,2023-02,-85.6,-0.35
p2_filter_test1,policy,2023-03,-455.21,-1.853
p2_filter_test1,policy,2023-04,-275.37,-1.121
p2_filter_test1,policy,2023-05,-331.19,-1.258
p2_filter_test1,policy,2023-06,-382.44,-1.453
p2_filter_test1,policy,2023-07,-303.28,-1.138
p2_filter_test1,policy,2023-08,-253.72,-0.95
p2_filter_test1,policy,2023-09,-223.09,-0.826
p2_filter_test1,policy,2023-10,-304.5,-1.072
p2_filter_test1,policy,2023-11,-307.91,-1.076
p2_filter_test1,policy,2023-12,-371.63,-1.268
p2_filter_test1,policy,2024-01,-323.85,-1.105
p2_filter_test1,policy,2024-02,-182.87,-0.595
p2_filter_test1,policy,2024-03,-231.69,-0.706
p2_filter_test1,policy,2024-04,-408.17,-1.243
p2_filter_test1,policy,2024-05,-328.79,-0.956
p2_filter_test1,policy,2024-06,-369.75,-1.076
p2_filter_test1,policy,2024-07,-413.86,-1.126
p2_filter_test1,policy,2024-08,-444.52,-1.179
p2_filter_test1,policy,2024-09,-328.28,-0.871
p2_filter_test1,policy,2024-10,-190.72,-0.489
p2_filter_test1,policy,2024-11,-415.2,-1.007
p2_filter_test1,policy,2024-12,-358.79,-0.844
p2_filter_test1,policy,2025-01,-290.72,-0.656
p2_filter_test1,policy,2025-02,-254.2,-0.567
p2_filter_test1,policy,2025-03,-403.18,-0.895
p2_filter_test1,policy,2025-04,-435.49,-0.944
p2_filter_test1,policy,2025-05,-482.53,-1.031
p2_filter_test1,policy,2025-06,-515.78,-1.056
p2_filter_test1,policy,2025-07,-597.41,-1.223
p2_filter_test1,policy,2025-08,-976.26,-1.875
p2_filter_test1,policy,2025-09,-939.37,-1.804
p2_filter_test1,policy,2025-10,-514.67,-0.976
p2_filter_test1,policy,2025-11,-540.99,-0.992
p2_filter_test1,policy,2025-12,-700.25,-1.204
p2_filter_test1,policy,2026-01,-629.84,-1.078
p2_filter_test1,policy,2026-02,-550.62,-0.942
p2_filter_test1,policy,2026-03,-807.7,-1.251
p2_filter_test2,policy,2022-01,-52.35,-0.337
p2_filter_test2,policy,2022-02,-104.41,-0.663
p2_filter_test2,policy,2022-03,-207.45,-1.318
p2_filter_test2,policy,2022-04,-108.76,-0.691
p2_filter_test2,policy,2022-05,-57.49,-0.343
p2_filter_test2,policy,2022-06,-158.32,-0.879
p2_filter_test2,policy,2022-07,-186.38,-1.031
p2_filter_test2,policy,2022-08,-60.44,-0.332
p2_filter_test2,policy,2022-09,-147.44,-0.746
p2_filter_test2,policy,2022-10,-91.02,-0.434
p2_filter_test2,policy,2022-11,-180.15,-0.79
p2_filter_test2,policy,2022-12,-282.83,-1.203
p2_filter_test2,policy,2023-01,-258.57,-0.992
p2_filter_test2,policy,2023-02,-117.65,-0.423
p2_filter_test2,policy,2023-03,-623.06,-2.226
p2_filter_test2,policy,2023-04,-460.36,-1.645
p2_filter_test2,policy,2023-05,-444.6,-1.487
p2_filter_test2,policy,2023-06,-506.94,-1.695
p2_filter_test2,policy,2023-07,-426.2,-1.385
p2_filter_test2,policy,2023-08,-301.16,-0.96
p2_filter_test2,policy,2023-09,-316.63,-0.999
p2_filter_test2,policy,2023-10,-441.06,-1.3
p2_filter_test2,policy,2023-11,-454.41,-1.325
p2_filter_test2,policy,2023-12,-545.08,-1.546
p2_filter_test2,policy,2024-01,-462.09,-1.31
p2_filter_test2,policy,2024-02,-275.68,-0.736
p2_filter_test2,policy,2024-03,-360.31,-0.88
p2_filter_test2,policy,2024-04,-583.71,-1.426
p2_filter_test2,policy,2024-05,-475.54,-1.098
p2_filter_test2,policy,2024-06,-556.29,-1.285
p2_filter_test2,policy,2024-07,-317.5,-0.673
p2_filter_test2,policy,2024-08,-737.34,-1.49
p2_filter_test2,policy,2024-09,-555.46,-1.122
p2_filter_test2,policy,2024-10,-298.17,-0.574
p2_filter_test2,policy,2024-11,-660.31,-1.188
p2_filter_test2,policy,2024-12,-527.59,-0.912
p2_filter_test2,policy,2025-01,-451.22,-0.737
p2_filter_test2,policy,2025-02,-421.33,-0.673
p2_filter_test2,policy,2025-03,-749.98,-1.192
p2_filter_test2,policy,2025-04,-844.06,-1.299
p2_filter_test2,policy,2025-05,-687.74,-1.04
p2_filter_test2,policy,2025-06,-925.13,-1.328
p2_filter_test2,policy,2025-07,-1118.19,-1.604
p2_filter_test2,policy,2025-08,-1740.95,-2.299
p2_filter_test2,policy,2025-09,-1635.84,-2.16
p2_filter_test2,policy,2025-10,-871.68,-1.133
p2_filter_test2,policy,2025-11,-1151.43,-1.437
p2_filter_test2,policy,2025-12,-1249.36,-1.438
p2_filter_test2,policy,2026-01,-1040.11,-1.188
p2_filter_test2,policy,2026-02,-916.28,-1.047
p2_filter_test2,policy,2026-03,-1690.22,-1.69
p2_filter_test3,policy,2022-01,-52.35,-0.337
p2_filter_test3,policy,2022-02,-104.4,-0.663
p2_filter_test3,policy,2022-03,-207.44,-1.318
p2_filter_test3,policy,2022-04,-108.76,-0.691
p2_filter_test3,policy,2022-05,-57.49,-0.343
p2_filter_test3,policy,2022-06,-158.32,-0.879
p2_filter_test3,policy,2022-07,-186.38,-1.031
p2_filter_test3,policy,2022-08,-60.44,-0.332
p2_filter_test3,policy,2022-09,-147.44,-0.746
p2_filter_test3,policy,2022-10,-91.14,-0.434
p2_filter_test3,policy,2022-11,-180.15,-0.79
p2_filter_test3,policy,2022-12,-282.23,-1.201
p2_filter_test3,policy,2023-01,-258.57,-0.992
p2_filter_test3,policy,2023-02,-117.65,-0.423
p2_filter_test3,policy,2023-03,-623.05,-2.226
p2_filter_test3,policy,2023-04,-460.35,-1.645
p2_filter_test3,policy,2023-05,-444.59,-1.487
p2_filter_test3,policy,2023-06,-506.93,-1.695
p2_filter_test3,policy,2023-07,-405.36,-1.317
p2_filter_test3,policy,2023-08,-294.98,-0.939
p2_filter_test3,policy,2023-09,-316.96,-0.998
p2_filter_test3,policy,2023-10,-438.48,-1.289
p2_filter_test3,policy,2023-11,-455.02,-1.324
p2_filter_test3,policy,2023-12,-534.07,-1.51
p2_filter_test3,policy,2024-01,-451.09,-1.275
p2_filter_test3,policy,2024-02,-276.37,-0.736
p2_filter_test3,policy,2024-03,-359.9,-0.876
p2_filter_test3,policy,2024-04,-586.22,-1.427
p2_filter_test3,policy,2024-05,-460.86,-1.059
p2_filter_test3,policy,2024-06,-541.61,-1.244
p2_filter_test3,policy,2024-07,-319.63,-0.674
p2_filter_test3,policy,2024-08,-723.23,-1.452
p2_filter_test3,policy,2024-09,-544.63,-1.094
p2_filter_test3,policy,2024-10,-299.57,-0.573
p2_filter_test3,policy,2024-11,-660.51,-1.179
p2_filter_test3,policy,2024-12,-527.01,-0.904
p2_filter_test3,policy,2025-01,-451.21,-0.731
p2_filter_test3,policy,2025-02,-426.37,-0.676
p2_filter_test3,policy,2025-03,-756.34,-1.192
p2_filter_test3,policy,2025-04,-823.11,-1.256
p2_filter_test3,policy,2025-05,-692.16,-1.038
p2_filter_test3,policy,2025-06,-903.76,-1.287
p2_filter_test3,policy,2025-07,-1113.82,-1.584
p2_filter_test3,policy,2025-08,-1745.17,-2.285
p2_filter_test3,policy,2025-09,-1707.59,-2.235
p2_filter_test3,policy,2025-10,-804.77,-1.037
p2_filter_test3,policy,2025-11,-1135.91,-1.405
p2_filter_test3,policy,2025-12,-1247.12,-1.421
p2_filter_test3,policy,2026-01,-1168.44,-1.331
p2_filter_test3,policy,2026-02,-796.58,-0.901
p2_filter_test3,policy,2026-03,-1686.58,-1.67
