branch,mode,month,monthly_pnl,monthly_return_on_mode_start_pct,month_end_equity,month_end_drawdown_amt,month_end_drawdown_pct
p2_filter_test1,full,2017-07,-43.59,-0.097,73031.32,-523.97,-0.712
p2_filter_test1,full,2017-08,2247.99,4.996,75279.31,0.0,0.0
p2_filter_test1,full,2017-09,1116.57,2.481,76395.88,-127.17,-0.166
p2_filter_test1,full,2017-10,1148.26,2.552,77544.14,0.0,0.0
p2_filter_test1,full,2017-11,3622.48,8.05,81166.61,0.0,0.0
p2_filter_test1,full,2017-12,-188.36,-0.419,80978.26,-254.5,-0.313
p2_filter_test1,full,2018-01,994.04,2.209,81972.3,-43.6,-0.053
p2_filter_test1,full,2018-02,1506.64,3.348,83478.94,-29.94,-0.036
p2_filter_test1,full,2018-03,1013.36,2.252,84492.29,0.0,0.0
p2_filter_test1,full,2018-04,-559.92,-1.244,83932.38,-707.27,-0.836
p2_filter_test1,full,2018-05,1635.35,3.634,85567.73,-542.59,-0.63
p2_filter_test1,full,2018-06,2498.86,5.553,88066.59,-404.97,-0.458
p2_filter_test1,full,2018-07,3419.2,7.598,91485.79,-36.9,-0.04
p2_filter_test1,full,2018-08,520.76,1.157,92006.55,-545.33,-0.589
p2_filter_test1,full,2018-09,3375.17,7.5,95381.72,-283.34,-0.296
p2_filter_test1,full,2018-10,1439.94,3.2,96821.65,-11.32,-0.012
p2_filter_test1,full,2018-11,849.58,1.888,97671.24,-585.42,-0.596
p2_filter_test1,full,2018-12,1956.2,4.347,99627.44,-94.15,-0.094
p2_filter_test1,full,2019-01,3563.65,7.919,103191.09,0.0,0.0
p2_filter_test1,full,2019-02,948.7,2.108,104139.79,-41.53,-0.04
p2_filter_test1,full,2019-03,1246.39,2.77,105386.18,0.0,0.0
p2_filter_test1,full,2019-04,927.15,2.06,106313.33,-260.14,-0.244
p2_filter_test1,full,2019-05,5071.54,11.27,111384.87,0.0,0.0
p2_filter_test1,full,2019-06,904.53,2.01,112289.4,-168.81,-0.15
p2_filter_test1,full,2019-07,1230.86,2.735,113520.27,-1186.03,-1.034
p2_filter_test1,full,2019-08,1623.55,3.608,115143.81,-786.9,-0.679
p2_filter_test1,full,2019-09,5420.86,12.046,120564.68,0.0,0.0
p2_filter_test1,full,2019-10,556.71,1.237,121121.39,-442.73,-0.364
p2_filter_test1,full,2019-11,1646.44,3.659,122767.82,-163.41,-0.133
p2_filter_test1,full,2019-12,941.3,2.092,123709.13,-230.19,-0.186
p2_filter_test1,full,2020-01,307.36,0.683,124016.49,-553.87,-0.445
p2_filter_test1,full,2020-02,-810.87,-1.802,123205.62,-1364.73,-1.096
p2_filter_test1,full,2020-03,98.41,0.219,123304.03,-1266.33,-1.017
p2_filter_test1,full,2020-04,86.17,0.191,123390.19,-1180.16,-0.947
p2_filter_test1,full,2020-05,4236.1,9.414,127626.29,0.0,0.0
p2_filter_test1,full,2020-06,4044.97,8.989,131671.27,-178.71,-0.136
p2_filter_test1,full,2020-07,2963.28,6.585,134634.55,-61.93,-0.046
p2_filter_test1,full,2020-08,1403.36,3.119,136037.9,-393.39,-0.288
p2_filter_test1,full,2020-09,2051.59,4.559,138089.5,-1229.02,-0.882
p2_filter_test1,full,2020-10,1909.3,4.243,139998.79,0.0,0.0
p2_filter_test1,full,2020-11,3168.15,7.04,143166.95,0.0,0.0
p2_filter_test1,full,2020-12,1425.16,3.167,144592.11,-730.78,-0.503
p2_filter_test1,full,2021-01,2114.3,4.698,146706.41,-518.14,-0.352
p2_filter_test1,full,2021-02,2416.3,5.37,149122.71,-809.44,-0.54
p2_filter_test1,full,2021-03,-1361.78,-3.026,147760.93,-2171.22,-1.448
p2_filter_test1,full,2021-04,4664.62,10.366,152425.54,-532.61,-0.348
p2_filter_test1,full,2021-05,3757.06,8.349,156182.6,-680.63,-0.434
p2_filter_test1,full,2021-06,2433.29,5.407,158615.89,-1.13,-0.001
p2_filter_test1,full,2021-07,-1330.28,-2.956,157285.62,-1525.26,-0.96
p2_filter_test1,full,2021-08,362.02,0.804,157647.64,-1163.24,-0.732
p2_filter_test1,full,2021-09,7164.26,15.921,164811.9,-84.64,-0.051
p2_filter_test1,full,2021-10,1063.44,2.363,165875.34,-1389.89,-0.831
p2_filter_test1,full,2021-11,234.29,0.521,166109.63,-1155.6,-0.691
p2_filter_test1,full,2021-12,6493.77,14.431,172603.4,0.0,0.0
p2_filter_test1,full,2022-01,4044.79,8.988,176648.19,-687.68,-0.388
p2_filter_test1,full,2022-02,3861.98,8.582,180510.17,0.0,0.0
p2_filter_test1,full,2022-03,2051.82,4.56,182561.98,-173.6,-0.095
p2_filter_test1,full,2022-04,1478.02,3.284,184040.0,0.0,0.0
p2_filter_test1,full,2022-05,3470.02,7.711,187510.02,-638.81,-0.34
p2_filter_test1,full,2022-06,11557.51,25.683,199067.53,-317.71,-0.159
p2_filter_test1,full,2022-07,2289.41,5.088,201356.94,-672.77,-0.333
p2_filter_test1,full,2022-08,-178.21,-0.396,201178.73,-850.98,-0.421
p2_filter_test1,full,2022-09,4866.73,10.815,206045.46,-1946.24,-0.936
p2_filter_test1,full,2022-10,675.89,1.502,206721.35,-1794.18,-0.86
p2_filter_test1,full,2022-11,2644.74,5.877,209366.09,-209.35,-0.1
p2_filter_test1,full,2022-12,8216.49,18.259,217582.58,-1499.7,-0.685
p2_filter_test1,full,2023-01,9406.47,20.903,226989.05,0.0,0.0
p2_filter_test1,full,2023-02,1679.76,3.733,228668.81,-2554.28,-1.105
p2_filter_test1,full,2023-03,7437.49,16.528,236106.29,-1969.54,-0.827
p2_filter_test1,full,2023-04,15832.95,35.184,251939.25,0.0,0.0
p2_filter_test1,full,2023-05,3901.01,8.669,255840.26,-338.66,-0.132
p2_filter_test1,full,2023-06,8667.33,19.261,264507.59,-1134.54,-0.427
p2_filter_test1,full,2023-07,5947.25,13.216,270454.84,0.0,0.0
p2_filter_test1,full,2023-08,4673.84,10.386,275128.68,-31.2,-0.011
p2_filter_test1,full,2023-09,7284.16,16.187,282412.84,-1385.91,-0.488
p2_filter_test1,full,2023-10,-238.2,-0.529,282174.64,-1805.93,-0.636
p2_filter_test1,full,2023-11,-1498.46,-3.33,280676.18,-3304.39,-1.164
p2_filter_test1,full,2023-12,2563.37,5.696,283239.55,-741.02,-0.261
p2_filter_test1,full,2024-01,10138.59,22.53,293378.14,-4.35,-0.001
p2_filter_test1,full,2024-02,14309.99,31.8,307688.13,0.0,0.0
p2_filter_test1,full,2024-03,2175.65,4.835,309863.79,0.0,0.0
p2_filter_test1,full,2024-04,141.81,0.315,310005.59,-2126.51,-0.681
p2_filter_test1,full,2024-05,203.59,0.452,310209.18,-1922.93,-0.616
p2_filter_test1,full,2024-06,8445.66,18.768,318654.84,0.0,0.0
p2_filter_test1,full,2024-07,8154.28,18.121,326809.12,-1734.09,-0.528
p2_filter_test1,full,2024-08,17978.3,39.952,344787.42,-99.28,-0.029
p2_filter_test1,full,2024-09,7267.07,16.149,352054.48,-1481.82,-0.419
p2_filter_test1,full,2024-10,10554.75,23.455,362609.23,-1.29,-0.0
p2_filter_test1,full,2024-11,-12.84,-0.029,362596.39,-5862.33,-1.591
p2_filter_test1,full,2024-12,4796.31,10.658,367392.69,-1066.02,-0.289
p2_filter_test1,full,2025-01,14477.6,32.172,381870.29,-128.11,-0.034
p2_filter_test1,full,2025-02,9859.69,21.91,391729.98,-1237.5,-0.315
p2_filter_test1,full,2025-03,7053.11,15.674,398783.1,-362.67,-0.091
p2_filter_test1,full,2025-04,19739.02,43.864,418522.12,-418.28,-0.1
p2_filter_test1,full,2025-05,12811.59,28.47,431333.71,-1645.53,-0.38
p2_filter_test1,full,2025-06,10341.93,22.982,441675.64,-915.58,-0.207
p2_filter_test1,full,2025-07,21492.0,47.76,463167.64,0.0,0.0
p2_filter_test1,full,2025-08,5834.15,12.965,469001.79,-2163.79,-0.459
p2_filter_test1,full,2025-09,3047.73,6.773,472049.52,-474.23,-0.1
p2_filter_test1,full,2025-10,10834.75,24.077,482884.27,-575.41,-0.119
p2_filter_test1,full,2025-11,15878.97,35.287,498763.24,0.0,0.0
p2_filter_test1,full,2025-12,-3250.93,-7.224,495512.3,-3252.01,-0.652
p2_filter_test1,full,2026-01,-2816.05,-6.258,492696.25,-6068.06,-1.217
p2_filter_test1,full,2026-02,4663.74,10.364,497359.99,-1404.32,-0.282
p2_filter_test1,full,2026-03,12875.85,28.613,510235.84,-28.71,-0.006
p2_filter_test2,full,2011-09,17.02,0.038,45017.02,-44.01,-0.098
p2_filter_test2,full,2011-10,189.98,0.422,45207.0,-77.67,-0.172
p2_filter_test2,full,2011-11,59.19,0.132,45266.18,-261.86,-0.575
p2_filter_test2,full,2011-12,-100.56,-0.223,45165.63,-362.42,-0.796
p2_filter_test2,full,2012-01,-39.43,-0.088,45126.2,-401.84,-0.883
p2_filter_test2,full,2012-02,545.61,1.212,45671.81,0.0,0.0
p2_filter_test2,full,2012-03,-40.85,-0.091,45630.96,-152.13,-0.332
p2_filter_test2,full,2012-04,93.53,0.208,45724.49,-58.6,-0.128
p2_filter_test2,full,2012-05,132.69,0.295,45857.18,-160.39,-0.349
p2_filter_test2,full,2012-06,730.68,1.624,46587.86,0.0,0.0
p2_filter_test2,full,2012-07,491.82,1.093,47079.68,-80.71,-0.171
p2_filter_test2,full,2012-08,597.28,1.327,47676.96,-55.22,-0.116
p2_filter_test2,full,2012-09,613.59,1.364,48290.54,0.0,0.0
p2_filter_test2,full,2012-10,-122.09,-0.271,48168.45,-219.15,-0.453
p2_filter_test2,full,2012-11,167.53,0.372,48335.98,-148.55,-0.306
p2_filter_test2,full,2012-12,376.09,0.836,48712.06,-47.82,-0.098
p2_filter_test2,full,2013-01,440.44,0.979,49152.51,-16.94,-0.034
p2_filter_test2,full,2013-02,-75.98,-0.169,49076.53,-256.46,-0.52
p2_filter_test2,full,2013-03,341.7,0.759,49418.23,-109.4,-0.221
p2_filter_test2,full,2013-04,539.54,1.199,49957.77,-282.24,-0.562
p2_filter_test2,full,2013-05,375.17,0.834,50332.93,-41.68,-0.083
p2_filter_test2,full,2013-06,193.89,0.431,50526.83,-151.8,-0.3
p2_filter_test2,full,2013-07,561.97,1.249,51088.8,-39.91,-0.078
p2_filter_test2,full,2013-08,-165.81,-0.368,50922.99,-205.72,-0.402
p2_filter_test2,full,2013-09,184.06,0.409,51107.05,-90.29,-0.176
p2_filter_test2,full,2013-10,528.81,1.175,51635.86,0.0,0.0
p2_filter_test2,full,2013-11,600.02,1.333,52235.88,0.0,0.0
p2_filter_test2,full,2013-12,619.45,1.377,52855.34,0.0,0.0
p2_filter_test2,full,2014-01,962.36,2.139,53817.69,-1.05,-0.002
p2_filter_test2,full,2014-02,584.56,1.299,54402.25,-178.26,-0.327
p2_filter_test2,full,2014-03,654.95,1.455,55057.2,0.0,0.0
p2_filter_test2,full,2014-04,942.13,2.094,55999.33,-109.83,-0.196
p2_filter_test2,full,2014-05,1160.45,2.579,57159.78,0.0,0.0
p2_filter_test2,full,2014-06,495.15,1.1,57654.94,0.0,0.0
p2_filter_test2,full,2014-07,1599.24,3.554,59254.18,-60.72,-0.102
p2_filter_test2,full,2014-08,573.41,1.274,59827.59,-36.09,-0.06
p2_filter_test2,full,2014-09,1867.24,4.149,61694.83,0.0,0.0
p2_filter_test2,full,2014-10,1228.4,2.73,62923.23,0.0,0.0
p2_filter_test2,full,2014-11,169.68,0.377,63092.91,0.0,0.0
p2_filter_test2,full,2014-12,245.09,0.545,63338.01,-166.27,-0.262
p2_filter_test2,full,2015-01,719.04,1.598,64057.05,0.0,0.0
p2_filter_test2,full,2015-02,812.41,1.805,64869.45,-100.3,-0.154
p2_filter_test2,full,2015-03,1133.85,2.52,66003.3,0.0,0.0
p2_filter_test2,full,2015-04,2981.55,6.626,68984.85,0.0,0.0
p2_filter_test2,full,2015-05,539.83,1.2,69524.68,-243.77,-0.349
p2_filter_test2,full,2015-06,861.86,1.915,70386.54,0.0,0.0
p2_filter_test2,full,2015-07,816.77,1.815,71203.31,-173.76,-0.243
p2_filter_test2,full,2015-08,376.54,0.837,71579.85,-735.32,-1.017
p2_filter_test2,full,2015-09,665.57,1.479,72245.41,-69.75,-0.096
p2_filter_test2,full,2015-10,11.08,0.025,72256.49,-71.99,-0.1
p2_filter_test2,full,2015-11,1470.86,3.269,73727.35,-137.33,-0.186
p2_filter_test2,full,2015-12,936.27,2.081,74663.62,-68.8,-0.092
p2_filter_test2,full,2016-01,-296.32,-0.658,74367.3,-541.54,-0.723
p2_filter_test2,full,2016-02,-23.98,-0.053,74343.32,-565.52,-0.755
p2_filter_test2,full,2016-03,528.14,1.174,74871.46,-383.4,-0.509
p2_filter_test2,full,2016-04,250.12,0.556,75121.58,-229.47,-0.305
p2_filter_test2,full,2016-05,-136.69,-0.304,74984.9,-366.16,-0.486
p2_filter_test2,full,2016-06,2781.21,6.18,77766.1,-256.88,-0.329
p2_filter_test2,full,2016-07,120.04,0.267,77886.14,-670.58,-0.854
p2_filter_test2,full,2016-08,374.56,0.832,78260.7,-296.03,-0.377
p2_filter_test2,full,2016-09,873.36,1.941,79134.05,-20.43,-0.026
p2_filter_test2,full,2016-10,286.81,0.637,79420.86,-266.83,-0.335
p2_filter_test2,full,2016-11,292.89,0.651,79713.76,0.0,0.0
p2_filter_test2,full,2016-12,-480.04,-1.067,79233.72,-688.03,-0.861
p2_filter_test2,full,2017-01,1216.49,2.703,80450.21,-102.35,-0.127
p2_filter_test2,full,2017-02,1580.29,3.512,82030.49,0.0,0.0
p2_filter_test2,full,2017-03,1638.46,3.641,83668.95,0.0,0.0
p2_filter_test2,full,2017-04,915.91,2.035,84584.86,-414.62,-0.488
p2_filter_test2,full,2017-05,1481.47,3.292,86066.33,0.0,0.0
p2_filter_test2,full,2017-06,929.13,2.065,86995.47,-69.89,-0.08
p2_filter_test2,full,2017-07,-105.5,-0.234,86889.96,-895.73,-1.02
p2_filter_test2,full,2017-08,3879.16,8.62,90769.13,0.0,0.0
p2_filter_test2,full,2017-09,1581.59,3.515,92350.72,-218.48,-0.236
p2_filter_test2,full,2017-10,2238.54,4.975,94589.26,0.0,0.0
p2_filter_test2,full,2017-11,5436.11,12.08,100025.37,0.0,0.0
p2_filter_test2,full,2017-12,-131.76,-0.293,99893.61,-275.89,-0.275
p2_filter_test2,full,2018-01,1999.43,4.443,101893.04,-27.29,-0.027
p2_filter_test2,full,2018-02,2937.22,6.527,104830.26,-37.56,-0.036
p2_filter_test2,full,2018-03,2199.54,4.888,107029.8,0.0,0.0
p2_filter_test2,full,2018-04,-696.58,-1.548,106333.22,-906.07,-0.845
p2_filter_test2,full,2018-05,1389.74,3.088,107722.96,-848.6,-0.782
p2_filter_test2,full,2018-06,3612.65,8.028,111335.62,-535.17,-0.478
p2_filter_test2,full,2018-07,5382.64,11.961,116718.26,-56.61,-0.048
p2_filter_test2,full,2018-08,1127.22,2.505,117845.48,-1007.45,-0.848
p2_filter_test2,full,2018-09,5897.44,13.105,123742.92,-312.06,-0.252
p2_filter_test2,full,2018-10,2755.04,6.122,126497.96,0.0,0.0
p2_filter_test2,full,2018-11,1323.87,2.942,127821.84,-1080.11,-0.838
p2_filter_test2,full,2018-12,2629.35,5.843,130451.18,-65.98,-0.051
p2_filter_test2,full,2019-01,6254.26,13.898,136705.44,0.0,0.0
p2_filter_test2,full,2019-02,3388.61,7.53,140094.05,-30.44,-0.022
p2_filter_test2,full,2019-03,1371.31,3.047,141465.35,-25.91,-0.018
p2_filter_test2,full,2019-04,2048.31,4.552,143513.66,-459.91,-0.319
p2_filter_test2,full,2019-05,10572.27,23.494,154085.93,0.0,0.0
p2_filter_test2,full,2019-06,1294.31,2.876,155380.24,-842.76,-0.539
p2_filter_test2,full,2019-07,506.2,1.125,155886.44,-2936.43,-1.849
p2_filter_test2,full,2019-08,1499.19,3.332,157385.63,-2032.79,-1.275
p2_filter_test2,full,2019-09,9862.08,21.916,167247.71,0.0,0.0
p2_filter_test2,full,2019-10,1551.68,3.448,168799.4,-641.74,-0.379
p2_filter_test2,full,2019-11,3524.23,7.832,172323.62,-329.63,-0.191
p2_filter_test2,full,2019-12,1312.32,2.916,173635.95,-325.48,-0.187
p2_filter_test2,full,2020-01,173.21,0.385,173809.16,-961.73,-0.55
p2_filter_test2,full,2020-02,-1426.43,-3.17,172382.73,-2388.16,-1.366
p2_filter_test2,full,2020-03,739.52,1.643,173122.25,-1648.64,-0.943
p2_filter_test2,full,2020-04,1021.21,2.269,174143.46,-851.43,-0.487
p2_filter_test2,full,2020-05,8150.42,18.112,182293.88,0.0,0.0
p2_filter_test2,full,2020-06,8762.38,19.472,191056.25,-133.87,-0.07
p2_filter_test2,full,2020-07,6048.63,13.441,197104.88,-78.65,-0.04
