entry_ts,exit_ts,dir,entry,exit,entry_price,exit_price,entry_signal_price,exit_signal_price,stop_price,stop_price_initial,stop_price_exit,initial_risk_price,r_value,fees,pnl,win,exit_reason,qty
2021-01-22 12:00:00,2021-01-22 15:00:00,short,13340.6,13363.397395753087,13340.6,13363.397395753087,13340.6,13363.397395753087,13400.894140444445,13400.894140444445,13363.397395753087,60.294140444444565,-0.37810300611370945,0.0,-13.23360521397983,False,stop,0.5804875853939612
2021-01-22 13:00:00,2021-01-22 15:00:00,short,13336.6,13365.497395753087,13336.6,13365.497395753087,13336.6,13365.497395753087,13396.894140444445,13396.894140444445,13365.497395753087,60.294140444444565,-0.47927369956809157,0.0,-16.774579484883205,False,stop,0.5804875853939612
2021-01-25 15:00:00,2021-01-25 16:00:00,long,13555.4,13465.661575957025,13555.4,13465.661575957025,13555.4,13465.661575957025,13465.661575957025,13465.661575957025,13465.661575957025,89.73842404297466,-1.0,0.0,-34.78994270710796,False,stop,0.38768167680822513
2021-01-26 22:00:00,2021-01-27 12:00:00,long,13567.55,13508.372833206848,13567.55,13508.372833206848,13567.55,13508.372833206848,13408.638874715409,13408.638874715409,13508.372833206848,158.91112528459053,-0.3723915911310332,0.0,-12.864793745217016,False,stop,0.21739455337875038
2021-01-27 02:00:00,2021-01-27 12:00:00,long,13567.0,13514.376455445936,13567.0,13514.376455445936,13567.0,13514.376455445936,13421.597024753353,13421.597024753353,13514.376455445936,145.40297524664675,-0.3619151840930284,0.0,-12.502871459792887,False,stop,0.23759082680087668
2021-01-27 15:00:00,2021-01-27 16:00:00,long,13296.95,13293.59099929325,13296.95,13293.59099929325,13296.95,13293.59099929325,13101.517248409815,13101.517248409815,13293.59099929325,195.43275159018594,-0.017187501477716492,0.0,-0.5907144788638923,False,stop,0.17586018296356543
2021-01-27 18:00:00,2021-01-27 20:00:00,short,13334.2,13230.847800612517,13334.2,13230.847800612517,13334.2,13230.847800612517,13546.595051378163,13546.595051378163,13230.847800612517,212.39505137816195,0.48660361301671207,0.0,16.721989345802054,True,stop,0.16179616345762188
2021-01-28 17:00:00,2021-01-28 21:00:00,short,13321.05,13329.904593870546,13321.05,13329.904593870546,13321.05,13329.904593870546,13628.41033620873,13628.41033620873,13329.904593870546,307.3603362087306,-0.028808511793575423,0.0,-0.9933681428322135,False,stop,0.11218675383142117
2021-01-28 19:00:00,2021-01-28 21:00:00,long,13390.55,13207.695406129453,13390.55,13207.695406129453,13390.55,13207.695406129453,13083.189663791269,13083.189663791269,13207.695406129453,307.3603362087306,-0.5949192928601192,0.0,-20.513863309499495,False,stop,0.11218675383142117
2021-01-29 19:00:00,2021-02-01 08:00:00,short,12902.1,13011.93072501603,12902.1,13011.93072501603,12902.1,13011.93072501603,13233.369131286065,13233.369131286065,13011.93072501603,331.2691312860643,-0.33154530453725095,0.0,-11.38235073047045,False,stop,0.10363539645949987
2021-01-29 20:00:00,2021-02-01 08:00:00,short,12926.85,13008.886628347225,12926.85,13008.886628347225,12926.85,13008.886628347225,13251.269913781256,13251.269913781256,13008.886628347225,324.4199137812557,-0.2528717407974504,0.0,-8.681392268843922,False,stop,0.10582336748530685
2021-02-01 17:00:00,2021-02-02 03:00:00,short,13189.95,13383.174044838092,13189.95,13383.174044838092,13189.95,13383.174044838092,13495.216600885708,13495.216600885708,13383.174044838092,305.2666008857068,-0.6329681801987723,0.0,-21.641664120844418,False,stop,0.11200295563100715
2021-02-02 10:00:00,2021-02-03 15:00:00,long,13382.35,13488.84878963712,13382.35,13488.84878963712,13382.35,13488.84878963712,13147.447276683522,13147.447276683522,13488.84878963712,234.90272331647793,0.4533740100306861,0.0,15.432520295702272,True,stop,0.14490794072201585
2021-02-02 15:00:00,2021-02-03 15:00:00,long,13397.85,13492.422284352171,13397.85,13492.422284352171,13397.85,13492.422284352171,13170.987639792387,13170.987639792387,13492.422284352171,226.86236020761316,0.4168707592816318,0.0,14.18997629101669,True,stop,0.15004370876964
2021-02-03 21:00:00,2021-02-04 06:00:00,long,13405.0,13366.003595683696,13405.0,13366.003595683696,13405.0,13366.003595683696,13218.933090288316,13218.933090288316,13366.003595683696,186.06690971168427,-0.20958269461630538,0.0,-7.177500448217328,False,stop,0.18405544239412255
