entry_ts,exit_ts,dir,entry,exit,entry_price,exit_price,entry_signal_price,exit_signal_price,stop_price,stop_price_initial,stop_price_exit,initial_risk_price,r_value,fees,pnl,win,exit_reason,qty
2023-05-03 15:57:00,2023-05-03 21:08:00,short,135.365,135.32998083931656,135.365,135.32998083931656,135.365,135.32998083931656,136.05497125897483,136.05497125897483,135.32998083931656,0.6899712589748219,0.0507545208991452,0.0,0.888204115735041,True,stop,25.3633753179835
2023-05-03 17:02:00,2023-05-03 21:08:00,short,135.394,135.32445006074101,135.394,135.32445006074101,135.394,135.32445006074101,136.07567509111152,136.07567509111152,135.32445006074101,0.681675091111515,0.10202798982369335,0.0,1.7854898219146336,True,stop,25.672054367521522
2023-05-03 21:12:00,2023-05-04 10:21:00,short,135.266,134.65857671930888,135.266,134.65857671930888,135.266,134.65857671930888,136.0153650789633,136.0153650789633,134.65857671930888,0.749365078963308,0.8105839166290405,0.0,14.192803927571676,True,stop,23.365590978705196
2023-05-03 22:17:00,2023-05-04 10:21:00,short,135.387,134.65857671930888,135.387,134.65857671930888,135.387,134.65857671930888,136.1363650789633,136.1363650789633,134.65857671930888,0.749365078963308,0.972053944252164,0.0,17.020040435995224,True,stop,23.365590978705196
2023-05-04 10:43:00,2023-05-04 15:54:00,short,134.713,134.83018567476196,134.713,134.83018567476196,134.713,134.83018567476196,135.42277851214294,135.42277851214294,134.83018567476196,0.7097785121429467,-0.16510175041530306,0.0,-2.908862176029465,False,stop,24.822677191030458
2023-05-04 11:48:00,2023-05-04 15:54:00,short,134.625,134.83018567476196,134.625,134.83018567476196,134.625,134.83018567476196,135.33477851214295,135.33477851214295,134.83018567476196,0.7097785121429467,-0.289084089263948,0.0,-5.093257768839993,False,stop,24.822677191030458
2023-05-04 16:23:00,2023-05-04 21:02:00,short,134.767,134.0813190179323,134.767,134.0813190179323,134.767,134.0813190179323,135.63447852689848,135.63447852689848,134.0813190179323,0.8674785268984806,0.790429919365546,0.0,13.904132954396864,True,stop,20.277845409199173
2023-05-04 16:38:00,2023-05-04 21:02:00,short,134.525,134.0813190179323,134.525,134.0813190179323,134.525,134.0813190179323,135.3924785268985,135.3924785268985,134.0813190179323,0.8674785268984806,0.5114604780524343,0.0,8.996894365370864,True,stop,20.277845409199173
2023-05-04 21:30:00,2023-05-05 15:30:00,short,134.11,134.45840981554133,134.11,134.45840981554133,134.11,134.45840981554133,134.97161472331203,134.97161472331203,134.45840981554133,0.8616147233120159,-0.4043684562423001,0.0,-7.145493517983253,False,stop,20.508875465754205
2023-05-04 22:45:00,2023-05-05 15:30:00,short,134.106,134.45840981554133,134.106,134.45840981554133,134.106,134.45840981554133,134.967614723312,134.967614723312,134.45840981554133,0.8616147233120159,-0.4090109024445229,0.0,-7.227529019846662,False,stop,20.508875465754205
2023-05-05 16:01:00,2023-05-08 02:05:00,short,134.903,135.13420926214556,134.903,135.13420926214556,134.903,135.13420926214556,135.66081389321835,135.66081389321835,135.13420926214556,0.7578138932183549,-0.3051003210876062,0.0,-5.376002963754235,False,stop,23.25167648504285
2023-05-08 02:36:00,2023-05-08 05:09:00,long,135.221,134.80565970976622,135.221,134.80565970976622,135.221,134.80565970976622,134.52898956464932,134.52898956464932,134.80565970976622,0.6920104353506815,-0.600193680639092,0.0,-10.564385576824082,False,stop,25.435494280792312
2023-05-05 15:50:00,2023-05-08 07:39:00,long,134.948,134.74582008213972,134.948,134.74582008213972,134.948,134.74582008213972,134.1662301232096,134.1662301232096,134.74582008213972,0.7817698767904062,-0.25861819937390174,0.0,-4.556967365221687,False,stop,22.539169139294
2023-05-08 07:12:00,2023-05-08 14:46:00,short,134.798,135.10058825153592,134.798,135.10058825153592,134.798,135.10058825153592,135.45138237730393,135.45138237730393,135.10058825153592,0.6533823773039273,-0.46311051850602775,0.0,-8.134375151176904,False,stop,26.882653605641405
2023-05-08 08:19:00,2023-05-08 14:46:00,short,134.762,135.0969898179978,134.762,135.0969898179978,134.762,135.0969898179978,135.40998472699673,135.40998472699673,135.0969898179978,0.6479847269967252,-0.5169717804159008,0.0,-9.07218409706451,False,stop,27.08196968877383
2023-05-08 15:13:00,2023-05-08 17:52:00,long,135.206,134.79856882440188,135.206,134.79856882440188,135.206,134.79856882440188,134.59185323660282,134.59185323660282,134.79856882440188,0.6141467633971729,-0.6634101160842839,0.0,-11.602034399624047,False,stop,28.47605950279174
2023-05-08 16:00:00,2023-05-08 21:26:00,short,135.04,135.06268035218503,135.04,135.06268035218503,135.04,135.06268035218503,135.64552052827753,135.64552052827753,135.06268035218503,0.6055205282775376,-0.037455959172103974,0.0,-0.6550477845448684,False,stop,28.881728960853806
2023-05-08 18:15:00,2023-05-08 21:26:00,short,134.884,135.06268035218503,134.884,135.06268035218503,134.884,135.06268035218503,135.48952052827752,135.48952052827752,135.06268035218503,0.6055205282775376,-0.29508554019351574,0.0,-5.148614928379684,False,stop,28.814667451784583
2023-05-08 22:00:00,2023-05-09 07:01:00,long,135.127,134.89886369477296,135.127,134.89886369477296,135.127,134.89886369477296,134.51329554215948,134.51329554215948,134.89886369477296,0.6137044578405266,-0.37173643162021086,0.0,-6.478458906044754,False,stop,28.39731668134558
