entry_ts,exit_ts,dir,entry,exit,pnl,win,exit_reason,qty
2023-05-03 09:51:00,2023-05-03 14:18:00,long,1.25012,1.2502709769368359,0.5993139756185872,True,stop,3969.5730233931567
2023-05-03 11:00:00,2023-05-03 14:18:00,long,1.25119,1.2502709769368359,-3.6481291594125924,False,stop,3969.5730233931567
2023-05-03 14:40:00,2023-05-03 15:15:00,long,1.25156,1.2494048466785912,-8.171340170835473,False,stop,3791.535427973135
2023-05-03 15:40:00,2023-05-03 21:10:00,long,1.25005,1.2556848466785913,21.329783829510202,True,stop,3785.3352621908703
2023-05-03 16:42:00,2023-05-03 21:32:00,long,1.25058,1.2553748671214457,16.48815188647824,True,stop,3438.7088252628823
2023-05-03 21:48:00,2023-05-04 11:59:00,long,1.25592,1.2556850181719195,-0.7730861237548347,False,stop,3289.9825917182025
2023-05-04 01:29:00,2023-05-04 11:59:00,long,1.25721,1.2556767490823302,-5.032695329780424,False,stop,3282.3690315666877
2023-05-04 12:27:00,2023-05-04 15:31:00,long,1.2573,1.2552039406618902,-7.382825358731328,False,stop,3522.240627686078
2023-05-04 13:57:00,2023-05-04 15:31:00,long,1.25727,1.2552039406618902,-7.277158139900835,False,stop,3522.240627686078
2023-05-04 16:06:00,2023-05-04 17:56:00,long,1.25735,1.256151415240305,-4.013271633442398,False,stop,3348.341951606249
2023-05-04 17:24:00,2023-05-04 17:56:00,long,1.2572,1.256151415240305,-3.5110203407018874,False,stop,3348.341951606249
2023-05-04 20:11:00,2023-05-05 11:11:00,long,1.25933,1.259962959874931,2.1991025835316136,True,stop,3474.31594107273
2023-05-04 19:05:00,2023-05-05 15:25:00,long,1.25817,1.259831415240305,5.554625095710444,True,stop,3343.309343118177
2023-05-05 15:48:00,2023-05-08 17:46:00,long,1.25769,1.2633435537182796,19.218122204992767,True,stop,3399.2994782830133
2023-05-05 16:49:00,2023-05-08 17:53:00,long,1.25919,1.2627913465558422,10.547210125910182,True,stop,2928.685135508602
2023-05-08 18:31:00,2023-05-08 22:30:00,long,1.26315,1.2613287372727886,-6.991098741780227,False,stop,3838.599800746252
2023-05-08 19:40:00,2023-05-08 22:30:00,long,1.26381,1.2613287372727886,-9.524574610273156,False,stop,3838.599800746252
2023-05-09 00:25:00,2023-05-09 09:47:00,short,1.26163,1.2632385484484387,-6.6606617811972315,False,stop,4140.790280617393
2023-05-09 01:30:00,2023-05-09 09:47:00,short,1.26176,1.2632385484484387,-6.122359044717122,False,stop,4140.790280617393
2023-05-09 10:17:00,2023-05-09 16:53:00,short,1.26165,1.2607621541679386,3.7281710835100874,True,stop,4199.119879691477
2023-05-09 11:32:00,2023-05-09 16:53:00,short,1.2611,1.2607621541679386,1.4186551496804958,True,stop,4199.119879691477
2023-05-09 20:19:00,2023-05-10 11:04:00,long,1.26194,1.2614646060127523,-1.9334903028276849,False,stop,4067.1324305584462
2023-05-09 18:21:00,2023-05-10 13:54:00,long,1.26202,1.2612908530916374,-2.7965485505509,False,stop,3835.3705110415503
2023-05-10 11:24:00,2023-05-10 14:02:00,long,1.26231,1.2607809983437086,-6.957635511729342,False,stop,4550.443410640205
2023-05-10 15:33:00,2023-05-10 16:23:00,long,1.26472,1.2646223318978809,-0.36087600550898713,False,stop,3694.9218596319483
2023-05-10 16:56:00,2023-05-10 17:45:00,long,1.26324,1.2611873543114966,-6.684216760448256,False,stop,3256.390909491146
2023-05-10 17:14:00,2023-05-11 14:00:00,short,1.26398,1.2601826456885032,12.36567006007538,True,stop,3256.390909491146
2023-05-10 18:55:00,2023-05-11 14:00:00,short,1.26129,1.2601826456885032,3.601157814146009,True,stop,3252.0375608403347
2023-05-11 14:36:00,2023-05-11 18:40:00,short,1.26059,1.2501576427471748,35.064462833704965,True,tp,3361.1255811057194
2023-05-11 15:44:00,2023-05-12 09:52:00,short,1.25997,1.2532574524176083,22.561715393566107,True,stop,3361.1255811057194
2023-05-12 09:52:00,2023-05-12 15:22:00,long,1.25315,1.2509681229188594,-8.316091456655156,False,stop,3811.4390258445983
2023-05-12 15:47:00,2023-05-15 09:14:00,short,1.24968,1.247666293470322,7.254601449244752,True,stop,3602.611076801292
2023-05-11 19:00:00,2023-05-15 10:30:00,short,1.24998,1.2484729920952609,4.344225866961284,True,stop,2882.6828666920587
2023-05-15 09:25:00,2023-05-15 12:54:00,short,1.24706,1.2494197581398863,-9.92707086171193,False,stop,4206.817086004692
