entry_ts,exit_ts,dir,entry,exit,entry_price,exit_price,entry_signal_price,exit_signal_price,stop_price,stop_price_initial,stop_price_exit,initial_risk_price,r_value,fees,pnl,win,exit_reason,qty
2023-05-03 09:51:00,2023-05-03 14:18:00,long,1.25012,1.2502709769368359,1.25012,1.2502709769368359,1.25012,1.2502709769368359,1.2457114654052537,1.2457114654052537,1.2502709769368359,0.004408534594746216,0.03424651289249058,0.0,0.5993139756185851,True,stop,3969.5730233931426
2023-05-03 11:00:00,2023-05-03 14:18:00,long,1.25119,1.2502709769368359,1.25119,1.2502709769368359,1.25119,1.2502709769368359,1.2467814654052538,1.2467814654052538,1.2502709769368359,0.004408534594746216,-0.20846452339500451,0.0,-3.648129159412579,False,stop,3969.5730233931426
2023-05-03 14:40:00,2023-05-03 15:15:00,long,1.25156,1.2494048466785912,1.25156,1.2494048466785912,1.25156,1.2494048466785912,1.2469472700178867,1.2469472700178867,1.2494048466785912,0.004612729982113262,-0.46721861669029535,0.0,-8.17134017083566,False,stop,3791.535427973222
2023-05-03 15:40:00,2023-05-03 21:10:00,long,1.25005,1.2556848466785913,1.25005,1.2556848466785913,1.25005,1.2556848466785913,1.2454372700178868,1.2454372700178868,1.2556848466785913,0.004612729982113262,1.2215860673486947,0.0,21.329783829510692,True,stop,3785.335262190957
2023-05-03 16:42:00,2023-05-03 21:32:00,long,1.25058,1.2553748671214457,1.25058,1.2553748671214457,1.25058,1.2553748671214457,1.2455023006821684,1.2455023006821684,1.2553748671214457,0.005077699317831641,0.9442991444190719,0.0,16.488151886478065,True,stop,3438.7088252628455
2023-05-03 21:48:00,2023-05-04 11:59:00,long,1.25592,1.2556850181719195,1.25592,1.2556850181719195,1.25592,1.2556850181719195,1.2505725272578792,1.2505725272578792,1.2556850181719195,0.0053474727421207735,-0.043942594831678984,0.0,-0.7730861237548263,False,stop,3289.982591718167
2023-05-04 01:29:00,2023-05-04 11:59:00,long,1.25721,1.2556767490823302,1.25721,1.2556767490823302,1.25721,1.2556767490823302,1.2518501236234953,1.2518501236234953,1.2556767490823302,0.005359876376504591,-0.2860608734169461,0.0,-5.032695329780485,False,stop,3282.3690315667277
2023-05-04 12:27:00,2023-05-04 15:31:00,long,1.2573,1.2552039406618902,1.2573,1.2552039406618902,1.2573,1.2552039406618902,1.2523109109928354,1.2523109109928354,1.2552039406618902,0.00498908900716466,-0.4201286718075741,0.0,-7.382825358731335,False,stop,3522.2406276860816
2023-05-04 13:57:00,2023-05-04 15:31:00,long,1.25727,1.2552039406618902,1.25727,1.2552039406618902,1.25727,1.2552039406618902,1.2522809109928354,1.2522809109928354,1.2552039406618902,0.00498908900716466,-0.41411554998174727,0.0,-7.277158139900842,False,stop,3522.2406276860816
2023-05-04 16:06:00,2023-05-04 17:56:00,long,1.25735,1.256151415240305,1.25735,1.256151415240305,1.25735,1.256151415240305,1.2521171228604573,1.2521171228604573,1.256151415240305,0.00523287713954268,-0.22904890134677788,0.0,-4.013271633442421,False,stop,3348.3419516062686
