trade_id,direction,entry_time,entry_price,exit_time,exit_price,stop_loss,target1,target2,position_size,realised_pnl,fees_paid,exit_reason,partial_done
1,long,2026-03-17 07:55:00+00:00,5024.0,2026-03-17 08:09:00+00:00,5024.0,5024.0,5027.89688808302,5031.79377616604,12.830750828556939,15.973613097226192,9.026386902773808,stop_loss,True
2,long,2026-03-17 10:01:00+00:00,5015.2998046875,2026-03-17 10:03:00+00:00,5015.2998046875,5015.2998046875,5018.505706514195,5021.711608340889,15.614110842826566,14.063578642432452,10.965074594182148,stop_loss,True
3,long,2026-03-20 08:57:00+00:00,4692.2998046875,2026-03-20 09:33:00+00:00,4682.5184522378895,4682.5184522378895,4702.0811571371105,4711.862509586721,5.122013169248928,-53.46147203996031,3.3612559799900983,stop_loss,False
4,short,2026-03-20 15:03:00+00:00,4573.39990234375,2026-03-20 15:23:00+00:00,4573.39990234375,4573.39990234375,4559.975547585686,4546.551192827623,3.7115003059908385,22.537607734353617,2.374640661787692,stop_loss,True
5,short,2026-03-23 08:36:00+00:00,4257.89990234375,2026-03-23 08:42:00+00:00,4257.89990234375,4257.89990234375,4236.761168553087,4215.622434762425,2.3620735453753627,23.55932334781811,1.4062985870101137,stop_loss,True
6,short,2026-03-23 11:03:00+00:00,4290.2998046875,2026-03-23 11:05:00+00:00,4301.335895019005,4301.335895019005,4279.263714355995,4268.22762402449,4.5347146378530585,-52.77276350288338,2.727243131939199,stop_loss,False
7,long,2026-03-25 10:36:00+00:00,4552.5,2026-03-25 10:40:00+00:00,4552.5,4552.5,4556.823252265393,4561.146504530787,11.513287716750067,17.547687555860207,7.339736045922779,stop_loss,True
8,long,2026-03-30 10:17:00+00:00,4562.10009765625,2026-03-30 10:21:00+00:00,4562.10009765625,4562.10009765625,4565.743255299444,4569.386412942638,13.681604129770294,16.182017124729132,8.740103203535668,stop_loss,True
